Frame,Time,RightBicepsbrachiicaputbrevis,RightTricepsbrachiicaputlongus,LeftBicepsbrachiicaputbrevis,LeftTricepsbrachiicaputlongus,RightTrapeziusdescendens,LeftTrapeziusdescendens,RightLatissimusDorsi,LeftLatissimusDorsi,
70,0.070,0.018020,0.002903,0.002420,0.012447,-0.004897,0.003816,0.003154,-0.003293,
71,0.071,0.017818,0.000724,0.001576,0.013356,0.000985,0.000099,-0.001163,0.002299,
72,0.072,0.023708,0.000073,0.002438,0.012081,-0.002767,0.001616,-0.000578,0.004500,
73,0.073,0.018664,0.005839,0.009386,0.017006,-0.000770,0.003129,-0.002669,-0.000373,
74,0.074,0.019061,-0.001086,0.004837,0.012186,-0.000287,-0.001750,0.000312,0.002691,
75,0.075,0.016462,-0.005648,0.009081,0.012777,-0.009113,-0.010130,-0.001409,0.003217,
76,0.076,0.020974,-0.001421,0.008420,0.014718,-0.020468,-0.017956,0.001097,0.005766,
77,0.077,0.020104,0.005515,0.004891,0.012475,-0.022000,-0.010780,-0.001090,0.001576,
78,0.078,0.023814,0.000955,0.003222,0.015284,-0.023367,-0.010028,0.001765,0.001109,
79,0.079,0.019973,0.006864,0.002745,0.012232,-0.012047,-0.007593,0.003595,-0.005574,
80,0.080,0.018548,0.009045,-0.002976,0.004379,-0.022717,-0.000795,0.002515,0.002917,
81,0.081,0.014472,0.015457,0.000760,-0.012585,-0.024084,0.003609,0.002111,0.001939,
82,0.082,0.012796,0.002597,-0.007003,-0.014799,-0.015293,-0.000756,0.003385,0.000973,
83,0.083,0.015699,-0.006714,-0.003928,-0.012455,-0.004976,0.004340,0.001634,0.000188,
84,0.084,0.015933,-0.011788,-0.003049,-0.010288,0.013126,0.011929,0.005280,0.001087,
85,0.085,0.021572,-0.013309,-0.003859,0.002749,0.030380,0.010730,-0.001516,0.001826,
86,0.086,0.020646,-0.009249,-0.003134,0.001111,0.036977,0.015093,0.006892,0.001223,
87,0.087,0.015377,-0.002980,-0.003761,-0.012543,0.039011,0.015742,-0.000894,0.000782,
88,0.088,0.014708,-0.006191,0.004575,0.004244,0.033429,0.008654,0.002124,0.000348,
89,0.089,0.011712,-0.009238,0.001406,0.015333,0.024966,0.000098,-0.006327,-0.001093,
90,0.090,0.008933,-0.000777,-0.003793,0.013258,0.026482,-0.003188,0.003948,-0.007915,
91,0.091,0.004342,-0.001788,-0.006447,0.004006,0.022420,-0.018899,-0.000136,-0.000557,
92,0.092,0.001471,-0.004828,-0.002170,0.005740,0.021238,-0.021047,0.001012,-0.001323,
93,0.093,0.005707,-0.000250,-0.001440,0.019510,0.022261,-0.010900,0.011246,-0.000406,
94,0.094,0.001199,-0.001070,0.007919,0.010205,0.015003,0.002070,0.018059,0.001853,
95,0.095,0.004478,0.005889,0.001705,0.011885,0.006570,0.003700,0.021647,-0.000111,
96,0.096,0.003037,0.019953,-0.003828,0.004339,0.003386,0.005170,0.015965,0.001627,
97,0.097,0.002126,0.020182,-0.004551,0.001250,0.005322,0.006458,0.011153,0.002519,
98,0.098,-0.002294,0.005956,-0.003459,-0.002618,0.004285,0.013321,0.003849,0.004245,
99,0.099,-0.002482,0.004102,-0.004219,-0.006110,0.003427,0.012071,-0.008280,0.003778,
100,0.100,-0.001651,0.005782,-0.003303,-0.011418,-0.000774,0.011007,-0.020000,0.002632,
101,0.101,-0.003841,0.007273,0.000447,-0.026735,-0.004433,0.013989,-0.021384,-0.000188,
102,0.102,-0.003159,0.000368,0.001143,-0.037373,-0.006377,0.013101,-0.025298,-0.004347,
103,0.103,-0.003985,0.004090,-0.000505,-0.018576,-0.005790,0.003641,-0.016426,-0.001416,
104,0.104,-0.004635,0.009630,0.002384,-0.015858,-0.014418,-0.002553,-0.006108,-0.006097,
105,0.105,-0.005964,0.008592,0.004906,-0.013329,-0.015430,-0.008027,-0.002063,-0.005548,
106,0.106,-0.009302,0.000191,0.002722,-0.002949,-0.016262,-0.006896,-0.000878,-0.002652,
107,0.107,-0.009260,-0.000763,0.000735,0.006503,-0.013044,-0.020747,-0.006417,-0.002128,
108,0.108,-0.007706,0.002318,-0.002750,0.004989,-0.008335,-0.051025,-0.015772,0.003935,
109,0.109,-0.010878,0.001524,0.004193,0.021934,-0.005677,-0.055057,-0.001833,-0.000314,
110,0.110,-0.013544,0.002417,0.001188,0.010897,-0.006232,-0.026904,-0.003594,0.003363,
111,0.111,-0.016043,0.012348,0.002075,0.000961,-0.004102,-0.001400,-0.001797,0.006851,
112,0.112,-0.019890,0.005408,0.001268,-0.008040,-0.005677,0.015075,0.002856,0.008460,
113,0.113,-0.019022,0.004230,-0.002390,0.000656,-0.005065,0.029971,-0.003960,0.007860,
114,0.114,-0.021198,0.003231,-0.001652,-0.000623,-0.001438,0.032671,-0.000132,0.003056,
115,0.115,-0.016645,0.002211,0.002601,0.003609,-0.006392,0.030314,-0.005579,0.003485,
116,0.116,-0.015830,-0.008025,-0.000235,0.004937,-0.005598,0.023754,0.005997,0.007433,
117,0.117,-0.015029,-0.017489,-0.001707,0.004047,0.001387,0.025819,0.016686,0.002612,
118,0.118,-0.009707,-0.020996,-0.003849,-0.001057,-0.003088,0.023996,0.029173,-0.003209,
119,0.119,-0.008800,-0.015246,-0.002615,-0.001775,-0.008880,0.018982,0.027462,-0.002604,
120,0.120,-0.012798,-0.014076,-0.008262,0.000853,-0.013941,0.014494,0.022880,-0.006219,
121,0.121,-0.014270,-0.007549,-0.002293,0.001600,-0.011746,0.010527,0.010388,-0.004604,
122,0.122,-0.015583,-0.001568,-0.002913,0.009364,-0.009898,0.004390,-0.001381,-0.007547,
123,0.123,-0.012362,0.000663,0.000666,0.010335,-0.003370,0.001317,-0.011927,-0.008117,
124,0.124,-0.013385,0.002706,-0.000991,0.001901,-0.004115,-0.001561,-0.018729,-0.009371,
125,0.125,-0.010714,0.001020,-0.003822,-0.001268,-0.006201,0.004999,-0.032396,-0.011465,
126,0.126,-0.008241,-0.001828,-0.000240,-0.004250,-0.004072,0.000912,-0.019224,-0.009009,
127,0.127,-0.013198,0.004928,-0.006262,-0.014410,0.002916,-0.001143,-0.014014,-0.010110,
128,0.128,-0.015117,0.004075,-0.000334,-0.012939,0.003808,-0.000316,0.009036,-0.006501,
129,0.129,-0.013336,0.001548,0.011075,-0.001599,0.006375,0.001516,0.012271,-0.006276,
130,0.130,-0.004501,-0.002148,0.005946,0.002920,0.002710,0.002166,0.015155,-0.005215,
131,0.131,-0.003296,-0.001454,0.001349,-0.001168,0.003433,-0.004438,0.007074,-0.006335,
132,0.132,-0.006492,-0.003116,-0.000018,-0.004920,0.002983,0.002123,0.004763,-0.004755,
133,0.133,-0.001269,-0.001430,0.001135,-0.015211,0.005897,-0.000280,-0.001748,-0.009924,
134,0.134,0.001408,0.002075,-0.004428,-0.016517,0.007449,0.000517,-0.011783,-0.012035,
135,0.135,0.002209,-0.001004,-0.003400,-0.012778,0.005307,-0.002910,-0.009819,-0.003860,
136,0.136,0.001494,0.004500,0.001142,-0.007218,0.009221,-0.005813,-0.001316,-0.004992,
137,0.137,0.003453,0.006609,0.001943,-0.008269,0.011757,-0.006186,0.006299,-0.004101,
138,0.138,0.000339,0.004503,0.002575,-0.007491,0.012917,-0.005555,0.007629,-0.001530,
139,0.139,-0.000240,0.002747,-0.002331,-0.003344,0.010014,-0.011494,0.008770,-0.005869,
140,0.140,0.007441,0.001004,0.001862,-0.001242,0.007444,-0.013868,0.009719,-0.002272,
141,0.141,0.004137,-0.002575,-0.001038,0.000663,0.005041,-0.008478,0.008657,0.001141,
142,0.142,0.001003,-0.009495,-0.000557,0.002198,-0.000050,-0.007679,0.009437,0.001526,
143,0.143,0.001762,-0.006461,0.005460,0.002538,-0.004954,-0.007064,0.006855,0.004279,
144,0.144,0.005886,-0.005633,-0.000485,0.002869,-0.006640,-0.009829,0.004625,0.004674,
145,0.145,0.005134,-0.008171,0.000168,-0.004205,-0.004975,-0.004036,0.003943,0.000361,
146,0.146,0.000160,-0.013375,0.002154,-0.009559,-0.004514,-0.009248,0.000899,0.000784,
147,0.147,0.009564,-0.012648,-0.000931,-0.010535,-0.003392,-0.005650,-0.004364,-0.002840,
148,0.148,0.010847,-0.006877,0.000718,-0.006473,-0.000602,-0.008653,-0.007937,0.002164,
149,0.149,0.009605,-0.001672,0.001176,-0.002947,0.001821,-0.005764,-0.003744,-0.001456,
150,0.150,0.010566,0.001813,0.002302,-0.001128,-0.001499,-0.010514,0.005010,0.004227,
151,0.151,0.009510,0.001233,-0.004144,-0.007061,-0.000438,-0.010022,0.016287,0.003492,
152,0.152,0.008624,-0.005234,-0.003307,-0.015639,-0.005611,-0.012890,0.020805,0.011215,
153,0.153,0.014516,-0.007822,0.002568,-0.012551,-0.002180,-0.018645,0.008244,0.014210,
154,0.154,0.012290,-0.005710,-0.002692,0.000965,-0.003982,-0.016478,-0.010404,0.011470,
155,0.155,0.011601,-0.002250,-0.004732,0.006348,-0.011655,-0.012981,-0.017710,0.008908,
156,0.156,0.012114,-0.004015,0.002156,0.004487,-0.010704,-0.008831,-0.028920,0.011094,
157,0.157,0.010431,-0.006959,0.001256,0.008869,-0.008076,-0.006058,-0.030998,0.014650,
158,0.158,0.015183,-0.003481,-0.003003,0.004651,-0.003940,-0.005661,-0.032910,0.012973,
159,0.159,0.012159,0.003349,-0.006727,0.000802,-0.003349,-0.003602,-0.031269,0.011303,
160,0.160,0.015062,0.012670,-0.003190,-0.007038,0.000098,-0.004053,-0.020649,0.008780,
161,0.161,0.012564,0.011338,-0.004899,-0.018540,0.004200,-0.002272,-0.016618,0.011842,
162,0.162,0.011439,0.008024,-0.004406,-0.014012,0.003574,0.002901,-0.010389,0.006290,
163,0.163,0.012684,0.023560,-0.001894,-0.001607,-0.002269,0.002154,-0.009410,0.007002,
164,0.164,0.007001,0.016801,0.002288,0.003336,-0.001687,0.002772,-0.002176,0.011942,
165,0.165,0.002846,0.002509,0.000554,0.013786,0.000248,0.004400,-0.003057,0.002504,
166,0.166,0.008181,0.000564,0.002033,0.017617,-0.001531,0.009569,0.001123,0.006606,
167,0.167,0.006243,0.002167,-0.000196,0.026143,0.003593,0.007446,0.000403,0.002933,
168,0.168,0.004647,0.000574,-0.003078,0.029091,-0.002910,0.009045,0.005263,0.001979,
169,0.169,0.004237,0.001853,-0.000571,0.023640,-0.002141,0.009446,0.013504,0.003055,
170,0.170,0.000801,-0.006954,-0.004470,0.027972,-0.002903,0.006797,0.012433,0.003969,
171,0.171,0.003106,-0.001406,-0.002973,0.025199,-0.002309,0.003633,0.015410,-0.000192,
172,0.172,-0.000672,0.001602,0.002064,0.013551,0.000640,-0.002917,0.016178,0.000565,
173,0.173,-0.002081,0.007949,0.004052,0.001665,0.002238,-0.000333,0.008307,0.001315,
174,0.174,-0.004150,0.002002,-0.004226,-0.002874,-0.005573,0.002082,0.005167,0.001915,
175,0.175,-0.006901,-0.004912,-0.001028,-0.020879,-0.013340,0.004176,-0.001350,0.004884,
176,0.176,-0.007783,-0.000353,0.004168,-0.008524,-0.010306,0.003396,-0.007371,0.005488,
177,0.177,-0.007311,-0.004564,0.010521,0.002593,-0.007618,0.006341,0.001020,0.001358,
178,0.178,-0.010229,0.003873,0.006241,0.004571,0.000108,0.003363,-0.000056,-0.001423,
179,0.179,-0.011117,0.002854,0.006874,-0.001025,-0.000942,0.011046,0.000933,-0.006052,
180,0.180,-0.009978,0.001850,0.003305,0.004031,-0.005525,0.009939,-0.005508,-0.007632,
181,0.181,-0.006809,0.004552,0.003792,0.008562,0.000339,0.008841,-0.006374,-0.005821,
182,0.182,-0.012441,0.007073,-0.001451,-0.001052,0.002471,0.013331,0.000548,-0.009253,
183,0.183,-0.009783,0.007734,-0.002124,-0.002200,0.000377,0.015806,0.003246,-0.007947,
184,0.184,-0.013374,0.008409,0.000916,0.001030,0.006037,0.004244,0.011011,-0.002237,
185,0.185,-0.003940,0.006743,0.009662,0.006269,0.003762,0.005883,0.018258,0.000085,
186,0.186,-0.004997,0.007263,0.003392,0.008981,0.003018,0.004321,0.020938,-0.000453,
187,0.187,-0.005904,0.003749,0.000186,0.003108,0.004642,-0.008231,0.025145,-0.004544,
188,0.188,-0.011042,-0.001250,0.001204,0.002484,0.006265,-0.016711,0.025803,-0.003904,
189,0.189,-0.011780,0.002360,0.002041,0.001872,0.009732,-0.021291,0.015128,-0.004278,
190,0.190,-0.005752,0.001906,-0.000479,0.003630,0.009312,-0.014351,0.016634,-0.008383,
191,0.191,-0.009378,0.001433,0.004759,0.004203,0.009559,-0.005551,0.004105,-0.012325,
192,0.192,-0.004383,0.001966,-0.001639,0.008988,0.006953,0.004790,0.002408,-0.014747,
193,0.193,-0.005999,-0.001026,-0.000770,0.002130,0.009238,0.020050,-0.005199,-0.008539,
194,0.194,-0.006436,-0.003841,-0.001408,0.001366,0.008821,0.018062,-0.012119,-0.005891,
195,0.195,-0.003839,-0.009513,0.005019,0.009193,0.006897,0.001362,-0.005846,-0.007990,
196,0.196,-0.000736,-0.017168,-0.000874,0.008220,0.008030,-0.000781,-0.011403,-0.004350,
197,0.197,-0.007101,-0.009799,0.001345,0.005568,0.010168,0.013484,-0.006134,-0.001224,
198,0.198,-0.004503,-0.008019,0.001934,0.004109,0.013488,0.019638,-0.008472,0.002399,
199,0.199,-0.007152,-0.001524,0.002632,0.005025,0.012748,0.010402,-0.003871,-0.001591,
200,0.200,-0.002868,0.002751,-0.005633,-0.006340,0.011527,-0.011501,-0.006363,0.001007,
201,0.201,-0.003497,0.014246,-0.004591,-0.014630,0.007788,-0.008536,-0.008507,-0.001977,
202,0.202,0.000092,0.026011,-0.003551,-0.012946,0.006259,-0.000319,-0.002022,-0.005809,
203,0.203,-0.004112,0.012116,0.002907,-0.019697,-0.000651,0.007052,-0.001135,-0.007275,
204,0.204,-0.008133,0.002829,-0.001285,-0.023214,-0.001619,0.013748,0.008884,-0.006881,
205,0.205,-0.004554,0.004529,0.003996,-0.017454,-0.002423,0.024010,0.007549,-0.008868,
206,0.206,-0.001488,-0.006062,0.003356,-0.010051,-0.006590,0.014825,0.003853,-0.008500,
207,0.207,0.003271,-0.010058,-0.002355,-0.012638,-0.008716,0.016647,-0.001710,-0.003915,
208,0.208,0.003789,-0.013681,-0.002991,-0.015044,-0.006602,-0.000125,-0.002693,0.003030,
209,0.209,0.000925,-0.008021,0.001945,-0.012736,-0.008176,-0.002183,-0.009095,0.007598,
210,0.210,-0.004811,-0.017380,-0.001076,-0.006255,-0.008540,0.004049,-0.006543,0.003354,
211,0.211,0.000456,-0.016089,-0.003918,-0.007038,-0.002677,0.006050,-0.001272,0.004011,
212,0.212,0.004029,-0.008244,-0.006419,-0.003254,-0.001890,-0.002265,-0.003268,0.006004,
213,0.213,0.007095,-0.002974,-0.001310,0.007427,-0.006677,-0.006685,-0.004913,0.005454,
214,0.214,0.004240,0.007340,-0.001949,0.012007,-0.006067,-0.007902,0.001561,0.003713,
215,0.215,0.010008,0.000415,-0.003601,0.007970,-0.001929,-0.006576,0.002473,0.004172,
216,0.216,0.012217,-0.005825,-0.006434,-0.003289,-0.002366,-0.009630,0.006265,-0.002818,
217,0.217,0.015794,-0.002609,0.000367,-0.017014,-0.005341,-0.006407,0.008370,-0.001864,
218,0.218,0.006342,-0.001600,0.003116,-0.007597,0.001138,-0.008954,0.005417,-0.001082,
219,0.219,0.013300,-0.000771,0.005692,0.011015,-0.003370,-0.007973,0.005005,0.001382,
220,0.220,0.009608,-0.001630,0.000496,-0.001308,-0.000791,-0.008538,0.000373,-0.000891,
221,0.221,0.010647,0.009795,-0.003023,-0.012400,-0.004445,-0.009119,0.000989,0.005463,
222,0.222,0.003396,-0.002073,-0.003498,-0.034743,-0.010778,-0.008537,0.000588,-0.002397,
223,0.223,0.007994,-0.003602,0.002970,-0.007654,-0.008152,-0.016090,-0.002860,0.000560,
224,0.224,0.005478,0.000444,0.003854,0.010367,-0.001162,-0.008758,0.002305,0.001311,
225,0.225,0.006179,-0.000754,0.001690,0.007078,-0.001949,-0.009565,-0.005395,0.003750,
226,0.226,0.008237,0.000244,-0.000309,0.004147,-0.001061,-0.003600,-0.002282,0.008890,
227,0.227,0.006582,-0.004995,-0.001983,0.006807,-0.007922,-0.001357,-0.008658,0.003886,
228,0.228,0.009503,-0.009541,-0.000264,0.004406,-0.001448,-0.000657,-0.014542,0.002088,
229,0.229,0.012085,-0.006998,-0.002785,0.006560,0.002814,-0.002336,-0.006102,-0.000894,
230,0.230,0.011794,-0.003281,0.000273,0.000443,0.003519,-0.004021,-0.013924,-0.000486,
231,0.231,0.005421,-0.002614,0.001469,0.002280,0.008438,-0.004548,-0.014974,-0.000245,
232,0.232,-0.000949,-0.009546,-0.002073,0.003946,0.007949,-0.003377,-0.008566,-0.005070,
233,0.233,-0.001749,-0.014127,-0.003260,0.005423,0.005102,-0.000520,-0.002632,-0.002115,
234,0.234,-0.002369,-0.004684,-0.004444,-0.001533,0.001585,-0.006308,0.002649,-0.006255,
235,0.235,0.005479,-0.003534,-0.000226,-0.000394,-0.000567,-0.003832,0.007627,-0.005818,
236,0.236,0.002499,-0.006779,0.000271,0.002737,-0.003395,-0.004545,0.009400,-0.001648,
237,0.237,-0.003864,-0.005806,0.006001,0.001656,-0.002339,-0.002501,0.008976,-0.002210,
238,0.238,-0.006342,0.000563,-0.004001,0.000739,-0.003312,-0.009431,0.007522,0.000287,
239,0.239,0.002160,0.013302,-0.002668,0.003207,0.001771,-0.000997,0.004531,0.004473,
240,0.240,-0.001008,0.015038,-0.003871,0.000944,-0.003118,-0.002062,-0.000171,0.003927,
241,0.241,0.002080,0.003137,-0.000681,0.007288,-0.001430,-0.003135,-0.004377,-0.000851,
242,0.242,0.001272,0.010675,-0.003753,0.006375,-0.000929,-0.000499,-0.010801,0.002161,
243,0.243,0.005547,0.017517,-0.001079,0.004130,-0.001458,0.000280,-0.006575,0.003819,
244,0.244,0.000342,0.008662,0.001428,0.006104,-0.006530,0.003940,-0.010309,0.004301,
245,0.245,-0.008931,0.003040,0.000718,0.004377,-0.001652,0.005889,-0.006766,0.004620,
246,0.246,-0.005183,0.004034,0.007109,0.003851,-0.005928,0.006285,-0.008475,0.004943,
247,0.247,-0.006183,0.001311,0.004542,0.000267,0.002818,0.005653,-0.006813,0.003073,
248,0.248,-0.009233,0.003830,0.002308,-0.004839,-0.006027,-0.001235,-0.006334,0.002052,
249,0.249,-0.006533,0.003132,0.001601,0.002909,-0.005074,-0.000506,-0.003322,0.000350,
250,0.250,-0.004023,0.008016,-0.000115,-0.002364,-0.002092,0.000217,0.003085,-0.002703,
251,0.251,-0.000335,0.011051,-0.001835,0.000328,-0.001314,0.002274,0.013371,-0.002366,
252,0.252,-0.009687,0.009345,-0.002378,0.001133,-0.005624,0.002819,0.006419,-0.005924,
253,0.253,-0.006027,0.008841,-0.003597,0.006331,0.002748,-0.000360,0.010126,-0.004746,
254,0.254,-0.005093,0.003735,-0.003287,0.012715,0.001636,0.001200,0.004521,-0.001879,
255,0.255,-0.008231,0.012999,-0.001459,0.018604,0.004585,-0.001478,0.007550,0.001677,
256,0.256,-0.003752,-0.003425,-0.001145,0.013336,-0.003966,-0.005844,0.004813,0.002872,
257,0.257,-0.004700,-0.005633,0.003222,0.011301,-0.014378,-0.001925,0.012562,0.000861,
258,0.258,-0.010060,0.000450,0.004883,0.018236,-0.024105,-0.000538,0.024022,0.004438,
259,0.259,-0.013749,0.002299,0.001300,0.004192,-0.012853,0.000492,0.022452,0.000236,
260,0.260,-0.013386,0.000611,-0.001759,-0.014222,-0.008361,-0.000843,0.018343,0.007883,
261,0.261,-0.013044,0.002129,0.001117,-0.016537,0.001206,-0.001323,0.012059,0.002672,
262,0.262,-0.011702,-0.004820,0.000086,-0.014261,0.007393,0.003105,0.011035,0.003547,
263,0.263,-0.010705,-0.003626,0.000396,-0.008108,0.010541,-0.002801,-0.000482,0.001051,
264,0.264,-0.006174,-0.002576,-0.003336,-0.006182,0.015717,-0.014454,-0.005059,-0.004155,
265,0.265,-0.010627,-0.003550,0.001733,-0.014567,0.020215,-0.023047,-0.006419,0.000784,
266,0.266,-0.007977,-0.002677,-0.004698,-0.019080,0.012377,-0.012506,-0.017734,-0.002227,
267,0.267,-0.006690,-0.000134,-0.003870,-0.006508,0.013326,0.002599,-0.016193,0.001864,
