Frame,Time,RightBicepsBrachiiCaputBrevis,RightTricepsBrachiiCaputLongus,LeftBicepsBrachiiCaputBrevis,LeftTricepsBrachiiCaputLongus,RightTrapeziusDescendens,LeftTrapeziusDescendens,RightLatissimusDorsi,LeftLatissimusDorsi
2491,2.491,0.003224,0.005898,0.004655,0.009507,-0.014278,0.007348,0.010511,0.004647
2492,2.492,0.004173,0.003382,-0.001784,0.007816,-0.037312,0.014199,0.011346,0.009208
2493,2.493,-0.000970,0.002729,0.002774,0.004945,-0.040556,0.012899,0.007612,0.011725
2494,2.494,-0.000195,0.003440,-0.005014,-0.002830,-0.025697,0.000252,0.011147,0.007971
2495,2.495,0.002947,-0.000755,-0.001988,-0.017719,-0.012018,-0.011727,0.014167,-0.001388
2496,2.496,-0.001013,0.003338,-0.004704,-0.019745,0.000302,-0.004267,0.015827,-0.015314
2497,2.497,0.003838,0.003877,-0.003868,0.000733,0.015824,-0.003051,0.009029,-0.024689
2498,2.498,-0.002981,0.004238,-0.003210,0.003445,0.013742,0.000569,0.002568,-0.012910
2499,2.499,-0.002014,-0.000470,-0.002558,0.010725,0.011820,0.001500,0.005079,-0.005343
2500,2.500,-0.001066,0.003774,-0.000889,0.017337,0.013449,-0.001598,0.004368,-0.006738
2501,2.501,-0.000272,-0.000270,0.004334,0.011271,0.020997,-0.002507,-0.002092,-0.003060
2502,2.502,-0.000824,0.006520,0.000756,0.002002,0.027877,-0.005117,0.002111,0.007222
2503,2.503,-0.000197,0.000124,0.007668,-0.003018,0.019022,-0.007399,-0.009408,0.016834
2504,2.504,-0.001764,0.002695,0.008478,-0.007517,0.001887,-0.008137,-0.011124,0.013092
2505,2.505,-0.003161,0.000531,0.000671,-0.011478,-0.035369,-0.003907,-0.009618,0.007506
2506,2.506,0.003904,-0.002992,-0.000364,-0.020138,-0.051271,-0.002082,-0.005573,-0.004003
2507,2.507,-0.001208,0.001270,0.006044,-0.014387,-0.046497,-0.009676,0.000681,-0.002498
2508,2.508,-0.001926,0.003004,0.006869,-0.006952,-0.024452,-0.026625,0.003898,-0.012178
2509,2.509,0.004119,-0.002708,-0.000092,-0.002223,0.003503,-0.048878,-0.001353,-0.011024
2510,2.510,0.000530,-0.004874,-0.006539,-0.004573,0.014401,-0.040087,0.005066,-0.005471
2511,2.511,0.011320,-0.002798,-0.009097,-0.000668,0.024348,-0.053864,0.009294,0.003986
2512,2.512,-0.011551,-0.006980,-0.002176,-0.001135,0.039381,-0.046720,0.005579,0.000283
2513,2.513,-0.001619,-0.005257,0.002367,-0.001434,0.042249,-0.017612,0.006263,0.005915
2514,2.514,-0.004381,-0.004713,0.003180,-0.006490,0.035135,0.018241,0.006789,-0.005517
2515,2.515,0.009429,-0.002482,-0.002095,-0.004270,0.041880,0.051854,0.008512,0.002176
2516,2.516,-0.002813,-0.003639,-0.000089,-0.007124,0.044060,0.056019,0.006008,0.000897
2517,2.517,-0.000523,-0.007162,0.000393,-0.006447,0.031181,0.035870,0.006376,0.002147
2518,2.518,-0.002463,-0.001045,0.004420,0.000493,0.012708,0.010356,0.008439,0.007773
2519,2.519,-0.007963,-0.001864,0.003902,-0.000181,0.000459,0.013483,0.005951,0.002552
2520,2.520,-0.006197,-0.001156,-0.003025,0.004222,-0.015017,0.022239,0.000757,0.007140
2521,2.521,-0.001564,0.000909,0.004248,0.000658,-0.008863,0.035916,0.000120,0.002954
2522,2.522,-0.000150,0.005167,0.005106,0.005731,0.000494,0.043156,0.005062,-0.006953
2523,2.523,-0.006359,0.002320,0.007659,0.005377,0.015760,0.045301,0.003418,-0.002798
2524,2.524,-0.000741,-0.000187,0.009875,0.009590,0.017855,0.039157,0.002948,-0.001494
2525,2.525,0.002329,0.002881,0.010557,0.009222,0.016061,0.048388,0.008738,0.004219
2526,2.526,-0.004071,0.001714,0.007542,0.009728,0.014436,0.053381,0.006577,0.007371
2527,2.527,-0.001520,0.007485,0.001142,0.007037,0.006906,0.051780,0.003056,0.006619
2528,2.528,-0.003717,-0.000269,0.002010,0.001465,0.008344,0.039173,-0.003854,0.009267
2529,2.529,-0.007273,0.002799,-0.003215,-0.002615,0.002167,0.013712,-0.010267,0.007175
2530,2.530,-0.004254,0.003664,-0.003886,-0.003170,-0.003347,-0.011745,-0.021411,-0.000507
2531,2.531,-0.004795,-0.000548,-0.003363,-0.002385,-0.012748,-0.015038,-0.022935,-0.007681
2532,2.532,0.002949,0.000136,0.005447,-0.003982,-0.018935,-0.018006,-0.024302,-0.006726
2533,2.533,0.019993,0.002181,-0.000798,0.000157,-0.024438,-0.020802,-0.028037,-0.005776
2534,2.534,-0.012365,-0.002027,-0.004008,-0.005525,-0.023344,-0.023237,-0.015521,-0.000421
2535,2.535,0.000768,0.000861,-0.002983,-0.012402,-0.022411,-0.025511,-0.013815,0.001715
2536,2.536,-0.003199,-0.001670,-0.005665,-0.011506,-0.019787,-0.027611,-0.006177,-0.001228
2537,2.537,-0.006832,-0.002854,-0.008170,-0.008914,-0.023422,-0.044417,-0.010223,-0.001647
2538,2.538,-0.010133,-0.004883,-0.007461,-0.011050,-0.021297,-0.042240,-0.006483,0.003181
2539,2.539,-0.001426,-0.003025,-0.003880,-0.010313,-0.016975,-0.028003,-0.000874,-0.000955
2540,2.540,-0.004244,-0.005388,-0.006892,-0.008589,-0.009269,-0.014936,0.012870,0.003201
2541,2.541,-0.001992,-0.005734,-0.006352,-0.006880,-0.006147,-0.006441,0.011062,0.004825
2542,2.542,0.001279,-0.010637,-0.006822,-0.001966,-0.001679,-0.000822,0.009422,0.007287
2543,2.543,0.003359,-0.006411,-0.001035,0.005826,-0.004336,0.000737,0.007770,0.007718
2544,2.544,0.001198,-0.006922,-0.004712,0.004815,-0.005138,0.002123,0.009324,0.006620
2545,2.545,-0.004519,-0.001687,-0.005354,0.012088,0.001867,-0.014259,0.005280,0.010253
2546,2.546,-0.006343,0.004722,0.000430,0.014777,0.001115,-0.038923,0.001574,0.009135
2547,2.547,-0.004957,-0.001220,0.002663,0.017293,-0.001324,-0.048688,0.000569,0.005292
2548,2.548,0.004547,0.008744,0.003375,0.019486,-0.003417,-0.057437,0.003603,0.005846
2549,2.549,-0.004404,0.007369,0.002899,0.014570,0.004460,-0.038269,0.000891,0.002861
2550,2.550,-0.007764,0.001081,0.003432,0.005083,0.001509,-0.020949,0.000057,-0.002652
2551,2.551,-0.000630,0.000048,0.004980,0.001001,0.000753,-0.009710,-0.003661,-0.003254
2552,2.552,-0.003494,-0.000995,0.008050,0.004685,-0.001682,-0.011666,-0.000118,-0.006713
2553,2.553,-0.006179,-0.001856,0.001647,-0.007890,-0.003784,-0.039511,-0.008408,-0.009662
2554,2.554,-0.007009,0.002355,-0.002897,-0.026575,-0.012978,-0.099495,-0.005210,-0.000766
2555,2.555,-0.006475,0.001658,-0.002028,-0.039014,-0.016567,-0.108046,-0.006243,0.010655
2556,2.556,-0.002392,-0.001917,0.000180,-0.018812,-0.013247,-0.053313,-0.007111,0.021375
2557,2.557,-0.003042,-0.001435,0.005093,-0.005212,-0.007907,0.010907,0.000655,0.011763
2558,2.558,-0.004719,0.003784,0.000878,-0.017641,-0.018108,0.071400,0.001653,0.008051
2559,2.559,-0.003685,-0.004022,0.000388,-0.015496,-0.036078,0.110567,0.004342,0.000246
2560,2.560,-0.007719,-0.003027,-0.002136,-0.025691,-0.023609,0.131977,0.003472,-0.015507
2561,2.561,-0.000085,0.005407,0.004817,-0.012700,-0.012362,0.125694,0.004124,-0.031104
2562,2.562,-0.001236,-0.000193,0.007879,0.005898,0.010173,0.120094,0.003417,-0.037231
2563,2.563,0.003862,0.002837,0.005199,0.003513,0.025055,0.115004,0.000331,-0.031684
2564,2.564,0.002892,0.003670,-0.000701,0.001298,0.022320,0.090982,0.004335,-0.019883
2565,2.565,0.008693,0.001118,-0.000006,0.011419,0.019893,0.051421,0.006803,-0.006056
2566,2.566,0.003349,0.003309,0.004908,0.013245,0.017618,0.025058,0.007908,0.010670
2567,2.567,0.003923,0.001272,-0.004564,0.008122,0.027682,0.001051,0.001400,0.021806
2568,2.568,0.006879,-0.000426,-0.011495,0.006550,0.025740,-0.011986,0.000470,0.023785
2569,2.569,0.010847,-0.002118,-0.002706,0.007858,0.027352,-0.015746,0.004615,0.006997
2570,2.570,0.008225,0.001431,-0.005921,0.006611,0.025742,-0.012073,0.000796,-0.013352
2571,2.571,0.005940,0.001768,-0.002894,0.012122,0.021570,-0.015178,-0.004205,-0.027097
2572,2.572,0.012295,-0.001114,-0.002054,0.006802,0.002505,-0.017953,0.005162,-0.039504
2573,2.573,0.013077,0.001420,0.009096,0.017042,-0.000318,-0.020565,0.001017,-0.046172
2574,2.574,0.007087,0.003106,-0.001576,0.001729,0.001937,-0.022837,0.004661,-0.027809
2575,2.575,0.006347,-0.001976,-0.000246,-0.008497,-0.000380,-0.029319,0.007812,-0.015542
2576,2.576,0.008327,-0.005541,0.000910,-0.006710,-0.002517,-0.023105,0.006762,-0.013423
2577,2.577,0.004042,0.001371,0.001884,0.001677,0.002985,-0.024868,0.015197,-0.003361
2578,2.578,0.011605,0.002195,0.004886,0.009212,0.004598,-0.023095,0.007385,0.005856
2579,2.579,0.006308,0.003018,0.000283,0.007785,0.006039,-0.018487,0.016827,0.010834
2580,2.580,0.001693,0.003667,0.001083,0.006534,0.004596,-0.008844,0.017982,0.009205
2581,2.581,0.002500,-0.001269,-0.001160,0.003243,0.003308,-0.007666,0.007634,0.016020
2582,2.582,0.000274,-0.005528,0.005222,0.004177,0.004202,-0.015435,-0.002029,0.012172
2583,2.583,0.003807,0.002063,0.000958,0.001389,-0.001160,-0.012391,-0.010829,0.015259
2584,2.584,0.006843,0.001043,-0.004336,0.002155,-0.002119,-0.007798,-0.014046,0.016149
2585,2.585,0.001550,0.001889,-0.009292,-0.001654,-0.004746,-0.008600,-0.008784,0.018732
2586,2.586,-0.000487,0.001056,-0.005106,-0.009532,-0.010062,-0.020052,-0.009617,0.017762
2587,2.587,0.000003,0.001739,-0.002276,-0.010643,-0.012124,-0.031850,-0.012133,0.012387
2588,2.588,0.004057,-0.003164,-0.003846,0.001444,-0.010401,-0.024223,-0.022086,0.004474
2589,2.589,0.002523,0.006313,-0.002710,0.003054,-0.002723,-0.008964,-0.023392,0.001295
2590,2.590,-0.002542,-0.003321,-0.003938,0.004500,-0.003670,-0.002844,-0.019625,0.000300
2591,2.591,-0.001856,-0.002133,-0.005842,-0.002492,-0.000906,0.002819,-0.011784,0.000975
2592,2.592,-0.000142,-0.003141,-0.008253,-0.003707,0.005041,0.004690,-0.008692,0.002998
2593,2.593,-0.000626,-0.000093,-0.003897,-0.006910,-0.000201,0.003383,0.001668,0.000782
2594,2.594,-0.003147,0.002622,0.000122,-0.003854,-0.008005,-0.003377,0.000353,0.002286
2595,2.595,-0.004308,0.005168,-0.001445,-0.001146,-0.005006,-0.002092,0.001570,0.004978
2596,2.596,-0.002257,-0.000058,-0.001144,-0.000291,-0.005900,0.003537,0.007177,0.001272
2597,2.597,0.001994,0.001987,0.001692,0.000390,-0.005130,0.004559,-0.002291,-0.000050
2598,2.598,-0.004400,0.002506,0.005872,0.002419,-0.010472,0.000010,-0.011094,-0.002183
2599,2.599,-0.006892,-0.002717,0.005331,0.005470,-0.009917,-0.004233,-0.005513,-0.008029
2600,2.600,0.003131,0.000848,0.006816,0.005978,-0.018302,-0.000508,-0.000282,-0.017581
2601,2.601,-0.003767,-0.004900,0.001706,0.007489,-0.015175,0.005944,-0.003007,-0.013931
2602,2.602,0.000004,-0.005576,0.005231,0.014418,-0.030972,0.006852,0.001198,-0.012973
2603,2.603,-0.007724,-0.002015,0.002165,0.015433,-0.051328,0.004701,0.003381,-0.009973
2604,2.604,-0.004636,-0.002514,0.005020,0.014595,-0.043267,-0.000192,0.008264,-0.001556
2605,2.605,-0.001885,-0.000811,0.003473,0.010383,-0.030986,-0.004486,0.005189,0.008744
2606,2.606,0.002392,0.000715,0.000404,-0.001093,-0.028850,-0.001719,0.009217,0.018396
2607,2.607,0.000235,0.001903,-0.002495,-0.012869,-0.014704,0.000743,0.008690,0.027232
2608,2.608,-0.000409,-0.004526,-0.005045,-0.014296,0.009441,-0.006214,0.007501,0.019487
2609,2.609,0.001319,-0.001808,-0.010317,-0.021146,0.032405,-0.021942,0.008686,0.024762
2610,2.610,-0.000337,-0.002642,-0.008143,-0.029852,0.053170,-0.019744,0.011225,0.022090
2611,2.611,-0.005041,-0.004819,-0.008850,-0.021972,0.066858,-0.005562,0.012239,0.010948
2612,2.612,-0.009239,-0.002764,-0.001940,-0.018787,0.059591,0.007399,0.017307,0.009436
2613,2.613,-0.008700,0.000298,-0.001123,-0.010196,0.053018,0.008965,0.020850,-0.000187
2614,2.614,-0.010186,-0.001374,0.001380,-0.002297,0.046954,0.016400,0.021348,-0.014028
2615,2.615,-0.011336,-0.001860,0.006582,0.005078,0.033936,0.012116,0.014907,-0.012121
2616,2.616,-0.012491,-0.002182,0.001635,0.006016,0.008553,0.005581,0.012369,-0.000212
2617,2.617,-0.006719,-0.000973,0.009898,0.006942,-0.009564,0.002054,0.010162,-0.007741
2618,2.618,-0.009231,0.001577,0.002093,0.015482,-0.012794,0.006966,0.012185,-0.008990
2619,2.619,-0.000753,0.000577,0.007308,0.018792,-0.004018,0.013057,0.005241,-0.012607
2620,2.620,-0.001750,0.004991,0.000853,0.015856,0.004070,0.016954,0.009807,-0.006932
2621,2.621,-0.002764,0.004498,0.005061,0.016822,0.006405,0.012914,-0.003059,-0.005850
2622,2.622,0.001812,0.002980,0.002852,0.017797,0.008576,0.001947,-0.008654,-0.001225
2623,2.623,0.004358,0.002643,0.006408,0.007946,0.006517,-0.021342,-0.017110,0.001368
2624,2.624,0.000647,0.006542,0.005907,0.004018,-0.006531,-0.024799,-0.027766,0.000744
2625,2.625,0.004204,0.011287,0.007597,0.000411,-0.025154,-0.010130,-0.031820,0.002847
2626,2.626,0.004716,0.010779,0.002846,0.001538,-0.027530,-0.007637,-0.023013,-0.001306
2627,2.627,0.008780,0.004356,-0.002916,-0.003604,-0.020940,0.004513,-0.019780,0.002825
2628,2.628,0.006248,0.008597,0.000800,-0.008071,-0.014840,0.010923,-0.018740,0.004422
2629,2.629,0.005074,0.007933,-0.001232,0.001504,-0.005518,0.000637,-0.016017,0.005683
2630,2.630,0.000348,0.004403,0.000456,0.005325,0.002963,-0.008803,-0.013453,0.003732
2631,2.631,0.003387,-0.001331,-0.002421,0.006444,0.001467,0.002925,-0.015632,0.003465
2632,2.632,0.006269,-0.009780,0.002321,0.007577,0.000144,-0.011060,-0.009190,0.003197
2633,2.633,0.014052,-0.012986,0.000648,0.010392,-0.008612,-0.016770,-0.008339,0.003596
2634,2.634,-0.003028,-0.016013,-0.003403,0.013024,-0.011792,-0.015191,0.001638,0.003821
2635,2.635,0.004256,-0.009576,-0.001883,0.013778,-0.027486,-0.004624,0.002994,0.005040
2636,2.636,-0.002332,-0.005339,-0.001540,0.014506,-0.056706,0.010531,-0.000705,0.003884
2637,2.637,0.003771,-0.004662,0.000496,0.006247,-0.060552,0.004374,-0.008465,0.006781
2638,2.638,-0.001798,-0.003989,0.000171,0.005251,-0.042413,0.017339,-0.001178,0.012545
2639,2.639,-0.000079,-0.000955,-0.001507,-0.004194,-0.019367,-0.008053,-0.002003,0.025414
2640,2.640,-0.004624,-0.000454,-0.000465,-0.015502,0.007740,-0.062680,0.003941,0.023567
2641,2.641,-0.000532,0.001058,-0.000271,-0.032394,0.025893,-0.070445,0.004651,0.025287
2642,2.642,0.005757,0.001389,0.002132,-0.021215,0.035767,-0.034895,0.004015,0.020759
2643,2.643,0.001396,0.002738,0.002331,-0.010884,0.044971,0.015552,0.007269,0.013503
2644,2.644,0.000419,-0.000142,-0.002712,-0.008853,0.042158,0.034906,0.007828,-0.007300
2645,2.645,0.001480,0.004923,0.002231,-0.003276,0.050324,0.040747,0.016668,-0.016104
2646,2.646,-0.003032,0.002882,0.008019,0.001788,0.052762,0.024936,0.020431,-0.035234
2647,2.647,-0.003821,0.001175,-0.003446,-0.002802,0.055050,0.039414,0.014894,-0.032902
2648,2.648,-0.004427,0.004039,-0.001715,-0.001490,0.032644,0.035123,0.017963,-0.035150
2649,2.649,-0.000805,0.004531,-0.003199,0.002169,0.017833,0.023408,0.017117,-0.033167
2650,2.650,-0.002422,0.004847,-0.007221,-0.001108,-0.001218,-0.001832,0.016262,-0.031365
2651,2.651,-0.005199,-0.000760,-0.008362,-0.000162,-0.008450,0.001524,0.009309,-0.029745
2652,2.652,0.002667,-0.001470,-0.011541,-0.008693,-0.006206,0.004544,0.008436,-0.022203
2653,2.653,0.001751,-0.000821,-0.008458,-0.016549,-0.004148,0.023791,0.012640,-0.020911
2654,2.654,0.000836,0.003393,-0.005712,-0.017658,-0.005985,0.051155,0.011938,-0.024686
2655,2.655,0.007366,0.000490,-0.003135,-0.018603,-0.000883,0.054831,0.001248,-0.030308
2656,2.656,0.011699,0.004015,-0.005287,-0.021239,-0.008449,0.038546,-0.003357,-0.025094
2657,2.657,0.006563,-0.002097,0.002531,-0.012882,-0.012459,0.029876,-0.007440,-0.014799
2658,2.658,0.005998,-0.006342,0.001560,-0.007415,-0.016123,0.021905,-0.006277,-0.013475
2659,2.659,0.005605,-0.010082,0.004315,-0.010578,-0.019262,0.014779,-0.005295,-0.004729
2660,2.660,0.008598,-0.005191,0.005196,-0.021039,-0.020190,-0.000640,-0.002288,0.005552
2661,2.661,0.005161,-0.003519,0.007438,-0.000378,-0.015531,0.005598,-0.001469,0.006863
2662,2.662,0.003071,-0.003026,0.008150,0.008290,-0.009519,0.007623,-0.004033,0.013054
2663,2.663,0.001145,-0.003552,0.008697,0.016278,-0.002519,-0.000649,-0.000339,0.016192
2664,2.664,0.005481,-0.001369,0.008227,0.023419,0.002097,-0.005030,-0.008171,0.013060
2665,2.665,0.003904,-0.005276,0.000484,0.025485,0.002961,-0.003469,-0.002969,0.013786
2666,2.666,-0.000716,0.001472,-0.005056,0.015213,0.003632,-0.006973,-0.007597,0.004192
2667,2.667,0.002434,-0.001249,-0.001973,0.002077,0.001556,-0.007798,-0.006810,0.002904
2668,2.668,0.002041,-0.002112,0.004483,-0.006492,0.004544,-0.008635,-0.007546,0.001785
2669,2.669,0.008946,0.001600,0.000284,-0.014227,0.000426,-0.009311,-0.004049,0.008974
2670,2.670,-0.001258,0.006486,-0.003412,-0.015705,-0.007397,-0.010007,-0.003608,0.011614
2671,2.671,0.000209,0.005955,-0.008296,-0.017024,-0.015219,-0.021383,-0.006532,0.012401
2672,2.672,-0.003408,0.001881,-0.002516,-0.011572,-0.016258,-0.036497,-0.008115,0.016055
2673,2.673,-0.004330,0.001353,-0.001817,-0.008662,-0.013543,-0.038450,-0.006987,0.017999
2674,2.674,-0.005257,0.003528,0.007517,-0.009656,-0.014337,-0.029092,-0.008242,0.022124
2675,2.675,-0.004332,-0.002089,0.006348,-0.000333,-0.009020,-0.020585,-0.012541,0.023696
2676,2.676,-0.006799,-0.001444,0.003152,0.005774,-0.012521,-0.015944,-0.010916,0.022050
2677,2.677,-0.006064,-0.002153,0.002147,0.006623,-0.010803,-0.033963,-0.008434,0.018907
2678,2.678,-0.008031,-0.007942,0.001298,0.003415,-0.009070,-0.016607,-0.009672,0.012390
2679,2.679,0.000297,-0.004256,0.000453,-0.003174,-0.007530,-0.014296,-0.004987,0.009610
2680,2.680,-0.005248,-0.000731,-0.003263,-0.014481,-0.006324,-0.004029,-0.006722,0.007018
2681,2.681,-0.002182,-0.002449,-0.006815,-0.007002,-0.007477,0.009094,-0.003896,0.003257
2682,2.682,-0.001325,-0.002979,-0.001070,-0.000201,-0.002348,0.007544,-0.000388,0.002555
2683,2.683,-0.002170,0.001717,0.004170,0.008450,-0.000259,0.003187,-0.002624,0.008281
2684,2.684,-0.002846,0.002194,-0.000740,0.018627,-0.001926,-0.003507,-0.008255,0.006069
2685,2.685,-0.004909,0.005036,0.002302,0.022563,0.000935,-0.002120,-0.003052,0.002523
2686,2.686,-0.001902,0.006542,0.000602,0.023619,0.008637,-0.000960,0.003326,-0.001678
2687,2.687,-0.006009,0.006870,0.001097,0.017905,0.011719,-0.012385,-0.002653,-0.010450
2688,2.688,-0.002501,0.006528,-0.005847,0.012540,0.016802,-0.010822,-0.000507,-0.014139
2689,2.689,-0.007637,0.002291,-0.002806,0.007873,0.008197,-0.001145,0.000119,-0.024424
2690,2.690,-0.002799,0.000587,-0.007390,0.005229,0.004839,0.002557,0.001771,-0.028439
2691,2.691,-0.003387,-0.001968,-0.003189,0.001402,0.003688,0.001468,0.005809,-0.011996
2692,2.692,-0.001772,-0.000798,0.000516,0.003353,0.004397,-0.014370,0.003240,-0.005369
2693,2.693,-0.005411,0.003936,-0.000179,0.004987,0.012033,-0.021050,0.005426,0.000742
2694,2.694,-0.007706,0.003427,-0.000713,0.004420,-0.001819,-0.010949,0.005765,0.002606
2695,2.695,-0.003920,0.001719,-0.000234,0.006884,-0.011275,-0.005409,0.003908,0.011048
2696,2.696,-0.006565,-0.000820,0.000254,0.012930,-0.009724,-0.003777,0.009164,0.012559
2697,2.697,-0.006340,0.001373,0.002452,0.018847,0.000788,-0.011487,0.017635,0.005596
2698,2.698,-0.006807,0.001709,0.000407,0.011928,0.010274,-0.010218,0.023218,0.006779
2699,2.699,-0.012686,0.004254,-0.002140,0.007397,0.018881,-0.004013,0.024235,0.007814
2700,2.700,-0.003347,0.005270,-0.000461,0.003219,0.017668,0.003768,0.023386,0.006842
2701,2.701,-0.007212,0.000207,-0.000820,0.001085,0.018474,0.015254,0.017462,0.000487
2702,2.702,-0.008370,-0.004691,-0.003880,0.006070,0.011846,0.016751,0.012196,-0.003657
2703,2.703,-0.003264,0.002254,-0.001864,0.000389,0.017568,0.018038,0.014197,-0.008803
2704,2.704,-0.000706,0.003111,-0.007628,-0.008003,0.012148,0.016736,0.008436,-0.010719
2705,2.705,-0.000009,-0.001104,-0.001721,-0.015715,0.009950,0.017610,-0.003087,-0.012279
2706,2.706,-0.002352,-0.004811,-0.006980,-0.012596,0.010311,0.005963,-0.008191,-0.008073
2707,2.707,-0.003176,-0.005476,-0.009015,-0.009792,0.006111,0.004252,-0.003644,-0.003170
2708,2.708,-0.002822,-0.005976,-0.000726,0.003179,0.001236,0.002664,-0.002310,-0.012458
2709,2.709,-0.001284,-0.001902,-0.001749,0.001433,-0.003127,0.006105,-0.011101,-0.013622
2710,2.710,0.001092,-0.005446,0.003498,-0.003536,-0.009692,0.006818,-0.012107,-0.004637
2711,2.711,0.003124,-0.001204,0.004350,0.001146,-0.010660,-0.000734,-0.011071,-0.001228
2712,2.712,0.002623,-0.000676,0.005193,0.005356,-0.016004,-0.000113,0.002994,-0.000029
2713,2.713,-0.001779,-0.001161,0.004508,0.006710,-0.009648,-0.011463,-0.007136,0.014191
2714,2.714,-0.002461,0.000052,0.002477,-0.000890,-0.008851,-0.019259,-0.001540,0.016387
2715,2.715,0.005156,-0.002788,0.000777,-0.010184,-0.001925,-0.004233,-0.006612,0.010950
2716,2.716,0.001783,-0.000223,0.009556,-0.011203,-0.006469,0.001647,-0.008127,0.006019
2717,2.717,-0.014106,-0.003414,0.000743,-0.000720,-0.005599,0.007000,-0.009469,-0.004520
2718,2.718,0.006037,0.003036,0.003946,-0.001899,-0.009309,0.018628,-0.005739,-0.014058
2719,2.719,0.003181,0.005762,0.000893,-0.000562,-0.005756,0.026030,-0.013507,-0.010239
2720,2.720,0.005404,-0.001984,-0.001829,-0.006006,-0.015241,0.024468,-0.010449,0.000172
2721,2.721,0.011855,0.001095,-0.001010,-0.004857,-0.033358,0.030484,-0.011271,0.015485
2722,2.722,0.009691,0.001988,-0.004755,-0.002033,-0.055707,0.024687,-0.001774,0.025722
2723,2.723,0.007691,0.009800,0.003009,-0.002747,-0.064513,0.021500,-0.002932,0.031388
2724,2.724,0.009240,0.006791,-0.000051,-0.001938,-0.045382,0.009237,0.000306,0.029781
2725,2.725,0.010627,0.004117,0.000797,0.008849,-0.018123,0.000710,0.003389,0.006853
2726,2.726,0.003575,0.001606,0.005026,0.004414,-0.014525,-0.010026,0.007995,0.003711
2727,2.727,0.009728,0.002323,0.002814,0.003189,0.008534,-0.017028,0.008899,-0.005039
2728,2.728,0.004041,-0.004057,-0.002100,-0.000415,0.011479,-0.028347,0.006768,-0.013143
2729,2.729,0.004953,-0.006563,0.002125,-0.001312,0.008851,-0.020681,0.013265,-0.020430
2730,2.730,0.007586,-0.010251,0.003812,0.001854,-0.008319,-0.041453,0.009120,-0.022652
2731,2.731,0.008355,0.000441,0.003296,0.010421,-0.010431,-0.086451,0.007003,-0.016608
2732,2.732,0.004567,-0.004092,0.001100,0.009529,0.008097,-0.092907,0.014871,-0.018511
2733,2.733,0.009413,0.000007,-0.002774,0.000181,0.030524,-0.052014,0.011912,-0.023623
2734,2.734,0.009868,-0.003666,0.001989,0.004029,0.057688,-0.004022,0.014688,-0.028221
2735,2.735,0.004584,-0.002590,0.003714,0.007373,0.068608,0.041098,0.013917,-0.018594
2736,2.736,0.000991,-0.003543,0.000863,-0.001980,0.078519,0.046805,0.004011,-0.014894
2737,2.737,0.002652,0.001081,-0.002672,-0.010671,0.069834,0.041499,0.005451,-0.007144
2738,2.738,0.003128,0.007048,0.004276,-0.005005,0.067250,0.046162,-0.003262,-0.004139
2739,2.739,0.002605,0.009291,0.009525,-0.003931,0.060114,0.041716,-0.010962,0.002244
2740,2.740,-0.001631,0.007311,0.001084,-0.017923,0.049090,0.053543,-0.003625,0.006431
2741,2.741,0.002423,-0.000939,0.002110,-0.011797,0.039084,0.049992,-0.015738,0.008581
2742,2.742,0.000905,0.000107,0.005169,0.004977,0.026199,0.040201,-0.020741,0.016324
2743,2.743,0.000576,0.007411,0.002487,0.020554,0.007725,0.025349,-0.019157,0.017298
2744,2.744,-0.001941,0.000348,-0.001547,0.007355,-0.008540,0.019472,-0.016563,0.014047
2745,2.745,-0.003941,0.001232,-0.010998,-0.011102,-0.015684,0.016827,-0.015160,0.018580
2746,2.746,0.001854,-0.001270,-0.007255,-0.018403,-0.017767,-0.000352,-0.008853,0.010771
2747,2.747,-0.002334,-0.004957,-0.008250,-0.020629,-0.015624,-0.033940,-0.007792,0.003474
2748,2.748,0.001440,-0.000017,-0.005182,-0.018629,-0.021096,-0.077522,-0.004695,-0.001118
2749,2.749,0.002177,-0.005735,-0.000593,-0.020526,-0.022690,-0.071699,-0.005488,-0.010615
2750,2.750,-0.001988,-0.005025,-0.003099,-0.018874,-0.027140,-0.055723,0.004028,-0.006914
2751,2.751,-0.003598,-0.004314,-0.003749,-0.008246,-0.020058,-0.021802,0.007784,-0.003733
2752,2.752,0.000032,-0.002593,-0.000165,-0.001311,-0.026177,0.018050,-0.002516,-0.006834
2753,2.753,-0.002936,-0.000885,0.002912,0.004946,-0.025034,0.034048,0.004426,-0.013340
2754,2.754,-0.004871,-0.001378,0.004624,0.008139,-0.027976,0.019772,0.005612,-0.017649
2755,2.755,-0.002916,0.002861,-0.002130,-0.001383,-0.027060,0.024279,0.000024,-0.018391
2756,2.756,-0.004506,0.002353,-0.001262,-0.000249,-0.021098,0.036242,0.001013,-0.017762
2757,2.757,-0.006114,-0.002387,0.002979,0.007502,-0.015812,0.047186,-0.009336,-0.013561
2758,2.758,-0.001790,0.001849,-0.003940,0.014771,-0.006472,0.044091,-0.005295,-0.004780
2759,2.759,0.001372,0.003560,-0.004766,0.006310,-0.007632,0.011224,-0.006504,-0.003607
2760,2.760,-0.003773,0.001036,0.001170,-0.001481,-0.010817,-0.019431,-0.003322,0.001976
2761,2.761,0.001229,0.000712,0.003390,-0.006727,-0.016039,-0.039269,0.001888,0.005034
