Frame,Time,RightBicepsBrachiiCaputBrevis,RightTricepsBrachiiCaputLongus,LeftBicepsBrachiiCaputBrevis,LeftTricepsBrachiiCaputLongus,RightTrapeziusDescendens,LeftTrapeziusDescendens,RightLatissimusDorsi,LeftLatissimusDorsi
10496,10.496,-0.424753,-0.101807,0.005412,0.038112,0.293175,-0.028556,0.460904,0.007516
10497,10.497,-0.412713,-0.091755,0.007609,0.007847,0.255571,0.015050,0.215905,0.014719
10498,10.498,-0.402124,-0.013533,0.005565,0.074934,0.198227,0.007540,-0.012321,0.016870
10499,10.499,-0.423994,0.059827,0.007416,0.067053,0.104615,-0.070669,-0.279434,0.022886
10500,10.500,-0.430022,0.088614,-0.001064,0.044422,-0.008778,-0.039577,-0.458636,0.020973
10501,10.501,-0.448416,0.080331,0.015835,0.037966,-0.115571,0.007679,-0.359196,0.015826
10502,10.502,-0.430211,0.057349,0.036100,0.045074,-0.129064,0.033576,-0.209507,0.014224
10503,10.503,-0.445419,0.008047,-0.005034,-0.042381,-0.141225,0.057116,-0.073462,0.004510
10504,10.504,-0.469105,-0.049847,-0.022459,-0.004034,-0.106398,0.050132,0.099338,-0.014506
10505,10.505,-0.455694,-0.041704,-0.027706,0.077053,-0.095788,0.043881,0.256503,-0.022711
10506,10.506,-0.419786,-0.062775,-0.032466,0.046370,-0.066975,0.073292,0.358531,-0.025157
10507,10.507,-0.454294,-0.081806,-0.001702,0.037209,-0.057968,0.110549,0.266430,-0.031825
10508,10.508,-0.521650,-0.098906,-0.005610,-0.040190,-0.034339,0.086314,0.115519,-0.025817
10509,10.509,-0.476085,-0.093328,0.012452,-0.050301,-0.026931,0.037566,-0.067091,-0.027754
10510,10.510,-0.435356,-0.029803,0.035382,-0.040603,-0.032913,0.030832,-0.238795,-0.005837
10511,10.511,-0.399169,-0.003429,0.044114,-0.031651,-0.038208,0.036320,-0.305234,-0.008787
10512,10.512,-0.366831,0.004862,0.035927,-0.070426,-0.032414,-0.001082,-0.284292,-0.022561
10513,10.513,-0.299077,-0.016040,0.003544,-0.063222,-0.026961,-0.025634,-0.228316,-0.000298
10514,10.514,-0.236570,0.003510,-0.027332,-0.095536,-0.030620,-0.012869,-0.177778,-0.003224
10515,10.515,-0.180045,0.032864,-0.015598,-0.148599,-0.041865,-0.001344,-0.071128,0.004868
10516,10.516,-0.129339,0.070117,-0.012226,-0.084506,-0.045061,0.009160,-0.030201,0.007197
10517,10.517,-0.026606,0.074946,-0.035485,-0.058610,-0.048079,-0.007675,-0.018733,-0.004007
10518,10.518,0.076475,0.123662,-0.056586,-0.050906,-0.050940,-0.005395,-0.054535,-0.002022
10519,10.519,0.169648,0.156223,-0.043199,-0.072404,-0.048305,-0.008832,-0.045602,-0.015072
10520,10.520,0.212656,0.202635,-0.016669,-0.061527,-0.031725,-0.037750,-0.133634,0.005874
10521,10.521,0.245870,0.138610,0.010165,-0.029717,-0.029074,-0.071037,-0.182144,0.004151
10522,10.522,0.252506,0.027052,-0.001045,-0.083282,-0.030237,-0.094099,-0.208790,0.027142
10523,10.523,0.257709,-0.048832,-0.004603,-0.148122,-0.026891,-0.115188,-0.170026,0.036944
10524,10.524,0.337923,-0.062075,-0.002059,-0.157624,-0.020083,-0.170922,-0.120409,-0.002139
10525,10.525,0.459091,-0.074019,0.022337,-0.119425,-0.024409,-0.211082,-0.023371,0.013761
10526,10.526,0.571378,-0.084931,0.065034,-0.013549,-0.004242,-0.162427,0.185193,0.047590
10527,10.527,0.581111,-0.074108,0.047351,-0.060262,0.020341,-0.170021,0.393743,0.016805
10528,10.528,0.589513,0.011631,0.031227,-0.075008,0.023329,-0.259329,0.475015,0.012915
10529,10.529,0.596582,0.069373,0.035812,-0.063233,0.025731,-0.450010,0.548901,0.023762
10530,10.530,0.579499,0.079902,0.048829,-0.052340,0.000391,-0.424211,0.526765,0.046798
10531,10.531,0.500816,0.070725,0.052454,-0.021813,-0.016785,-0.351630,0.425355,0.043970
10532,10.532,0.428418,0.062579,0.041222,-0.013078,-0.008719,-0.195852,0.259106,0.035880
10533,10.533,0.378804,0.024079,0.017765,0.029105,-0.001149,-0.176440,0.102758,0.038292
10534,10.534,0.364210,-0.081893,-0.009784,0.051324,-0.008826,-0.047684,-0.039113,0.036134
10535,10.535,0.349971,-0.096080,-0.028367,0.028876,-0.015820,0.136559,-0.131590,0.030087
10536,10.536,0.284269,-0.108821,-0.051880,-0.004541,-0.038718,0.308034,-0.216025,0.032018
10537,10.537,0.222084,-0.120214,-0.049514,-0.046574,-0.059788,0.374207,-0.354058,0.013491
10538,10.538,0.207390,-0.084624,-0.014312,-0.042443,-0.035322,0.393396,-0.446910,-0.008751
10539,10.539,0.141402,-0.094029,-0.000385,-0.048274,-0.012584,0.299723,-0.430106,-0.017479
10540,10.540,0.063465,-0.083857,-0.031572,-0.062509,-0.015806,0.281917,-0.475499,-0.036497
10541,10.541,0.008899,-0.109092,-0.051873,-0.075362,-0.002483,0.173825,-0.488509,-0.038767
10542,10.542,-0.006795,-0.085122,-0.041333,-0.043593,0.014421,0.047713,-0.449630,-0.049863
10543,10.543,0.009531,-0.020446,-0.038323,-0.004817,0.007525,-0.003510,-0.390733,-0.047730
10544,10.544,0.023845,-0.011216,-0.035594,-0.032320,0.005181,-0.019454,-0.316506,-0.045784
10545,10.545,0.075288,0.059877,-0.027599,0.000504,0.002966,0.049430,-0.229983,-0.040635
10546,10.546,0.107570,0.051045,-0.020388,0.065607,-0.022891,0.137069,-0.102697,-0.039013
10547,10.547,0.093721,0.094789,-0.018197,0.092939,-0.070882,0.170903,0.082759,-0.026406
10548,10.548,0.028526,0.103232,-0.020181,0.100505,-0.052351,0.201481,0.255103,-0.017825
10549,10.549,-0.080274,0.068541,-0.029409,0.107318,-0.035775,0.191557,0.321823,-0.003787
10550,10.550,-0.212709,0.024212,-0.027607,0.070886,-0.084748,0.078958,0.422657,-0.001780
10551,10.551,-0.337945,-0.028015,-0.028987,0.050799,-0.053414,-0.059016,0.366111,0.000061
10552,10.552,-0.391505,-0.048815,-0.013581,0.032624,-0.001445,-0.040698,0.348403,0.001695
10553,10.553,-0.385439,0.022767,0.005094,0.037246,0.033177,-0.091174,0.301820,0.005809
10554,10.554,-0.330222,0.127483,0.017676,0.070468,-0.026035,-0.075972,0.231726,0.007060
10555,10.555,-0.188646,0.141552,0.033494,0.100721,-0.003454,-0.034305,0.117715,0.006085
10556,10.556,-0.094953,0.104001,0.035811,0.112153,0.059989,-0.021580,0.041073,0.013430
10557,10.557,-0.010393,0.092737,0.038001,0.093706,0.033566,0.013445,-0.028553,0.010776
10558,10.558,0.065686,0.020120,0.043471,0.043875,-0.052991,0.066636,-0.091793,0.011649
10559,10.559,0.042366,-0.045831,0.030015,-0.020492,-0.041867,0.077443,-0.149584,0.004773
10560,10.560,-0.118719,-0.105791,0.032322,0.005220,-0.073318,0.052267,-0.097923,0.004008
10561,10.561,-0.269265,-0.081953,0.037870,0.106986,-0.139915,0.075810,-0.013095,-0.005414
10562,10.562,-0.370248,-0.017354,0.033778,0.120898,-0.114228,0.040133,0.158758,-0.009104
10563,10.563,-0.463040,0.060701,0.043931,0.184118,0.003050,-0.031469,0.379841,-0.014670
10564,10.564,-0.517772,0.071320,0.063363,0.103830,0.154401,-0.022612,0.349446,-0.007339
10565,10.565,-0.512956,0.043174,0.077517,0.052035,0.215324,0.002597,0.375959,-0.004548
10566,10.566,-0.509714,0.017506,0.080356,0.061872,0.270873,0.025349,0.350997,0.003310
10567,10.567,-0.461744,-0.005765,0.074260,0.088273,0.254225,0.032085,0.283374,-0.001901
10568,10.568,-0.398512,-0.069876,0.068689,0.112240,0.147311,0.038373,0.181280,0.004578
10569,10.569,-0.360952,-0.147530,0.048744,0.162677,-0.060987,0.044262,-0.059821,0.005469
10570,10.570,-0.241519,-0.074632,0.019186,0.169871,-0.507821,0.049744,-0.289794,-0.001440
10571,10.571,-0.196135,-0.027203,-0.016245,0.106117,-0.571214,0.045242,-0.438962,-0.002255
10572,10.572,-0.223133,-0.053090,-0.029983,0.063957,-0.396409,0.005639,-0.357710,-0.003092
10573,10.573,-0.218292,-0.045496,-0.051323,-0.005601,-0.026254,-0.031336,-0.234287,-0.005235
10574,10.574,-0.242815,-0.081233,-0.054545,-0.033006,0.310552,-0.045315,-0.166582,-0.004526
10575,10.575,-0.266011,-0.036260,-0.043052,-0.023262,0.442018,-0.040436,-0.104851,-0.004015
10576,10.576,-0.334349,0.051681,-0.045604,-0.061151,0.403118,-0.051749,-0.122299,0.002414
10577,10.577,-0.355716,0.063961,-0.072031,-0.138178,0.440184,-0.054711,-0.171567,-0.007079
10578,10.578,-0.319533,0.052146,-0.053305,-0.209774,0.408639,-0.044213,-0.246876,-0.005923
10579,10.579,-0.235824,0.020722,-0.003164,-0.217903,0.379998,-0.052333,-0.259806,-0.009160
10580,10.580,-0.082656,-0.008004,0.075730,-0.138811,0.299624,-0.054387,-0.296855,0.006569
10581,10.581,0.153117,-0.034278,0.086576,-0.043454,0.177118,-0.041237,-0.261988,0.004344
10582,10.582,0.306586,-0.105314,0.096515,0.021063,0.065591,-0.029037,-0.105380,0.006326
10583,10.583,0.505052,-0.172188,0.088330,-0.012014,0.005050,-0.025730,0.230687,0.008141
10584,10.584,0.576435,-0.129618,0.080962,-0.000231,-0.013072,-0.037472,0.566837,-0.003762
10585,10.585,0.591330,-0.059721,0.060018,-0.008309,-0.063155,-0.030990,0.522947,-0.008421
10586,10.586,0.470005,-0.050890,0.028049,-0.032871,-0.078097,-0.027892,0.483065,-0.004457
10587,10.587,0.359206,0.043318,0.010947,-0.054958,-0.091684,-0.033183,0.230255,0.011848
10588,10.588,0.146650,0.156197,-0.004612,-0.060851,-0.103856,-0.030451,-0.000066,-0.003854
10589,10.589,0.002586,0.140194,-0.018644,-0.040388,-0.137908,-0.011967,-0.209405,0.002078
10590,10.590,-0.079309,0.069891,-0.031505,-0.009977,-0.127062,-0.018050,-0.399844,0.029837
10591,10.591,-0.109204,0.031413,-0.051163,-0.024694,-0.117013,-0.023575,-0.523768,0.017849
10592,10.592,-0.095819,-0.026803,-0.061717,-0.009125,-0.107570,-0.036892,-0.457249,0.021277
10593,10.593,-0.083471,-0.037734,-0.058246,0.013990,-0.098762,-0.034284,-0.315381,0.017945
10594,10.594,-0.105240,-0.104628,-0.066795,0.035071,-0.104857,-0.028537,-0.185945,-0.002973
10595,10.595,-0.032658,-0.044810,-0.074689,0.025264,-0.097541,-0.026358,-0.101799,0.010618
10596,10.596,0.089777,-0.053128,-0.081749,0.009835,-0.067574,-0.046468,0.005370,-0.011801
10597,10.597,0.205839,-0.103521,-0.074962,0.007926,-0.061862,-0.072794,0.130576,-0.038948
10598,10.598,0.373696,-0.059056,-0.068713,-0.015893,-0.066243,-0.068536,0.248423,-0.020883
10599,10.599,0.486385,0.016642,-0.066707,-0.064704,-0.079141,-0.097663,0.325016,-0.024112
10600,10.600,0.549116,0.109747,-0.054728,-0.056954,-0.090715,-0.108956,0.339123,-0.003290
10601,10.601,0.533683,0.146703,-0.056156,-0.088714,-0.086941,-0.075733,0.276413,0.026854
10602,10.602,0.487418,0.088390,-0.052043,-0.082526,-0.063685,-0.044682,0.219153,0.006931
10603,10.603,0.446868,0.118691,-0.045762,-0.045025,-0.042559,-0.056254,0.125093,0.010544
10604,10.604,0.383878,0.108509,-0.037943,-0.030432,-0.044900,-0.110679,0.061513,-0.012397
10605,10.605,0.328514,0.030184,-0.036842,-0.043451,-0.061814,-0.227825,0.003110,0.002562
10606,10.606,0.256923,-0.022667,-0.034090,-0.047243,-0.063684,-0.479891,-0.070897,0.016323
10607,10.607,0.235867,-0.070839,-0.024591,-0.036390,-0.049113,-0.515591,-0.081409,-0.000901
10608,10.608,0.256461,-0.097540,-0.013233,-0.026605,-0.035796,-0.022966,-0.056390,-0.012049
10609,10.609,0.294531,-0.090594,-0.002592,-0.017945,-0.023752,0.328924,-0.002298,0.018576
10610,10.610,0.346817,-0.070121,0.009842,-0.020906,-0.040472,0.521085,0.075867,0.023010
10611,10.611,0.439149,-0.025862,-0.008918,-0.028491,-0.038132,0.579359,0.128255,0.019151
10612,10.612,0.464460,0.014211,0.003244,-0.026530,-0.036050,0.632355,0.138423,0.001072
10613,10.613,0.471027,0.018764,0.023323,-0.020748,-0.041538,0.584458,0.130691,-0.021916
10614,10.614,0.496737,0.042370,0.031185,-0.011811,-0.026136,0.453571,0.108358,-0.013073
10615,10.615,0.538196,0.107990,0.023619,-0.003903,-0.007447,0.255171,0.130430,0.011699
10616,10.616,0.507705,0.097988,0.012151,0.003088,-0.009582,0.074876,0.085624,-0.011238
10617,10.617,0.469651,0.071550,0.013843,0.006522,-0.038664,-0.089178,0.020991,-0.008289
10618,10.618,0.451870,0.031912,0.019049,0.004697,-0.082582,-0.118929,-0.057093,-0.005514
10619,10.619,0.381562,-0.046988,0.013586,-0.003752,-0.088454,-0.091841,-0.151677,0.001824
10620,10.620,0.341496,-0.078697,0.008610,-0.011704,-0.040769,-0.018062,-0.240927,0.008464
10621,10.621,0.296412,-0.043835,-0.000250,-0.001093,0.021779,-0.055258,-0.311733,-0.016357
10622,10.622,0.355303,-0.072694,-0.007644,-0.004609,0.066284,-0.122410,-0.370757,-0.002116
10623,10.623,0.307306,-0.081738,0.000651,-0.018350,0.071635,-0.142741,-0.424409,-0.011395
10624,10.624,0.361041,-0.074262,0.017233,0.008623,-0.008395,-0.124355,-0.378464,-0.002896
10625,10.625,0.447012,-0.039032,0.043973,0.027669,-0.180687,-0.074003,-0.302245,0.020143
10626,10.626,0.418143,0.018990,0.025387,0.008630,-0.254219,-0.089283,-0.188916,-0.002835
10627,10.627,0.337261,0.041978,0.034717,0.004460,-0.097359,-0.075471,-0.052356,-0.011609
10628,10.628,0.225573,0.048719,0.025443,-0.029503,0.126397,-0.088041,0.076454,-0.019704
10629,10.629,-0.026051,0.067677,0.044118,-0.017245,0.215552,-0.076573,0.160303,0.002639
10630,10.630,-0.039436,0.084836,0.061002,0.041995,0.296476,-0.107742,0.145251,0.005539
10631,10.631,-0.265619,0.079438,0.045110,0.032712,0.320584,-0.117270,0.104220,-0.008097
10632,10.632,-0.272296,0.026007,0.030545,0.024412,0.297680,-0.074193,0.041967,-0.000728
10633,10.633,-0.157130,0.004590,0.028346,0.059496,0.236066,-0.066468,0.031428,0.010523
10634,10.634,-0.104624,-0.001846,0.026288,0.065491,0.216853,-0.087837,0.042995,0.004535
10635,10.635,-0.006100,0.027517,0.018269,0.059317,0.165655,-0.081463,0.110821,0.006510
10636,10.636,0.085064,0.086381,0.002619,0.042983,0.088364,-0.052214,0.189877,0.015078
10637,10.637,0.169124,0.078793,0.012320,0.047292,0.018013,-0.025592,0.285016,0.013678
10638,10.638,0.172952,0.057722,0.013730,0.042482,-0.020510,-0.020616,0.349131,0.009769
10639,10.639,0.110325,0.038760,0.001466,-0.010014,-0.055755,-0.015577,0.315496,0.001109
10640,10.640,0.054471,-0.013931,0.002542,-0.031718,-0.192112,-0.011255,0.243345,-0.004335
10641,10.641,-0.050959,-0.049297,0.009007,0.013084,-0.285215,-0.014643,0.139626,-0.003154
10642,10.642,-0.250866,-0.029890,0.004832,0.006988,-0.235245,-0.004884,0.042950,0.005468
10643,10.643,-0.441480,-0.035535,0.007656,0.022592,-0.128456,-0.008130,-0.019468,0.015955
10644,10.644,-0.559954,-0.030167,0.004254,0.027082,-0.003504,-0.005994,0.038863,0.012055
10645,10.645,-0.617726,0.023194,0.006647,0.022472,0.114035,-0.009147,0.133662,0.013369
10646,10.646,-0.759597,0.044665,0.008908,0.034117,0.129111,-0.003458,0.122134,-0.003590
10647,10.647,-0.847371,0.051285,-0.002848,0.052030,0.142855,0.009906,0.111741,-0.005843
10648,10.648,-0.890074,0.010540,-0.018271,0.055087,0.130211,0.022113,-0.022739,-0.012351
10649,10.649,-0.928771,-0.037231,-0.004226,0.027866,0.095575,0.016291,-0.151113,-0.018345
10650,10.650,-0.902994,-0.043311,0.004917,0.031231,0.064314,0.020118,-0.166703,-0.016393
10651,10.651,-0.824115,-0.025478,0.013220,0.060833,0.016841,0.026351,0.033257,-0.024763
10652,10.652,-0.778365,-0.051626,-0.009940,0.048836,-0.026295,0.034481,0.115301,-0.020067
10653,10.653,-0.691235,-0.017485,-0.053030,0.030632,-0.065140,0.021325,0.239112,-0.018639
10654,10.654,-0.592197,0.013611,-0.035677,0.033798,-0.057341,-0.001314,0.217243,-0.007232
10655,10.655,-0.525496,0.009968,-0.040975,0.018882,-0.062888,0.000942,0.075283,0.015852
10656,10.656,-0.442970,-0.000729,-0.055441,-0.016826,-0.056166,-0.002405,-0.091172,0.019168
10657,10.657,-0.411462,-0.030446,-0.042337,-0.021573,-0.060610,0.004096,-0.292765,0.022158
10658,10.658,-0.422181,-0.042256,-0.022423,-0.017150,-0.055263,0.009990,-0.482417,-0.002462
10659,10.659,-0.364597,-0.002128,0.002968,0.002868,-0.041687,0.019899,-0.605606,0.000821
10660,10.660,-0.407943,0.013875,0.006237,-0.029902,-0.021541,0.029193,-0.672809,0.003773
10661,10.661,-0.449100,-0.039257,0.003481,-0.025432,-0.032367,0.027542,-0.571164,0.006572
10662,10.662,-0.475388,-0.046163,0.011655,-0.005366,-0.029335,0.035203,-0.441591,-0.010618
10663,10.663,-0.477987,-0.065222,0.018973,0.012848,-0.026688,0.039439,-0.256515,-0.017196
10664,10.664,-0.524785,-0.059248,0.007858,-0.010011,-0.034949,0.035797,0.014481,-0.007029
10665,10.665,-0.549911,-0.032508,0.005896,-0.030657,-0.032650,0.030000,0.194556,-0.001451
10666,10.666,-0.530977,-0.017898,0.004072,-0.033201,-0.026093,0.022153,0.358060,0.000259
10667,10.667,-0.507872,-0.013301,-0.011162,-0.030692,-0.016015,0.007290,0.386962,0.007848
10668,10.668,-0.468668,-0.009199,-0.021337,-0.028353,0.000651,-0.007893,0.358786,0.020347
10669,10.669,-0.391203,0.016406,-0.045575,-0.030257,0.020863,-0.018142,0.431307,0.011854
10670,10.670,-0.344258,0.033058,-0.022625,-0.035740,0.028970,-0.024085,0.497222,0.019395
10671,10.671,-0.326934,0.024536,0.004398,-0.023806,0.026647,-0.029355,0.557009,0.020666
10672,10.672,-0.251176,-0.016219,0.000762,-0.028269,0.002140,-0.034050,0.500747,0.006706
10673,10.673,-0.156461,-0.010155,0.003930,-0.046261,-0.027291,-0.030928,0.483535,0.012199
10674,10.674,-0.069273,0.070189,0.012688,-0.008956,-0.015113,-0.023624,0.406769,0.013786
10675,10.675,0.007349,0.128072,0.015332,-0.003612,-0.011351,-0.020899,0.197889,0.018241
10676,10.676,0.023652,0.118175,0.008010,-0.008248,-0.014562,-0.020238,-0.071052,0.008517
10677,10.677,0.036058,0.071274,0.005749,-0.030162,-0.035436,-0.019524,-0.396348,0.014638
10678,10.678,0.065438,0.011375,-0.004459,-0.058019,-0.043485,-0.014355,-0.527839,0.004185
10679,10.679,0.089505,-0.058713,0.008457,-0.061549,-0.040954,-0.003793,-0.647190,-0.014035
10680,10.680,0.126013,-0.048788,0.016775,-0.058291,-0.034235,0.006780,-0.611365,-0.031415
10681,10.681,0.172439,-0.074236,-0.003343,-0.049401,-0.007627,0.008125,-0.447326,-0.020372
10682,10.682,0.233410,-0.112902,-0.000846,-0.052027,0.010402,0.001903,-0.358007,-0.026593
10683,10.683,0.312464,-0.091231,0.011306,-0.029634,0.026624,-0.008332,-0.330932,-0.036042
10684,10.684,0.357652,-0.045722,0.004565,-0.008749,0.047142,-0.029038,-0.306370,-0.027701
10685,10.685,0.345931,-0.027933,0.002400,-0.005997,0.060498,-0.073916,-0.239223,-0.026301
10686,10.686,0.356364,0.009677,0.000381,-0.003614,0.062455,-0.170868,-0.218905,-0.030485
10687,10.687,0.259547,0.014843,-0.015002,0.007531,0.041656,-0.379258,-0.200467,-0.024321
10688,10.688,0.226408,0.028407,0.007351,0.038115,0.027384,-0.170430,-0.150126,-0.016630
10689,10.689,0.228711,0.040532,0.028026,0.051267,-0.000422,0.019487,-0.073764,-0.017743
10690,10.690,0.275942,0.037164,0.019802,0.039334,-0.033775,0.142928,0.023378,-0.022374
10691,10.691,0.262350,0.020829,-0.007564,0.028411,-0.074069,0.300032,0.111394,-0.021595
10692,10.692,0.265519,0.017953,-0.004157,0.018556,-0.058582,0.361256,0.168364,-0.016398
10693,10.693,0.282324,0.031654,-0.014086,0.015647,-0.034673,0.417070,0.198786,-0.005793
10694,10.694,0.310388,0.029343,-0.017044,0.007508,-0.021656,0.400621,0.188615,0.004817
10695,10.695,0.321716,0.013869,-0.008981,0.005113,0.014274,0.263235,0.144970,0.000722
10696,10.696,0.318891,0.003877,-0.016320,-0.001513,0.038387,0.171019,0.121301,0.006928
10697,10.697,0.272805,-0.001428,-0.009799,0.000512,0.051472,0.087273,0.113991,0.017181
10698,10.698,0.220240,0.000660,0.008551,0.017284,0.063167,0.041779,0.107316,0.018450
10699,10.699,0.145065,0.005691,0.025717,0.032868,0.052119,0.000531,0.112660,0.029690
10700,10.700,0.104804,0.004755,0.032252,0.026759,0.002259,-0.011624,0.106821,0.012693
10701,10.701,0.110112,0.018988,0.022068,0.021155,-0.104837,-0.022744,0.120558,0.028178
10702,10.702,0.140242,0.017409,0.001606,0.026227,-0.334818,-0.032669,0.133329,0.021975
10703,10.703,0.214316,0.029432,0.004325,0.033816,-0.368053,-0.079647,0.144853,0.001432
10704,10.704,0.315029,0.046532,0.031565,0.026837,-0.338612,-0.105151,0.155577,-0.006751
10705,10.705,0.410280,0.057869,0.035149,0.033053,-0.149103,-0.096995,0.158783,-0.009171
10706,10.706,0.524737,0.047866,0.012198,0.025209,0.023241,-0.075266,0.167497,0.001935
10707,10.707,0.599173,0.038705,-0.020735,0.017849,0.180087,-0.055490,0.159247,-0.000130
10708,10.708,0.605795,0.013459,-0.033850,0.031801,0.281768,-0.049225,0.151793,0.009124
10709,10.709,0.556537,0.002754,-0.061672,0.017514,0.337218,-0.064631,0.126900,-0.006194
10710,10.710,0.537412,0.006122,-0.021480,-0.003014,0.387593,-0.136897,0.083745,0.003897
10711,10.711,0.474218,0.009171,-0.005489,-0.000379,0.341682,-0.272032,0.019025,0.016893
10712,10.712,0.354753,0.006604,-0.000629,-0.012775,0.216390,-0.289869,-0.023972,0.001579
10713,10.713,0.243835,0.033982,-0.013614,-0.010590,0.132211,-0.205041,0.078242,0.019956
10714,10.714,0.143769,0.016045,-0.001530,-0.004486,0.086388,-0.097175,0.231836,0.012648
10715,10.715,0.028279,0.006412,0.016849,0.012277,0.072635,-0.026934,0.293761,0.019225
10716,10.716,0.012190,-0.032459,0.020340,0.010080,0.035180,0.011453,0.313362,0.013105
10717,10.717,-0.057087,-0.069451,0.029457,0.012115,0.001045,0.023585,0.264161,0.018655
10718,10.718,-0.043317,-0.103070,0.021637,0.017708,-0.050674,0.034707,0.158214,0.037243
10719,10.719,-0.006564,-0.107265,0.004640,0.012661,-0.059829,0.007508,0.006306,0.034869
10720,10.720,0.006924,-0.103170,0.020401,0.005072,-0.119711,-0.016649,-0.216514,0.014560
10721,10.721,0.039336,-0.062924,-0.010030,-0.004542,-0.189373,-0.023042,-0.364630,0.017277
10722,10.722,0.099545,-0.051806,-0.009301,-0.002124,-0.174118,-0.048085,-0.379072,0.013894
10723,10.723,0.130882,-0.046478,0.012965,0.001665,-0.125600,-0.068847,-0.243025,0.016241
10724,10.724,0.207589,-0.041648,0.009415,0.000729,-0.064358,-0.062179,-0.020885,0.000611
10725,10.725,0.186017,-0.028287,-0.001026,-0.004399,-0.024856,-0.044570,0.068606,0.014752
10726,10.726,0.150490,-0.032001,-0.003785,0.000262,-0.003623,-0.018017,0.149688,0.001684
10727,10.727,0.135450,-0.006505,0.017504,-0.002187,0.041131,0.035055,0.075581,-0.013553
10728,10.728,0.123011,-0.003254,0.037063,-0.010588,0.058208,0.070250,-0.081775,0.000650
10729,10.729,0.087213,0.005506,0.039859,-0.016112,0.074062,0.037597,-0.224539,-0.004938
10730,10.730,0.067706,0.002686,0.046916,-0.023329,0.078877,0.043094,-0.280439,-0.010001
10731,10.731,0.029748,0.000213,0.016739,-0.024105,0.056890,0.069588,-0.297390,0.000645
10732,10.732,-0.005151,-0.002125,-0.022578,-0.023179,0.020691,0.084035,-0.282089,-0.014548
10733,10.733,-0.024030,-0.016507,-0.027379,-0.011628,-0.003870,0.079716,-0.212323,-0.016550
10734,10.734,-0.029486,-0.014817,-0.012537,-0.009891,-0.026378,0.083580,-0.174289,-0.014674
10735,10.735,-0.023771,-0.009875,-0.016477,-0.008319,-0.030868,0.087040,-0.116405,-0.029840
10736,10.736,-0.044116,0.012982,-0.012148,-0.006918,-0.027940,0.070461,-0.043035,-0.031770
10737,10.737,0.018403,0.042637,-0.015268,-0.013145,-0.038345,0.055344,-0.033094,-0.026088
10738,10.738,-0.035366,0.078568,-0.031238,-0.014150,-0.059771,0.057749,-0.075763,-0.047961
10739,10.739,-0.016261,0.102651,-0.003694,-0.017174,-0.090457,0.060001,-0.036179,-0.039018
10740,10.740,-0.044637,0.115727,0.014924,-0.021730,-0.151079,0.035324,0.056933,-0.041587
10741,10.741,-0.111997,0.111722,-0.000971,-0.029549,-0.125704,0.038592,0.095279,-0.024197
10742,10.742,-0.194778,0.056960,-0.015395,-0.026568,-0.071530,0.053584,0.061402,-0.017474
10743,10.743,-0.221302,0.033503,-0.023068,-0.018194,-0.022162,0.039928,-0.010911,-0.023428
10744,10.744,-0.198610,0.012096,-0.005406,-0.019325,0.022685,0.032653,-0.057769,-0.006538
10745,10.745,-0.177135,-0.059232,0.010573,-0.026733,0.028120,0.025927,-0.117796,-0.004192
10746,10.746,-0.137846,-0.125697,0.017079,-0.035321,0.033062,0.015448,-0.062948,0.010158
10747,10.747,-0.118640,-0.169023,0.015616,-0.029879,0.047157,0.005713,0.001221,0.015894
10748,10.748,-0.085020,-0.130160,0.014323,-0.018531,0.051254,0.000164,0.096033,0.007603
10749,10.749,-0.010958,-0.066295,0.007115,-0.011066,0.054901,-0.014179,0.158918,0.012328
10750,10.750,0.041770,0.011042,-0.007708,-0.007152,0.065582,-0.020245,0.147023,0.033312
10751,10.751,0.058886,0.062818,-0.013384,-0.003618,0.035676,-0.015621,0.115325,0.012651
10752,10.752,0.018408,0.071987,-0.014875,-0.000616,-0.024520,-0.020610,0.029223,0.010094
10753,10.753,-0.043611,0.080295,-0.002688,0.002209,-0.119735,-0.030591,-0.052019,0.012596
10754,10.754,-0.100842,0.072180,-0.003858,0.008406,-0.132593,-0.049828,-0.063098,0.028267
10755,10.755,-0.135024,0.050547,0.006154,0.009010,-0.121383,-0.091178,-0.073364,0.009904
10756,10.756,-0.165379,0.031002,0.012763,0.017219,-0.069399,-0.085599,-0.065502,0.017238
10757,10.757,-0.164019,0.025061,0.027961,0.020176,-0.003073,-0.059149,-0.042864,0.028474
10758,10.758,-0.175222,0.019672,0.038371,0.022940,0.022977,-0.034996,0.020547,0.006012
10759,10.759,-0.173409,0.005102,0.044180,0.018094,0.062220,-0.065777,0.063054,-0.008861
10760,10.760,-0.150521,-0.008354,0.019002,0.011884,0.083713,-0.101819,0.085753,0.032263
10761,10.761,-0.139326,-0.012551,-0.028152,0.009371,0.077443,-0.174635,0.092217,0.003054
10762,10.762,-0.181902,-0.030967,-0.034349,0.004175,0.001028,-0.164475,0.059218,-0.012800
10763,10.763,-0.208676,-0.028102,-0.051557,-0.005582,-0.051194,-0.098289,-0.006103,-0.008014
10764,10.764,-0.197818,-0.025589,-0.035447,0.001068,-0.117622,-0.055106,-0.015357,0.005276
10765,10.765,-0.273096,-0.028670,-0.049639,0.007050,-0.143500,-0.031493,-0.008202,0.009244
