Frame,Time,RightBicepsbrachiicaputbrevis,RightTricepsbrachiicaputlongus,LeftBicepsbrachiicaputbrevis,LeftTricepsbrachiicaputlongus,RightTrapeziusdescendens,LeftTrapeziusdescendens,RightLatissimusDorsi,LeftLatissimusDorsi,
837,0.837,-0.007768,-0.000312,-0.001408,0.006569,-0.008706,0.009638,-0.011532,-0.010905,
838,0.838,-0.011955,0.007268,-0.001079,0.003676,-0.001803,0.015651,-0.010904,-0.005685,
839,0.839,-0.008211,-0.002234,-0.000743,0.006189,-0.020819,-0.001685,-0.012646,-0.001137,
840,0.840,-0.007539,-0.001084,-0.000409,0.003971,-0.062021,-0.039131,-0.006262,-0.002004,
841,0.841,-0.009253,-0.004339,-0.000081,0.001922,-0.126764,-0.119343,-0.003773,0.001695,
842,0.842,-0.012175,0.000868,-0.000766,0.002246,-0.135508,-0.131021,0.004651,-0.000352,
843,0.843,-0.010710,-0.000018,0.000917,0.001216,-0.096531,-0.100082,0.001398,0.000137,
844,0.844,-0.013818,-0.000905,-0.002817,0.004250,-0.061082,-0.014868,0.004402,0.001808,
845,0.845,-0.011020,-0.003137,-0.002316,0.005257,0.010072,0.019413,0.007065,-0.003956,
846,0.846,-0.008574,-0.005196,0.000715,0.007617,0.038432,0.071249,-0.000775,-0.006165,
847,0.847,-0.004790,-0.002187,0.002731,0.006586,0.081535,0.080440,-0.010295,-0.004149,
848,0.848,-0.009630,-0.006280,0.000865,0.004730,0.089321,0.106026,0.000998,0.000073,
849,0.849,-0.006712,-0.002764,0.001868,0.004082,0.110674,0.113482,-0.003586,0.002934,
850,0.850,-0.002782,-0.003981,0.002196,0.003447,0.104259,0.091841,0.000449,0.004449,
851,0.851,-0.005465,-0.000120,0.004048,0.004849,0.086813,0.046392,0.004164,0.002235,
852,0.852,-0.008651,0.003401,0.001163,0.001848,0.060238,-0.018433,0.005179,-0.000652,
853,0.853,-0.002372,0.002183,0.003686,-0.002830,0.026369,-0.027238,0.006199,-0.000999,
854,0.854,-0.001677,-0.000716,0.001313,-0.001062,-0.004447,-0.019636,0.005339,-0.005578,
855,0.855,0.002394,0.000270,-0.000383,-0.000472,-0.016338,0.001509,0.006169,-0.007280,
856,0.856,-0.003000,-0.002964,-0.001061,0.005361,-0.019945,0.020642,0.003966,-0.003226,
857,0.857,0.001764,-0.000117,0.001307,0.004764,-0.036399,0.014778,-0.000944,0.000312,
858,0.858,0.003308,-0.002673,0.002325,0.004181,-0.069412,-0.054679,-0.000437,-0.000881,
859,0.859,-0.000896,0.002545,0.000466,0.000043,-0.100217,-0.121111,-0.004491,0.000284,
860,0.860,0.002508,0.006250,-0.002918,0.003003,-0.080239,-0.095318,-0.002964,-0.003961,
861,0.861,0.004558,0.004206,0.003174,-0.001654,-0.040129,-0.103158,-0.000751,0.000094,
862,0.862,0.007284,0.001152,0.000638,0.000125,-0.002884,-0.124480,-0.005478,-0.001432,
863,0.863,0.008994,0.005201,-0.000043,-0.001486,0.030981,-0.105188,-0.004969,0.002790,
864,0.864,0.009187,0.001635,0.001991,0.003323,0.044217,-0.064242,-0.000910,0.006857,
865,0.865,0.006020,-0.001414,0.002495,-0.003544,0.056103,0.015758,0.001636,0.007366,
866,0.866,0.007773,0.000609,0.000805,0.002947,0.059685,0.096242,0.005879,0.007715,
867,0.867,0.010034,0.001620,-0.001729,0.000462,0.029903,0.127346,0.005394,0.008917,
868,0.868,0.004869,-0.002939,0.005208,-0.003204,-0.006158,0.117877,0.012193,0.003173,
869,0.869,0.004108,0.002815,-0.000045,0.001766,-0.020541,0.109274,0.014938,0.005722,
870,0.870,0.008267,0.002140,-0.002737,0.004866,-0.007298,0.132661,0.019209,0.002018,
871,0.871,0.007714,0.000110,-0.000193,0.004411,0.004621,0.097214,0.010794,-0.001517,
872,0.872,0.013435,-0.000391,0.000494,0.002938,0.022827,0.065017,0.003054,0.000186,
873,0.873,0.008170,-0.000885,0.001176,0.001796,0.026155,0.047774,-0.004189,-0.006232,
874,0.874,0.008842,-0.002386,0.002869,0.003025,0.029131,0.032127,-0.003321,-0.001995,
875,0.875,0.007162,0.002698,0.006933,-0.001166,0.004495,0.018001,-0.009218,-0.001315,
876,0.876,0.010060,0.006263,0.002207,-0.000622,-0.018474,0.005065,-0.011394,-0.006226,
877,0.877,0.009605,0.000518,-0.000825,-0.000090,-0.003566,-0.014614,-0.009346,-0.002011,
878,0.878,0.010001,0.001212,0.003243,-0.003118,0.004557,-0.010809,-0.009833,-0.000329,
879,0.879,0.007186,-0.003677,-0.002504,-0.003437,0.002170,-0.027014,-0.012690,0.002208,
880,0.880,0.009134,-0.001963,-0.006209,-0.002396,0.004375,-0.024015,-0.004890,0.005242,
881,0.881,0.011584,0.003300,-0.006874,-0.000005,-0.005734,-0.010245,-0.012644,-0.001188,
882,0.882,0.010674,0.003994,0.000077,-0.005056,-0.022431,-0.017482,-0.017867,0.001518,
883,0.883,0.010620,0.000966,-0.004479,-0.004356,-0.037914,-0.028606,-0.013277,0.002355,
884,0.884,0.009059,-0.004259,-0.003617,-0.003824,-0.023621,-0.006059,-0.002095,-0.002895,
885,0.885,0.008531,0.003538,-0.002930,-0.003297,-0.010476,-0.038972,0.005539,0.000654,
886,0.886,0.006304,0.000514,-0.000888,-0.004804,0.001473,-0.069674,0.009629,0.002346,
887,0.887,0.009670,0.000874,-0.003410,-0.000223,0.018290,-0.057851,0.009319,-0.001545,
888,0.888,0.006099,0.001751,-0.001706,0.000126,0.019839,-0.029762,0.005619,-0.003235,
889,0.889,0.007448,0.004326,0.002365,0.000461,0.021196,-0.004225,0.004629,0.000333,
890,0.890,0.005592,0.002160,-0.001179,-0.000550,0.017433,0.018892,-0.000595,-0.001854,
891,0.891,0.001540,0.002864,0.000017,0.001133,0.011766,0.027746,0.002133,-0.000666,
892,0.892,-0.004698,0.003395,0.003921,-0.001259,0.006404,0.030448,0.004699,-0.000313,
893,0.893,-0.005347,-0.001819,0.001401,-0.001114,0.003636,0.023224,0.002544,-0.004877,
894,0.894,-0.004465,-0.005344,0.002593,-0.001821,0.006226,0.025566,0.009002,-0.004365,
895,0.895,-0.004930,-0.001086,0.002935,0.001872,-0.005169,0.015625,0.003120,-0.001476,
896,0.896,-0.006404,-0.000554,-0.002124,-0.005952,-0.030349,-0.000922,0.003834,-0.001979,
897,0.897,-0.000935,0.000999,-0.000077,-0.016317,-0.048231,-0.002924,-0.003924,0.001070,
898,0.898,-0.004262,-0.000150,0.001633,-0.015015,-0.038161,-0.004754,0.001332,-0.000955,
899,0.899,-0.000990,-0.002989,0.002156,-0.013889,-0.022990,-0.028708,-0.001346,0.004804,
900,0.900,-0.003632,-0.000422,-0.001383,-0.003634,-0.009011,-0.058263,-0.002169,0.002270,
901,0.901,-0.002881,0.000619,0.003701,-0.010639,0.008456,-0.054119,-0.002820,0.000083,
902,0.902,-0.009578,-0.001713,-0.002720,-0.019510,0.015205,-0.035749,0.004992,0.005000,
903,0.903,-0.010358,0.000182,-0.000171,-0.016376,0.029492,-0.019106,0.004007,0.001959,
904,0.904,-0.014675,-0.000466,-0.003890,-0.011219,0.023920,-0.010051,-0.000523,-0.003278,
905,0.905,-0.016963,0.000741,0.001021,-0.002848,0.015409,-0.017971,-0.003027,-0.001244,
906,0.906,-0.009774,-0.001266,-0.002023,-0.008513,0.007766,-0.015469,-0.003682,-0.002925,
907,0.907,-0.008691,0.002644,-0.001509,-0.005552,-0.001825,0.004879,-0.008569,0.004707,
908,0.908,-0.007615,-0.003767,0.000019,0.002819,-0.013018,0.002124,-0.008047,0.001684,
909,0.909,-0.005188,-0.002905,-0.000316,0.008317,-0.008304,0.004317,-0.010907,-0.002866,
910,0.910,-0.007002,-0.002197,-0.001495,0.005181,-0.004121,-0.002528,-0.003117,-0.002001,
911,0.911,-0.002566,0.001383,0.002057,0.009663,-0.005219,0.003380,0.002473,0.000213,
912,0.912,0.000507,0.001913,0.000877,0.008721,-0.006188,0.012588,0.003491,-0.006203,
913,0.913,-0.007081,-0.005695,0.003748,0.010830,-0.007224,0.027751,0.008057,0.001596,
914,0.914,-0.010116,-0.002640,-0.001333,0.011419,-0.009977,0.033878,0.007222,-0.005667,
915,0.915,-0.002673,-0.003479,-0.002018,0.011841,-0.002296,0.028495,0.005038,-0.004812,
916,0.916,-0.007086,-0.006015,-0.001517,0.008875,0.004853,0.020287,0.003015,-0.000573,
917,0.917,-0.004406,-0.000764,0.004905,0.004059,0.000127,0.016021,-0.000026,-0.001245,
918,0.918,-0.000558,0.002790,-0.007965,0.007025,-0.002610,0.017667,-0.000532,-0.006151,
919,0.919,-0.002482,0.001093,-0.002391,0.007452,0.004079,0.009118,-0.002046,-0.001930,
920,0.920,-0.001879,-0.000596,-0.004100,0.004848,0.002990,-0.007819,-0.003231,0.000946,
921,0.921,-0.002293,-0.004151,0.000450,0.005122,0.005319,-0.044964,0.001512,0.002461,
922,0.922,-0.006947,-0.005343,0.001791,0.001162,0.005808,-0.071601,0.004541,0.002791,
923,0.923,-0.005180,0.000238,0.000591,0.002617,0.012058,-0.047594,0.005022,0.005663,
924,0.924,-0.004629,0.000913,-0.000432,0.002891,0.011043,-0.043449,0.006527,0.006666,
925,0.925,-0.011364,0.002943,-0.001463,0.005710,-0.000602,-0.047642,0.006865,0.011901,
926,0.926,-0.006787,-0.003988,0.004963,0.006666,-0.009190,-0.029902,0.004851,0.008169,
927,0.927,-0.004246,0.000581,0.002408,0.002038,-0.004745,-0.000516,0.005885,0.000370,
928,0.928,-0.004924,-0.001964,-0.002853,0.002493,-0.025650,0.043089,0.001996,0.005609,
929,0.929,0.001492,0.000231,0.002035,0.002952,-0.046555,0.072016,-0.004769,-0.000824,
930,0.930,0.000625,0.000894,0.000321,0.001387,-0.043969,0.076911,-0.003924,0.000021,
931,0.931,-0.000081,0.001397,0.003168,0.001688,-0.041735,0.062215,-0.006444,0.006960,
932,0.932,0.001901,-0.000303,0.000606,-0.000369,-0.021586,0.048725,-0.004240,0.002390,
933,0.933,0.000162,0.003247,0.001775,0.002144,-0.024441,0.028471,-0.006257,-0.001838,
934,0.934,0.006513,-0.000999,-0.001116,0.000435,-0.002236,0.017365,-0.013174,-0.008775,
935,0.935,0.005591,-0.000509,-0.003001,-0.001951,0.024752,-0.025815,-0.012300,-0.007939,
936,0.936,0.010736,-0.002044,0.001559,-0.001787,0.050069,-0.031783,-0.006343,-0.008796,
937,0.937,0.004199,-0.002400,0.002057,0.001593,0.059843,-0.016135,-0.004112,-0.011001,
938,0.938,0.004927,-0.003600,0.003735,-0.005332,0.068601,0.007812,0.000817,-0.003225,
939,0.939,0.007008,0.002134,0.000170,-0.002274,0.065836,0.020806,0.005050,0.002011,
940,0.940,0.001974,0.002957,-0.000184,0.002319,0.053404,0.024514,0.002170,-0.002567,
941,0.941,0.000143,0.002263,-0.004094,-0.000194,0.024037,-0.000974,-0.003612,0.003332,
942,0.942,-0.000509,0.002918,0.003673,-0.000844,-0.012110,-0.024035,0.003272,0.002637,
943,0.943,-0.002164,0.001201,0.002647,-0.002845,-0.016974,-0.009193,-0.001351,-0.002288,
944,0.944,-0.000098,0.002862,-0.004640,0.002944,-0.030286,0.009871,-0.000577,0.000736,
945,0.945,-0.000569,-0.001911,-0.003810,0.002304,-0.034286,0.022169,0.003073,0.000222,
946,0.946,0.001840,-0.001426,-0.002979,0.000325,-0.045220,0.001800,0.005033,0.001732,
947,0.947,-0.000662,-0.004330,-0.002328,0.000882,-0.068338,-0.028401,0.000735,0.002903,
948,0.948,-0.001797,0.003428,-0.001676,0.000419,-0.059653,-0.032404,0.001163,0.004929,
949,0.949,-0.005641,0.004417,0.001349,0.000970,-0.035026,-0.079890,0.001603,-0.000830,
950,0.950,-0.004225,-0.000854,0.001832,0.002212,-0.018661,-0.112354,-0.000649,-0.001679,
951,0.951,-0.003159,0.001832,-0.002924,0.001949,0.002141,-0.106772,-0.001875,0.000511,
952,0.952,-0.009687,0.002660,0.002808,0.001003,0.015854,-0.101677,-0.006124,-0.001525,
953,0.953,-0.008939,0.003311,-0.000934,0.001416,0.033125,-0.038686,-0.004435,-0.001021,
954,0.954,-0.009875,0.002616,-0.000274,-0.002221,0.008455,0.021624,0.002341,-0.005091,
955,0.955,-0.004725,0.002086,-0.003337,0.000073,-0.041074,0.076205,0.001509,-0.006619,
956,0.956,0.000102,0.003766,-0.001660,0.000511,-0.090778,0.111695,0.000675,-0.004423,
957,0.957,-0.001647,0.001215,-0.000154,-0.002947,-0.084324,0.130981,-0.000001,-0.002390,
958,0.958,0.000004,-0.005730,-0.003211,-0.001657,-0.055030,0.125307,0.002024,-0.002048,
959,0.959,0.002507,-0.002701,-0.000343,-0.002726,0.003698,0.088231,0.003710,-0.001038,
960,0.960,0.003665,-0.001864,-0.000698,0.000942,0.058379,0.025299,0.006579,0.002681,
961,0.961,0.001608,0.005908,0.002505,-0.001154,0.108177,-0.000431,0.005060,-0.001550,
962,0.962,0.004133,0.002860,0.002838,-0.003075,0.114664,-0.039392,-0.001869,0.003701,
963,0.963,0.003126,0.000152,0.003848,-0.000423,0.120500,-0.103416,-0.002877,0.005734,
964,0.964,0.003469,0.000991,0.001473,0.000043,0.104691,-0.077459,0.003569,0.002698,
965,0.965,0.004154,-0.002740,-0.000224,-0.002202,0.090412,-0.069644,0.006127,0.004388,
966,0.966,0.008060,0.000819,0.002301,-0.002759,0.068532,-0.062524,0.003937,0.004899,
967,0.967,0.008596,0.001329,0.001955,-0.001466,0.056817,-0.056087,0.000391,0.004562,
968,0.968,0.007124,-0.001543,0.002972,-0.005080,0.031557,-0.015128,0.004625,-0.001019,
969,0.969,0.002109,-0.000014,0.001607,-0.002433,0.008667,0.022150,-0.001796,0.001182,
970,0.970,0.001499,0.001182,-0.000763,0.001914,-0.006088,0.065906,0.004134,-0.000840,
971,0.971,0.001071,-0.003550,0.000925,0.001539,-0.008637,0.083437,0.004828,-0.002519,
972,0.972,0.009944,-0.004051,-0.003297,0.000141,-0.020802,0.088747,-0.005819,0.000372,
973,0.973,0.008853,-0.005734,0.002460,-0.000935,-0.040909,0.084061,-0.013425,0.000901,
974,0.974,0.012161,-0.005216,-0.005996,0.000356,-0.059797,0.088538,-0.023054,0.002106,
975,0.975,0.009215,-0.002157,0.001785,0.004683,-0.066793,0.076786,-0.019324,0.004155,
976,0.976,0.002893,-0.000115,-0.001259,0.001906,-0.059823,0.044080,-0.002236,-0.001575,
977,0.977,0.002152,-0.002647,0.001453,0.000473,-0.045193,0.013451,0.000128,-0.000711,
978,0.978,0.000067,0.000586,0.000617,0.000222,-0.024328,0.009749,0.002319,-0.001376,
979,0.979,-0.000491,-0.003290,0.002822,0.001488,-0.010303,-0.008132,-0.003774,-0.003388,
980,0.980,0.006575,0.001463,0.000795,-0.000979,-0.002761,-0.011107,0.001812,-0.002874,
981,0.981,-0.001744,-0.002742,-0.000888,-0.001254,-0.009131,-0.013726,-0.003249,-0.003371,
982,0.982,0.010899,0.003706,-0.002578,-0.000851,-0.023161,-0.021583,-0.001715,-0.000826,
983,0.983,0.002570,0.001181,0.004196,0.003430,-0.032311,-0.043656,-0.000343,0.001380,
984,0.984,0.010312,0.001883,-0.006115,-0.000744,-0.027120,-0.046295,-0.001491,0.004257,
985,0.985,0.009099,0.002577,-0.002049,0.000997,-0.025488,-0.021379,0.001762,0.000701,
986,0.986,0.010409,0.000901,-0.000857,-0.001499,-0.010166,-0.004812,0.004852,-0.001490,
987,0.987,0.002766,0.001422,0.000165,0.000749,0.004156,-0.007554,0.011333,-0.000306,
988,0.988,0.006448,0.005326,0.004236,-0.004438,0.017620,-0.000132,0.012563,0.003416,
989,0.989,0.007588,-0.000410,0.003228,0.000353,0.023298,-0.030031,0.022094,0.008499,
990,0.990,0.004988,0.001810,0.000526,0.002098,0.025049,-0.057712,0.030948,0.004961,
991,0.991,-0.007757,0.003855,-0.000319,0.001631,0.026594,-0.053964,0.027790,0.005483,
992,0.992,-0.005794,0.003364,-0.000989,0.000139,0.016903,-0.044040,0.028858,0.002627,
993,0.993,-0.004019,0.005063,0.001063,0.002369,0.013096,-0.035211,0.024352,-0.005131,
994,0.994,-0.005461,-0.001691,0.000571,-0.001486,0.007438,-0.021491,0.013241,0.000473,
995,0.995,-0.001332,0.002889,0.003462,-0.001965,0.002112,-0.009129,0.008731,0.001507,
996,0.996,-0.004988,0.000355,0.003987,0.000257,0.002855,0.011188,0.007438,-0.003054,
997,0.997,-0.003919,0.001036,0.000960,0.006688,-0.005059,0.019294,0.001232,-0.002199,
998,0.998,-0.009105,0.000368,0.003853,0.002126,-0.004218,0.031598,-0.011236,-0.001512,
999,0.999,-0.000603,-0.001314,-0.001876,-0.000411,-0.012819,0.033765,-0.016261,0.000532,
1000,1.000,-0.008347,-0.001812,0.000684,0.001780,-0.007322,0.031717,-0.026871,-0.002506,
1001,1.001,-0.009328,0.001741,-0.001487,-0.001788,-0.004314,0.022509,-0.028177,-0.001989,
1002,1.002,-0.008459,-0.001293,-0.002143,-0.002309,-0.003474,0.021088,-0.031863,0.000544,
1003,1.003,-0.002532,0.001588,-0.002626,-0.001829,-0.011265,0.013648,-0.030810,-0.004534,
1004,1.004,-0.007783,-0.004164,-0.000916,0.001692,-0.008244,-0.001438,-0.023501,-0.003856,
1005,1.005,-0.009833,-0.003316,-0.000388,0.002834,-0.005605,-0.015577,-0.011279,-0.006894,
1006,1.006,-0.014084,-0.002643,-0.002570,-0.001944,-0.006546,-0.043482,-0.006166,-0.001647,
1007,1.007,-0.010052,-0.000615,-0.002887,-0.002496,-0.004479,-0.071383,-0.001563,0.001913,
1008,1.008,-0.007554,-0.003660,0.002886,-0.000854,-0.002580,-0.067832,-0.000181,-0.002300,
1009,1.009,-0.002533,-0.000791,-0.001331,0.003828,-0.008423,-0.044885,0.001032,-0.000590,
1010,1.010,-0.004637,-0.002321,-0.002000,0.000723,0.000020,-0.005945,0.002084,-0.004130,
1011,1.011,-0.011642,-0.001983,-0.002660,-0.005762,-0.010304,0.020440,0.003132,-0.002937,
1012,1.012,-0.007156,-0.001641,0.000398,-0.013604,-0.008913,0.034663,-0.001423,-0.001744,
1013,1.013,-0.004716,0.002588,-0.002469,-0.010615,-0.007705,0.056461,-0.003945,0.001825,
1014,1.014,0.000414,-0.006213,0.002284,-0.007945,-0.004531,0.052332,0.003002,0.000655,
1015,1.015,-0.006139,-0.002494,0.000599,-0.003762,-0.005638,0.041321,0.003850,0.004564,
1016,1.016,-0.012202,0.000713,-0.002276,-0.006016,0.002694,0.024776,0.003010,0.004070,
1017,1.017,-0.010144,0.001728,0.000264,-0.005387,0.003615,-0.002379,0.002342,0.001046,
1018,1.018,-0.009619,-0.002844,-0.000923,-0.011171,0.000497,-0.035201,0.001667,-0.000130,
1019,1.019,-0.011476,0.001378,0.000258,-0.019662,-0.013648,-0.030779,-0.002555,-0.000464,
1020,1.020,-0.004045,-0.000826,-0.003297,-0.011914,-0.024007,-0.010797,0.006240,-0.001472,
1021,1.021,-0.011513,-0.001512,-0.000255,-0.002474,-0.022434,0.000099,0.009962,-0.005192,
1022,1.022,-0.005275,0.001517,0.000926,-0.001329,-0.034609,0.009932,0.004378,-0.002150,
1023,1.023,-0.002937,-0.000198,0.002771,0.004221,-0.058007,0.012790,0.007401,-0.001820,
1024,1.024,-0.006863,0.002319,0.001069,0.003190,-0.108007,0.004593,0.010073,-0.000812,
1025,1.025,0.002238,0.001960,0.001387,0.007746,-0.115547,-0.007909,0.010889,-0.001828,
1026,1.026,0.000836,-0.002783,-0.002858,0.003498,-0.070763,-0.005957,0.011542,-0.002169,
1027,1.027,-0.000405,-0.001108,-0.002371,0.005667,-0.018145,-0.004237,0.005109,-0.002353,
1028,1.028,-0.001650,-0.000613,0.002859,0.010533,0.017079,-0.010168,-0.002689,0.001528,
1029,1.029,-0.006450,-0.004179,-0.002066,0.009986,0.049133,-0.029154,-0.005757,-0.000179,
1030,1.030,0.004480,-0.001145,0.004846,0.007075,0.078200,-0.046815,-0.003069,0.005567,
1031,1.031,0.002720,0.002731,-0.001607,0.010586,0.093957,-0.049401,-0.003931,0.001837,
1032,1.032,0.001122,-0.003040,-0.000794,0.006304,0.098567,-0.043632,-0.012408,0.003857,
1033,1.033,-0.002841,-0.000856,-0.000142,0.005740,0.094028,-0.030848,-0.013452,0.003340,
1034,1.034,0.004700,0.001152,-0.002193,0.007213,0.089999,-0.009097,-0.010437,-0.001912,
1035,1.035,-0.002810,0.001642,0.002004,0.000218,0.064484,0.011562,-0.007763,0.004514,
1036,1.036,-0.002198,0.002126,-0.000894,-0.005080,0.047934,0.014291,-0.000015,0.003651,
1037,1.037,0.000109,-0.000437,0.002641,-0.007832,0.027010,-0.012892,-0.003099,0.004311,
1038,1.038,0.009859,-0.000123,0.001435,-0.005340,0.024247,-0.016462,-0.000431,0.002264,
1039,1.039,-0.000012,0.002731,0.003453,0.004586,0.017005,0.006452,-0.001318,-0.000798,
1040,1.040,0.003487,0.000844,-0.002317,0.005890,0.028219,0.039257,-0.002042,-0.001321,
1041,1.041,0.011053,0.005389,-0.006565,0.002120,0.018156,0.069816,-0.002765,-0.003885,
1042,1.042,0.007783,-0.000384,-0.002868,-0.003511,0.001497,0.073468,0.000215,-0.005093,
1043,1.043,0.012131,0.000270,-0.004924,0.001678,-0.005050,0.069690,-0.001548,-0.001219,
1044,1.044,0.007700,0.002278,-0.004437,0.002470,0.005115,0.053043,-0.001115,0.006545,
1045,1.045,0.011226,0.001740,-0.002771,0.010192,0.014406,0.044054,0.003868,0.003305,
1046,1.046,0.001738,-0.002344,-0.000252,0.004888,0.026204,0.035822,0.001735,0.002270,
1047,1.047,0.005278,0.001188,-0.003322,0.003985,0.009237,0.018504,0.001128,-0.000461,
1048,1.048,0.001902,-0.000022,-0.000471,0.006467,-0.015527,-0.015222,0.002721,0.000371,
1049,1.049,0.000746,0.001988,-0.004044,0.007089,-0.038591,-0.088007,0.000094,-0.001838,
1050,1.050,0.003339,-0.003781,-0.001019,0.002143,-0.047443,-0.160969,0.006958,0.007451,
1051,1.051,0.005767,0.000425,-0.000694,0.006354,-0.039350,-0.056642,0.001634,0.003710,
1052,1.052,0.009391,0.002613,0.001835,0.005817,-0.026976,0.012837,0.004276,0.000475,
1053,1.053,0.009977,-0.000954,0.000136,0.006298,-0.020308,0.075898,0.001669,-0.004792,
1054,1.054,0.008210,0.002072,0.000472,0.004072,-0.030370,0.110376,0.002287,-0.002113,
1055,1.055,0.006443,0.000357,-0.000208,0.002864,-0.024670,0.079243,0.001560,-0.002988,
1056,1.056,0.004857,-0.003207,-0.000047,0.000980,-0.009300,0.050831,0.003218,-0.006733,
1057,1.057,0.007004,-0.002040,0.003668,0.003316,-0.011187,0.042205,0.002685,-0.006072,
1058,1.058,0.012540,0.000823,0.007217,0.002953,-0.027784,0.034432,-0.004097,-0.001848,
1059,1.059,0.000999,-0.003422,0.000284,0.000394,-0.012066,-0.001066,-0.001407,0.002206,
1060,1.060,-0.000709,-0.001745,0.003333,-0.000644,-0.030360,-0.033329,0.008050,-0.001349,
1061,1.061,0.003851,-0.002262,0.004186,-0.005744,-0.037489,-0.027492,-0.000765,-0.003552,
1062,1.062,0.005207,-0.001080,-0.001728,-0.016427,-0.012654,-0.022169,0.000236,-0.001527,
1063,1.063,0.004036,-0.001428,0.002008,-0.008848,-0.009304,-0.026821,0.007495,-0.006608,
1064,1.064,0.007279,-0.001094,0.004052,-0.004815,-0.012044,-0.039938,0.002920,-0.003058,
1065,1.065,0.000041,-0.003475,0.002372,-0.008552,-0.053023,-0.051749,-0.003007,-0.007288,
1066,1.066,-0.000761,-0.000430,0.004077,-0.016344,-0.070314,-0.084540,-0.002332,0.000330,
1067,1.067,0.000137,-0.000084,0.002570,-0.015343,-0.054273,-0.062507,-0.004358,-0.000681,
1068,1.068,0.000879,-0.001095,0.000399,-0.010793,0.008962,-0.034560,-0.003841,-0.001532,
1069,1.069,0.002984,0.001959,-0.001606,-0.006582,0.052237,-0.045371,-0.002149,0.001008,
1070,1.070,-0.005218,0.002979,-0.000570,-0.002881,0.075725,-0.015540,-0.002649,0.003215,
1071,1.071,0.000469,0.007549,0.004693,-0.007800,0.097193,-0.003560,0.003457,0.006773,
1072,1.072,-0.002474,0.003331,0.002511,-0.016093,0.103786,0.014691,0.006020,0.005081,
1073,1.073,-0.006925,0.003846,0.003208,-0.015083,0.086533,0.044610,-0.000894,-0.000157,
1074,1.074,-0.002582,-0.003921,0.003740,-0.005612,0.049497,0.072644,-0.000028,0.001879,
1075,1.075,-0.004664,0.003884,0.003253,0.000640,0.025477,0.069229,-0.002542,0.004937,
1076,1.076,-0.003871,-0.001332,-0.000276,0.006223,0.021269,0.059566,0.004427,0.002075,
1077,1.077,-0.005434,0.001393,0.001942,0.005195,0.009668,0.062585,0.007172,0.003617,
1078,1.078,-0.003618,-0.002808,0.003995,0.002486,-0.015414,0.060007,-0.002272,-0.003305,
1079,1.079,0.000063,0.002464,0.001483,0.005024,-0.038087,0.037801,-0.001073,-0.000240,
1080,1.080,-0.000141,0.001823,0.005391,0.011950,-0.040604,-0.007087,-0.004277,0.000625,
1081,1.081,0.002868,0.002363,-0.002361,0.012787,-0.026538,-0.052151,0.003007,0.001497,
1082,1.082,-0.002748,0.002917,-0.001322,0.008551,-0.018898,-0.046268,0.002167,0.000849,
1083,1.083,-0.001774,0.000418,-0.000281,0.010739,-0.003012,-0.083297,0.001330,-0.001144,
1084,1.084,-0.003842,0.002665,-0.002968,0.007180,0.007406,-0.146193,0.002015,0.004644,
1085,1.085,-0.004391,0.002373,-0.005489,0.000241,0.005797,-0.120085,0.004067,0.002469,
1086,1.086,-0.005949,0.001408,-0.001745,0.001080,-0.019344,-0.049310,0.004589,0.003178,
1087,1.087,-0.002945,0.000449,-0.005270,0.005293,-0.059254,0.017236,0.001727,0.003713,
1088,1.088,-0.003324,-0.000510,-0.002197,0.004600,-0.053883,0.060593,0.006459,0.003227,
1089,1.089,-0.005719,-0.002146,-0.002848,0.003911,-0.063789,0.075916,0.004092,0.006298,
1090,1.090,-0.001364,-0.000733,0.000050,0.003238,-0.049375,0.083990,0.007132,0.002767,
1091,1.091,0.001647,-0.001356,0.001588,0.006286,-0.018566,0.077178,0.005431,-0.004145,
1092,1.092,-0.002945,-0.001125,-0.001440,0.005775,0.009323,0.083874,-0.001334,-0.007163,
1093,1.093,-0.001126,0.001293,0.001451,0.006271,0.027385,0.054831,0.001383,0.003189,
1094,1.094,-0.000490,-0.000348,-0.001075,0.005929,0.043746,0.006955,0.003940,-0.000831,
1095,1.095,0.002165,-0.004018,0.002834,0.004748,0.046586,-0.012229,0.000237,0.000410,
1096,1.096,-0.003803,0.000764,0.000310,0.006629,0.049274,-0.006395,-0.003278,-0.005127,
1097,1.097,-0.011479,-0.002235,-0.000852,0.001413,0.041988,-0.011538,-0.012709,-0.006101,
1098,1.098,-0.014420,-0.003870,-0.003719,-0.008536,0.035361,-0.006630,-0.019606,0.000366,
1099,1.099,-0.011607,0.000919,-0.004723,-0.018152,0.021115,-0.010908,-0.010764,0.001253,
1100,1.100,-0.008966,-0.003244,-0.007080,-0.009330,-0.006827,-0.014778,-0.011727,0.003490,
1101,1.101,-0.003629,-0.001493,-0.006050,-0.008295,-0.026776,-0.018372,-0.002191,0.005564,
1102,1.102,-0.001497,0.003302,-0.006718,-0.005231,-0.030272,-0.021545,-0.000950,0.005098,
1103,1.103,0.002829,0.003870,-0.002818,-0.002512,-0.033359,-0.036317,0.004681,0.006831,
1104,1.104,0.002428,-0.002507,0.002427,-0.001653,-0.036108,-0.038857,0.003713,0.001108,
1105,1.105,0.001000,0.003466,0.000402,0.002078,-0.022298,-0.031430,0.002908,0.000458,
