Frame,Time,GSensor.X,GSensor.Y,GSensor.Z
720,7.200,7.2,-32.3,-115.1
721,7.210,11.8,-33.1,-113.8
722,7.220,23.1,-36.1,-112.9
723,7.230,21.3,-39.6,-110.2
724,7.240,6.5,-43.7,-106.7
725,7.250,-1.6,-47.6,-103.1
726,7.260,-7.0,-49.0,-100.0
727,7.270,-15.6,-48.5,-98.6
728,7.280,-2.4,-49.3,-98.1
729,7.290,7.1,-50.2,-97.8
730,7.300,7.8,-51.4,-97.2
731,7.310,4.0,-52.7,-97.1
732,7.320,1.8,-53.4,-97.2
733,7.330,-3.2,-51.8,-97.7
734,7.340,-13.6,-47.9,-98.6
735,7.350,-7.9,-44.5,-99.8
736,7.360,14.0,-42.8,-100.8
737,7.370,25.0,-42.0,-101.3
738,7.380,19.1,-42.1,-102.8
739,7.390,13.6,-43.6,-105.2
740,7.400,7.9,-44.4,-107.8
741,7.410,4.2,-44.1,-110.4
742,7.420,-1.6,-43.5,-113.6
743,7.430,6.6,-42.8,-114.6
744,7.440,8.8,-43.3,-115.2
745,7.450,18.0,-45.8,-114.4
746,7.460,20.2,-48.8,-112.2
747,7.470,13.8,-52.9,-111.8
748,7.480,20.4,-57.3,-110.7
749,7.490,12.5,-60.6,-110.6
750,7.500,12.2,-64.0,-110.6
751,7.510,12.7,-67.4,-109.6
752,7.520,12.7,-71.5,-109.0
753,7.530,11.2,-75.6,-107.4
754,7.540,7.1,-80.9,-105.6
755,7.550,15.2,-88.8,-103.6
756,7.560,22.0,-98.7,-101.4
757,7.570,29.1,-109.8,-98.7
758,7.580,39.2,-123.1,-94.7
759,7.590,48.0,-136.7,-89.9
760,7.600,65.8,-151.5,-84.0
761,7.610,85.8,-166.9,-77.0
762,7.620,112.0,-181.9,-68.0
763,7.630,137.6,-195.8,-56.9
764,7.640,160.3,-209.0,-44.1
765,7.650,174.7,-220.2,-29.8
766,7.660,181.0,-229.7,-14.2
767,7.670,192.7,-238.6,2.3
768,7.680,202.5,-244.9,20.4
769,7.690,207.4,-249.3,39.4
770,7.700,215.7,-252.1,59.4
771,7.710,228.9,-254.1,80.4
772,7.720,231.0,-255.0,101.6
773,7.730,245.2,-256.0,123.3
774,7.740,263.5,-256.0,145.8
775,7.750,267.7,-253.0,169.2
776,7.760,264.3,-246.6,193.4
777,7.770,251.7,-238.7,216.1
778,7.780,231.3,-230.2,236.6
779,7.790,216.5,-223.0,255.4
780,7.800,203.9,-217.3,272.8
781,7.810,192.9,-213.2,289.7
782,7.820,126.5,-204.8,307.4
783,7.830,74.3,-201.6,322.3
784,7.840,115.3,-208.0,334.6
785,7.850,169.4,-208.7,348.3
786,7.860,246.2,-216.6,346.1
787,7.870,234.3,-214.0,341.4
788,7.880,226.6,-217.3,329.9
789,7.890,231.9,-219.4,321.3
790,7.900,248.5,-215.1,311.8
791,7.910,259.5,-202.4,298.5
792,7.920,194.7,-177.4,286.6
793,7.930,160.7,-159.4,269.8
794,7.940,151.5,-148.2,252.1
795,7.950,147.7,-137.1,238.6
796,7.960,165.6,-122.2,225.2
797,7.970,154.9,-100.6,212.4
798,7.980,127.6,-75.4,203.0
799,7.990,116.1,-54.9,192.1
800,8.000,91.1,-35.7,181.9
801,8.010,76.1,-19.2,173.3
802,8.020,78.1,-4.2,164.1
803,8.030,83.4,10.4,153.5
804,8.040,86.6,24.2,143.6
805,8.050,79.5,36.1,134.2
806,8.060,67.0,46.6,127.4
807,8.070,51.9,53.8,122.1
808,8.080,39.6,58.3,118.7
809,8.090,35.8,61.7,115.7
810,8.100,31.4,64.3,111.9
811,8.110,23.8,65.9,108.5
812,8.120,17.0,67.3,107.1
813,8.130,19.7,67.6,107.2
814,8.140,20.2,67.6,107.7
815,8.150,18.2,67.0,108.5
816,8.160,12.6,68.2,110.9
817,8.170,15.7,70.4,113.2
818,8.180,5.2,75.1,114.9
819,8.190,-4.5,80.0,115.8
820,8.200,0.1,84.0,116.0
821,8.210,-0.2,88.5,115.5
822,8.220,-2.0,92.7,113.9
823,8.230,-3.2,96.7,111.8
824,8.240,9.3,99.2,108.6
825,8.250,18.7,102.7,105.3
826,8.260,29.3,107.5,102.8
827,8.270,32.8,114.7,101.4
828,8.280,45.3,121.3,99.9
829,8.290,53.4,128.0,96.9
830,8.300,59.8,134.3,93.1
831,8.310,70.1,139.4,87.6
832,8.320,87.9,143.7,81.7
833,8.330,98.3,149.7,76.3
834,8.340,109.2,157.0,71.4
835,8.350,114.4,166.2,67.0
836,8.360,117.6,175.4,61.6
837,8.370,117.1,184.1,55.4
838,8.380,127.3,190.9,48.0
839,8.390,144.2,195.1,38.3
840,8.400,163.0,197.7,26.9
841,8.410,181.3,199.2,13.5
842,8.420,216.6,198.5,-1.2
843,8.430,245.3,199.5,-16.6
844,8.440,269.4,200.1,-32.2
845,8.450,286.1,200.3,-47.2
846,8.460,298.7,198.9,-62.1
847,8.470,306.6,195.8,-76.9
848,8.480,303.0,191.4,-92.1
849,8.490,284.1,187.3,-106.4
850,8.500,257.6,184.2,-119.0
851,8.510,227.1,183.3,-128.9
852,8.520,191.0,184.0,-137.6
853,8.530,164.7,184.1,-146.4
854,8.540,136.4,184.9,-155.4
855,8.550,123.0,183.7,-164.8
856,8.560,134.6,179.5,-174.3
857,8.570,179.1,170.3,-184.3
858,8.580,201.8,161.0,-193.3
859,8.590,204.2,151.0,-201.8
860,8.600,195.8,140.4,-210.0
861,8.610,187.8,129.6,-217.6
862,8.620,172.7,120.7,-223.9
863,8.630,148.4,114.9,-229.7
864,8.640,112.7,113.0,-235.7
865,8.650,106.2,107.6,-244.4
866,8.660,124.8,96.5,-254.2
867,8.670,148.1,81.1,-263.1
868,8.680,210.8,59.9,-265.3
869,8.690,219.0,46.0,-257.3
870,8.700,163.2,42.7,-246.2
871,8.710,98.4,49.0,-232.7
872,8.720,48.8,60.4,-223.2
873,8.730,53.3,66.5,-216.1
874,8.740,88.4,63.7,-208.7
875,8.750,77.0,59.4,-202.0
876,8.760,80.6,54.5,-193.8
877,8.770,82.5,51.6,-184.1
878,8.780,73.4,51.9,-177.7
879,8.790,63.8,51.5,-173.4
880,8.800,50.6,47.4,-166.9
881,8.810,20.7,39.9,-161.4
882,8.820,-8.5,31.5,-156.6
883,8.830,-25.0,25.8,-150.7
884,8.840,-32.0,21.8,-145.7
885,8.850,-27.4,18.5,-142.9
886,8.860,-16.8,13.9,-141.1
887,8.870,12.2,3.8,-138.0
888,8.880,41.1,-11.4,-133.5
889,8.890,41.3,-27.2,-129.4
890,8.900,13.1,-38.5,-124.7
891,8.910,-6.6,-46.4,-120.0
892,8.920,-18.7,-50.4,-117.2
893,8.930,-31.2,-50.0,-117.7
894,8.940,-24.8,-49.6,-118.7
895,8.950,-1.5,-51.8,-117.9
896,8.960,14.3,-56.8,-117.6
897,8.970,19.0,-62.6,-116.5
898,8.980,5.0,-66.7,-115.7
899,8.990,-1.5,-69.3,-116.4
900,9.000,3.4,-69.7,-116.1
901,9.010,6.3,-68.2,-117.3
902,9.020,-4.3,-64.1,-119.8
903,9.030,-16.3,-59.4,-124.2
904,9.040,-2.4,-56.6,-126.7
905,9.050,10.9,-55.7,-129.5
906,9.060,7.2,-54.7,-130.7
907,9.070,-12.7,-53.8,-132.7
908,9.080,-35.5,-52.2,-134.6
909,9.090,-42.7,-50.2,-136.0
910,9.100,-47.4,-48.0,-138.7
911,9.110,-46.1,-45.6,-141.1
912,9.120,-60.2,-41.9,-144.0
913,9.130,-55.9,-40.8,-147.6
914,9.140,-53.6,-40.7,-149.9
915,9.150,-50.3,-42.8,-152.5
916,9.160,-35.7,-48.1,-154.1
917,9.170,-24.3,-55.8,-154.8
918,9.180,-15.8,-65.6,-155.0
919,9.190,2.8,-78.6,-155.5
920,9.200,24.1,-94.2,-154.9
921,9.210,58.8,-112.7,-151.8
922,9.220,91.1,-132.7,-146.5
923,9.230,116.5,-152.8,-138.9
924,9.240,139.7,-172.7,-128.3
925,9.250,160.3,-191.7,-114.8
926,9.260,187.0,-210.7,-98.4
927,9.270,209.7,-229.6,-80.4
928,9.280,232.7,-248.3,-60.6
929,9.290,253.0,-265.5,-39.1
930,9.300,274.2,-280.2,-16.0
931,9.310,312.6,-293.2,8.8
932,9.320,340.2,-301.7,36.6
933,9.330,382.0,-307.9,65.5
934,9.340,416.0,-309.7,95.4
935,9.350,438.9,-306.1,124.6
936,9.360,459.2,-297.9,151.7
937,9.370,431.5,-282.0,176.8
938,9.380,382.6,-263.5,199.5
939,9.390,343.8,-246.8,219.8
940,9.400,329.7,-232.0,237.1
941,9.410,288.4,-213.8,252.2
942,9.420,242.2,-196.2,266.1
943,9.430,223.6,-182.3,277.2
944,9.440,299.1,-179.8,276.7
945,9.450,375.4,-173.1,272.8
946,9.460,307.8,-152.0,267.5
947,9.470,243.3,-135.4,261.1
948,9.480,194.1,-124.3,255.1
949,9.490,160.3,-116.7,249.8
950,9.500,156.0,-114.3,245.9
951,9.510,172.1,-112.0,242.2
952,9.520,199.3,-107.2,237.1
953,9.530,187.7,-95.0,231.5
954,9.540,136.4,-79.5,226.6
955,9.550,110.3,-67.7,221.3
956,9.560,98.0,-58.5,215.9
957,9.570,67.8,-49.6,212.4
958,9.580,62.2,-43.7,209.1
959,9.590,62.4,-35.5,205.1
960,9.600,59.1,-26.5,199.3
961,9.610,37.2,-15.3,193.5
962,9.620,25.4,-6.2,187.1
963,9.630,10.5,2.2,179.8
964,9.640,-0.7,7.2,172.3
965,9.650,-7.6,11.4,167.8
966,9.660,5.4,14.8,164.3
967,9.670,16.4,19.5,159.6
968,9.680,13.2,25.1,154.3
969,9.690,2.1,31.7,149.2
970,9.700,-6.3,37.4,144.3
971,9.710,-10.5,42.6,139.6
972,9.720,-18.2,47.4,137.1
973,9.730,-20.9,50.8,135.9
974,9.740,-9.4,52.5,135.5
975,9.750,7.4,54.6,134.4
976,9.760,12.6,59.2,132.3
977,9.770,11.1,65.8,130.4
978,9.780,8.4,73.5,127.2
979,9.790,12.2,80.4,124.0
980,9.800,17.3,86.5,120.3
981,9.810,20.3,93.4,117.1
982,9.820,28.1,100.0,114.0
983,9.830,33.2,106.3,111.0
984,9.840,41.6,113.1,108.6
985,9.850,49.5,120.6,106.5
986,9.860,64.9,128.4,103.5
987,9.870,83.7,136.4,99.1
988,9.880,101.1,145.6,94.5
989,9.890,120.3,154.7,88.3
990,9.900,144.9,163.6,80.9
991,9.910,159.1,172.2,70.6
992,9.920,166.2,180.6,59.0
993,9.930,152.7,190.5,47.6
994,9.940,154.6,197.8,35.8
995,9.950,165.4,203.7,23.0
996,9.960,190.2,207.5,9.1
997,9.970,221.3,209.7,-5.4
998,9.980,256.8,210.8,-21.0
999,9.990,283.9,209.9,-38.5
1000,10.000,299.7,208.6,-56.2
1001,10.010,305.5,207.0,-72.8
1002,10.020,298.0,205.7,-88.0
1003,10.030,275.2,205.3,-102.0
1004,10.040,271.9,202.8,-115.8
1005,10.050,263.3,200.8,-128.9
1006,10.060,266.8,196.3,-142.1
1007,10.070,258.5,191.7,-154.8
1008,10.080,248.3,187.6,-166.8
1009,10.090,256.7,182.3,-178.2
1010,10.100,248.8,177.3,-190.2
1011,10.110,237.5,173.3,-201.5
1012,10.120,228.8,167.8,-213.5
1013,10.130,215.1,160.3,-225.0
1014,10.140,215.5,150.5,-234.6
1015,10.150,232.9,139.0,-241.7
1016,10.160,236.1,129.3,-247.7
1017,10.170,205.9,123.1,-254.0
1018,10.180,172.0,117.5,-261.5
1019,10.190,160.0,109.0,-268.7
1020,10.200,143.6,100.1,-275.2
1021,10.210,143.3,89.1,-280.8
1022,10.220,152.5,78.4,-282.2
1023,10.230,205.6,65.4,-275.1
1024,10.240,187.5,59.4,-267.3
1025,10.250,157.9,60.5,-254.9
1026,10.260,107.2,66.2,-244.2
1027,10.270,87.6,66.5,-234.2
1028,10.280,84.7,63.4,-223.6
1029,10.290,80.9,57.5,-214.0
1030,10.300,77.8,49.3,-204.7
1031,10.310,75.6,42.9,-194.2
1032,10.320,51.6,42.4,-185.2
1033,10.330,60.5,38.7,-179.9
1034,10.340,61.0,33.1,-174.9
1035,10.350,52.8,27.4,-168.3
1036,10.360,42.7,19.8,-162.2
1037,10.370,20.4,12.3,-156.1
1038,10.380,2.3,6.2,-151.1
1039,10.390,-12.7,3.5,-146.2
1040,10.400,-13.4,1.8,-142.9
1041,10.410,-7.7,-1.8,-140.7
1042,10.420,8.7,-8.0,-137.6
1043,10.430,13.1,-13.9,-133.6
1044,10.440,6.6,-19.8,-130.1
1045,10.450,-10.3,-24.5,-127.1
1046,10.460,-26.2,-27.6,-125.1
1047,10.470,-34.1,-29.9,-124.8
1048,10.480,-31.6,-30.6,-124.7
1049,10.490,-29.3,-31.4,-125.5
1050,10.500,-23.7,-33.9,-126.7
1051,10.510,-17.2,-37.2,-126.9
1052,10.520,-16.3,-40.2,-126.2
1053,10.530,-19.8,-43.3,-125.1
1054,10.540,-30.2,-46.0,-125.1
1055,10.550,-31.2,-48.6,-125.1
1056,10.560,-33.2,-51.0,-126.9
1057,10.570,-33.1,-51.7,-127.3
1058,10.580,-42.9,-51.1,-129.0
1059,10.590,-43.8,-50.8,-129.9
1060,10.600,-41.4,-52.1,-131.8
1061,10.610,-39.9,-54.5,-133.3
1062,10.620,-35.3,-58.1,-133.9
1063,10.630,-41.4,-62.2,-135.0
1064,10.640,-31.5,-68.8,-135.6
1065,10.650,-27.0,-76.3,-136.5
1066,10.660,-30.1,-83.5,-136.1
1067,10.670,-39.0,-91.4,-136.5
1068,10.680,-28.9,-102.1,-136.7
1069,10.690,-12.4,-113.8,-135.3
1070,10.700,1.8,-127.0,-133.6
1071,10.710,21.6,-140.7,-130.2
1072,10.720,51.6,-155.8,-125.6
1073,10.730,79.7,-170.9,-119.4
1074,10.740,113.7,-187.3,-111.3
1075,10.750,134.6,-202.6,-100.8
1076,10.760,161.7,-218.6,-88.4
1077,10.770,193.6,-235.4,-74.5
1078,10.780,227.7,-252.4,-59.3
1079,10.790,257.9,-267.9,-41.8
1080,10.800,283.3,-281.1,-22.6
1081,10.810,305.2,-291.7,-1.5
1082,10.820,317.5,-298.5,21.2
1083,10.830,322.0,-302.6,44.3
1084,10.840,335.2,-305.6,67.1
1085,10.850,353.3,-307.1,90.3
1086,10.860,362.4,-305.1,113.8
1087,10.870,348.9,-299.1,136.1
1088,10.880,333.7,-290.8,157.8
1089,10.890,331.5,-282.2,178.3
1090,10.900,337.0,-272.8,196.9
1091,10.910,352.3,-261.2,214.4
1092,10.920,325.6,-244.2,228.8
1093,10.930,271.5,-224.4,241.3
1094,10.940,221.3,-205.0,253.5
1095,10.950,194.6,-189.8,262.9
1096,10.960,170.3,-175.0,272.9
1097,10.970,152.2,-162.8,283.1
1098,10.980,155.0,-152.6,294.3
1099,10.990,261.5,-156.9,292.1
1100,11.000,278.0,-147.0,288.8
1101,11.010,260.7,-135.7,278.9
1102,11.020,182.7,-120.1,268.9
1103,11.030,109.6,-107.4,258.1
1104,11.040,77.5,-102.5,248.0
1105,11.050,71.8,-100.3,241.6
1106,11.060,107.1,-99.7,232.2
1107,11.070,125.2,-93.1,221.8
1108,11.080,115.4,-82.8,214.4
1109,11.090,107.7,-71.5,208.0
1110,11.100,65.9,-57.7,201.7
1111,11.110,32.7,-47.4,197.0
1112,11.120,28.9,-38.5,192.2
1113,11.130,41.0,-28.9,184.9
1114,11.140,37.3,-15.8,178.5
1115,11.150,38.8,-3.6,172.4
1116,11.160,41.5,7.1,165.1
1117,11.170,28.1,17.7,157.0
1118,11.180,4.2,27.2,151.6
1119,11.190,1.9,33.8,146.7
1120,11.200,25.0,39.4,140.3
1121,11.210,18.4,49.1,134.6
1122,11.220,14.0,56.3,128.1
1123,11.230,14.3,62.0,122.6
1124,11.240,13.9,66.1,116.8
1125,11.250,-3.2,70.7,113.3
1126,11.260,-9.5,73.4,113.2
1127,11.270,-2.3,75.1,114.3
1128,11.280,-4.3,78.8,115.6
1129,11.290,-8.1,82.9,115.9
1130,11.300,-8.2,85.9,115.4
1131,11.310,-0.8,87.7,114.1
1132,11.320,7.7,90.2,113.2
1133,11.330,12.9,93.5,112.3
1134,11.340,5.4,98.8,112.6
1135,11.350,3.2,103.3,113.2
1136,11.360,6.2,107.5,114.0
1137,11.370,12.8,112.0,114.3
1138,11.380,24.7,117.9,114.8
1139,11.390,49.9,123.6,113.2
1140,11.400,68.1,131.3,110.1
1141,11.410,83.9,139.8,105.5
1142,11.420,104.4,148.0,99.7
1143,11.430,123.8,156.5,93.1
1144,11.440,136.0,166.0,86.5
1145,11.450,152.9,174.9,78.9
1146,11.460,174.0,182.7,69.1
1147,11.470,185.5,191.0,58.8
1148,11.480,197.1,197.4,47.2
1149,11.490,205.0,202.8,35.0
1150,11.500,227.5,205.5,22.4
1151,11.510,259.6,205.6,8.1
1152,11.520,283.4,205.7,-7.1
1153,11.530,305.8,205.1,-23.7
1154,11.540,313.5,205.2,-40.0
1155,11.550,325.0,204.0,-56.3
1156,11.560,324.4,202.1,-73.1
1157,11.570,325.7,199.4,-89.7
1158,11.580,303.6,197.6,-105.8
1159,11.590,278.4,195.4,-120.6
1160,11.600,244.4,194.0,-134.0
1161,11.610,203.2,193.8,-145.9
1162,11.620,185.0,192.1,-156.5
1163,11.630,185.3,188.5,-166.9
1164,11.640,198.8,182.8,-178.3
1165,11.650,210.4,176.6,-190.6
1166,11.660,224.7,169.2,-202.1
1167,11.670,244.6,160.3,-211.9
1168,11.680,241.3,151.6,-221.2
1169,11.690,217.2,143.7,-229.4
1170,11.700,181.9,135.9,-237.4
1171,11.710,170.9,125.3,-245.0
1172,11.720,181.0,111.5,-252.2
1173,11.730,186.2,96.4,-260.4
1174,11.740,195.4,80.6,-269.8
1175,11.750,259.8,62.2,-271.4
1176,11.760,288.0,45.7,-267.0
1177,11.770,242.4,36.3,-256.3
1178,11.780,178.3,31.9,-241.5
1179,11.790,87.8,33.6,-228.8
1180,11.800,50.5,34.0,-217.2
1181,11.810,36.4,35.3,-209.4
1182,11.820,52.7,33.6,-203.4
1183,11.830,75.3,28.6,-195.5
1184,11.840,58.1,24.8,-187.3
1185,11.850,37.6,21.1,-180.5
1186,11.860,18.3,17.5,-174.4
1187,11.870,-14.8,15.9,-168.9
1188,11.880,-28.4,14.2,-165.2
1189,11.890,-23.6,9.8,-161.6
1190,11.900,-12.3,3.1,-155.6
1191,11.910,-14.3,-4.3,-149.1
1192,11.920,-13.4,-11.9,-143.1
1193,11.930,-13.2,-19.0,-138.2
1194,11.940,-18.4,-24.4,-134.0
1195,11.950,-23.1,-27.7,-130.9
1196,11.960,-24.7,-30.4,-130.1
1197,11.970,-21.4,-33.4,-129.2
1198,11.980,-24.3,-36.3,-127.6
1199,11.990,-40.7,-38.9,-126.9
1200,12.000,-47.5,-41.7,-126.5
1201,12.010,-51.2,-43.8,-126.6
1202,12.020,-54.8,-46.2,-128.7
1203,12.030,-49.6,-48.0,-129.9
1204,12.040,-46.2,-49.5,-132.0
1205,12.050,-38.1,-50.2,-133.6
1206,12.060,-40.3,-50.5,-135.7
1207,12.070,-44.5,-50.2,-135.9
1208,12.080,-45.8,-51.1,-136.7
1209,12.090,-44.9,-52.7,-136.7
1210,12.100,-50.4,-54.4,-138.1
1211,12.110,-51.9,-56.6,-138.6
1212,12.120,-49.7,-59.3,-139.6
1213,12.130,-42.4,-62.9,-141.1
1214,12.140,-33.3,-67.0,-142.1
1215,12.150,-33.3,-70.7,-143.6
1216,12.160,-31.3,-74.4,-143.9
1217,12.170,-26.5,-78.9,-145.3
1218,12.180,-14.8,-84.5,-145.6
1219,12.190,9.9,-92.7,-144.8
1220,12.200,31.4,-103.0,-143.1
1221,12.210,46.1,-113.8,-140.6
1222,12.220,51.6,-126.0,-136.7
1223,12.230,65.7,-140.1,-131.8
1224,12.240,93.1,-155.6,-124.6
1225,12.250,119.1,-171.4,-115.5
1226,12.260,146.1,-187.0,-104.6
1227,12.270,171.1,-202.1,-92.3
1228,12.280,193.1,-216.6,-79.7
1229,12.290,229.6,-231.8,-66.2
1230,12.300,266.9,-246.8,-51.6
1231,12.310,296.1,-259.5,-34.8
1232,12.320,314.9,-268.6,-15.3
1233,12.330,326.0,-274.6,5.5
1234,12.340,341.9,-278.9,26.9
1235,12.350,345.7,-280.4,48.8
1236,12.360,357.7,-281.5,69.9
1237,12.370,383.1,-282.0,91.7
1238,12.380,388.4,-277.8,114.8
1239,12.390,363.2,-269.0,137.1
1240,12.400,348.8,-259.5,158.3
1241,12.410,350.6,-250.2,177.5
1242,12.420,362.7,-240.8,194.3
1243,12.430,388.4,-231.1,209.4
1244,12.440,363.0,-213.3,224.9
1245,12.450,269.7,-189.6,239.6
1246,12.460,201.9,-171.6,252.0
1247,12.470,161.1,-158.7,261.8
1248,12.480,133.5,-149.4,271.2
1249,12.490,97.5,-140.9,282.2
1250,12.500,122.2,-140.7,289.1
1251,12.510,260.9,-151.5,287.4
1252,12.520,269.7,-144.4,284.1
1253,12.530,255.9,-133.8,276.2
1254,12.540,197.1,-120.7,268.1
1255,12.550,157.8,-111.4,258.2
1256,12.560,155.0,-107.5,250.3
1257,12.570,147.8,-101.6,245.9
1258,12.580,163.8,-94.5,238.8
1259,12.590,140.6,-80.9,229.5
1260,12.600,104.8,-66.3,219.8
1261,12.610,76.5,-51.9,212.6
1262,12.620,56.2,-40.3,204.2
1263,12.630,30.3,-29.7,198.1
1264,12.640,26.3,-21.7,192.8
1265,12.650,37.2,-13.2,186.2
1266,12.660,27.3,-1.4,177.8
1267,12.670,8.9,11.2,170.2
1268,12.680,6.6,20.8,163.3
1269,12.690,0.7,29.8,155.9
1270,12.700,-4.2,36.1,148.7
1271,12.710,-12.8,41.8,143.8
1272,12.720,-4.1,46.1,139.2
1273,12.730,-4.4,52.1,134.6
1274,12.740,-5.0,58.1,129.3
1275,12.750,-16.8,64.9,124.9
1276,12.760,-18.2,69.1,121.6
1277,12.770,-16.4,71.8,119.1
1278,12.780,-20.9,72.7,117.1
1279,12.790,-33.6,73.1,118.0
1280,12.800,-47.9,73.7,121.0
1281,12.810,-59.8,74.7,125.4
1282,12.820,-63.0,75.5,129.1
1283,12.830,-52.7,75.7,131.3
1284,12.840,-44.7,76.5,132.3
1285,12.850,-41.4,78.2,133.4
1286,12.860,-40.4,80.1,135.3
1287,12.870,-34.9,81.5,137.2
1288,12.880,-32.2,83.4,138.8
1289,12.890,-30.4,85.9,140.2
1290,12.900,-22.3,88.1,140.6
1291,12.910,-7.3,90.4,140.3
1292,12.920,15.4,93.7,140.0
1293,12.930,47.1,97.4,138.3
1294,12.940,79.7,102.2,134.6
1295,12.950,96.3,109.0,128.8
1296,12.960,111.0,116.9,121.6
1297,12.970,126.4,125.1,112.7
1298,12.980,146.2,133.0,101.6
1299,12.990,163.3,141.1,89.1
1300,13.000,182.4,149.4,75.7
1301,13.010,214.8,155.4,60.5
1302,13.020,236.6,161.6,44.7
1303,13.030,255.7,166.1,27.3
1304,13.040,251.1,172.2,10.4
1305,13.050,248.9,176.6,-7.0
1306,13.060,256.5,179.1,-24.2
1307,13.070,272.7,180.1,-41.2
1308,13.080,287.8,180.0,-58.0
1309,13.090,293.6,179.3,-75.1
1310,13.100,295.1,177.9,-91.7
1311,13.110,302.4,174.6,-107.8
1312,13.120,280.0,173.1,-123.9
1313,13.130,256.9,171.8,-138.7
1314,13.140,242.7,171.8,-151.9
1315,13.150,244.6,170.0,-164.2
1316,13.160,248.3,167.7,-176.8
1317,13.170,246.0,166.5,-189.3
1318,13.180,258.0,162.8,-203.0
1319,13.190,261.9,159.1,-216.7
1320,13.200,280.0,154.1,-228.5
1321,13.210,307.9,147.0,-240.5
1322,13.220,314.3,140.3,-252.2
1323,13.230,304.9,133.5,-264.2
1324,13.240,274.7,128.0,-276.4
1325,13.250,266.7,120.3,-287.2
1326,13.260,242.5,113.5,-297.5
1327,13.270,195.6,111.2,-306.8
1328,13.280,181.8,104.9,-316.8
1329,13.290,238.0,94.7,-317.9
1330,13.300,242.6,86.4,-313.8
1331,13.310,220.2,81.5,-303.5
1332,13.320,190.6,76.5,-291.9
1333,13.330,138.3,74.8,-278.4
1334,13.340,103.9,73.2,-264.6
1335,13.350,73.5,72.6,-254.0
1336,13.360,83.9,67.0,-242.9
1337,13.370,91.8,58.0,-229.4
1338,13.380,60.3,51.9,-215.0
1339,13.390,49.0,44.2,-202.3
1340,13.400,23.1,36.7,-191.3
1341,13.410,7.3,29.9,-181.8
1342,13.420,-0.3,22.2,-175.2
1343,13.430,17.8,11.7,-166.7
1344,13.440,20.0,0.0,-157.5
1345,13.450,12.3,-10.1,-147.4
1346,13.460,13.5,-19.7,-138.7
1347,13.470,17.0,-28.5,-131.5
1348,13.480,14.5,-35.3,-125.8
1349,13.490,4.3,-39.2,-122.4
1350,13.500,4.6,-43.0,-120.2
1351,13.510,7.3,-46.8,-117.8
1352,13.520,0.7,-50.2,-114.5
1353,13.530,-12.5,-52.7,-111.6
1354,13.540,-12.1,-55.1,-110.2
1355,13.550,-16.5,-57.2,-110.9
1356,13.560,-21.4,-58.5,-112.0
1357,13.570,-24.4,-58.7,-113.5
1358,13.580,-28.0,-58.0,-116.3
1359,13.590,-34.9,-56.9,-119.5
1360,13.600,-36.4,-56.8,-121.5
1361,13.610,-35.6,-58.1,-122.5
1362,13.620,-44.1,-59.6,-123.2
1363,13.630,-49.6,-62.0,-123.4
1364,13.640,-52.5,-65.2,-124.3
1365,13.650,-50.0,-68.8,-125.0
1366,13.660,-49.0,-73.4,-126.5
1367,13.670,-47.4,-77.4,-127.2
1368,13.680,-28.3,-84.4,-129.1
1369,13.690,-22.0,-90.5,-130.4
1370,13.700,-18.7,-96.6,-131.3
1371,13.710,-13.0,-102.1,-131.0
1372,13.720,-1.6,-107.2,-130.4
1373,13.730,4.9,-113.8,-129.2
1374,13.740,11.7,-120.7,-127.5
1375,13.750,19.7,-128.2,-125.1
1376,13.760,25.0,-136.3,-122.4
1377,13.770,29.3,-144.7,-118.7
1378,13.780,40.5,-153.7,-114.3
1379,13.790,52.3,-162.2,-108.5
1380,13.800,69.5,-170.5,-101.8
1381,13.810,82.0,-178.4,-94.4
1382,13.820,97.7,-186.8,-86.6
1383,13.830,120.5,-196.1,-77.9
1384,13.840,142.3,-205.9,-68.5
1385,13.850,173.5,-217.0,-57.7
1386,13.860,189.0,-226.2,-45.0
1387,13.870,206.0,-234.1,-29.9
1388,13.880,233.9,-241.9,-13.4
1389,13.890,259.0,-248.4,4.8
1390,13.900,279.1,-253.4,24.7
1391,13.910,303.4,-258.8,45.5
1392,13.920,328.3,-262.1,68.7
1393,13.930,332.2,-261.0,94.0
1394,13.940,325.9,-257.2,119.0
1395,13.950,329.4,-253.1,143.3
1396,13.960,348.0,-248.6,166.8
1397,13.970,340.0,-239.1,189.3
1398,13.980,309.4,-225.6,209.1
1399,13.990,278.9,-210.5,226.3
1400,14.000,247.2,-195.5,241.8
1401,14.010,221.1,-181.6,256.0
1402,14.020,184.0,-168.0,267.6
1403,14.030,121.5,-153.1,280.2
1404,14.040,99.2,-145.3,290.0
1405,14.050,245.8,-157.2,285.0
1406,14.060,287.9,-150.6,278.9
1407,14.070,274.7,-136.4,269.3
1408,14.080,219.3,-120.2,260.5
1409,14.090,200.4,-111.1,249.7
1410,14.100,202.5,-105.0,240.8
1411,14.110,202.1,-98.7,235.7
1412,14.120,241.7,-92.2,228.5
1413,14.130,236.8,-77.1,220.7
1414,14.140,192.6,-59.1,214.8
1415,14.150,159.8,-45.7,208.4
1416,14.160,97.8,-31.7,204.3
1417,14.170,64.3,-22.5,202.3
1418,14.180,76.8,-16.5,199.6
1419,14.190,91.4,-9.1,193.2
1420,14.200,80.0,2.4,186.1
