Frame,Time,RightBicepsbrachiicaputbrevis,RightTricepsbrachiicaputlongus,LeftBicepsbrachiicaputbrevis,LeftTricepsbrachiicaputlongus,RightTrapeziusdescendens,LeftTrapeziusdescendens,RightLatissimusDorsi,LeftLatissimusDorsi,
54,0.054,-0.014883,-0.001453,-0.002686,0.008420,0.001401,0.015006,0.003882,-0.007306,
55,0.055,-0.016111,0.009976,-0.006710,0.009144,-0.000314,0.009317,0.003537,-0.007943,
56,0.056,-0.017339,0.021686,-0.004143,0.003822,-0.000839,0.007553,-0.000357,-0.013613,
57,0.057,-0.015400,0.010946,-0.002933,0.004424,-0.003042,0.011995,-0.003903,-0.014198,
58,0.058,-0.018010,0.003972,-0.005770,0.003847,-0.002703,-0.003130,0.001174,-0.009225,
59,0.059,-0.022266,0.002742,-0.000012,0.004277,-0.004555,-0.029213,0.003208,-0.009666,
60,0.060,-0.020150,-0.002861,-0.002527,0.005734,-0.006894,-0.039446,-0.001019,-0.006743,
61,0.061,-0.019256,-0.001875,-0.000322,0.003499,-0.001816,-0.029209,-0.001527,-0.006191,
62,0.062,-0.022403,-0.006427,0.001702,0.000605,-0.001140,-0.008286,-0.000002,-0.003122,
63,0.063,-0.015196,-0.005558,-0.002519,0.004113,-0.001633,0.010681,-0.000334,-0.001906,
64,0.064,-0.011939,-0.012403,0.001529,-0.000988,0.001242,0.022696,0.005263,0.000640,
65,0.065,-0.014428,-0.022600,-0.002021,0.005375,0.002762,0.033376,-0.001650,0.005865,
66,0.066,-0.018416,-0.012880,0.004043,0.007835,0.008816,0.030929,-0.002479,0.011064,
67,0.067,-0.013029,-0.004041,-0.003720,0.007086,0.004578,0.036081,0.000070,0.017409,
68,0.068,-0.014909,0.003748,-0.000682,0.006345,0.006763,0.037354,0.000767,0.016484,
69,0.069,-0.007940,0.002743,0.003851,-0.003141,0.000362,0.041452,0.002810,0.017082,
70,0.070,-0.016279,-0.005662,-0.000397,-0.010028,0.001227,0.028619,-0.002922,0.006406,
71,0.071,-0.013007,0.004639,-0.001079,-0.018727,0.001911,0.013247,0.000817,-0.004209,
72,0.072,-0.013987,0.005969,-0.001755,-0.028894,0.002596,-0.005112,0.000148,-0.011064,
73,0.073,-0.014815,0.004786,0.003971,-0.024705,-0.000429,-0.007379,-0.000341,-0.019740,
74,0.074,-0.012308,-0.000765,0.000243,-0.015832,0.001272,-0.005110,0.002543,-0.022831,
75,0.075,-0.013026,0.000270,0.003771,-0.008030,0.002794,-0.003035,-0.000997,-0.009093,
76,0.076,-0.015090,-0.000542,0.003233,-0.004971,0.006998,-0.001138,-0.002176,-0.007228,
77,0.077,-0.013470,0.002012,0.002703,0.005319,0.001767,-0.002733,0.002573,0.004532,
78,0.078,-0.008374,0.002711,0.003180,0.003929,0.001116,0.001868,0.002068,0.002935,
79,0.079,-0.012046,0.007619,0.001971,0.005090,0.001644,-0.002100,0.000386,0.006898,
80,0.080,-0.005323,0.008124,-0.004443,0.006087,0.003349,0.001705,-0.000116,0.010513,
81,0.081,-0.008215,0.002907,0.000116,0.003029,0.001851,0.000795,0.000228,0.011450,
82,0.082,-0.005893,0.003596,-0.000733,0.005721,0.000694,-0.008484,-0.000950,0.001971,
83,0.083,-0.000928,0.007782,-0.004441,0.013493,0.003570,-0.009492,-0.001288,0.000818,
84,0.084,0.000803,0.008240,-0.003743,0.014520,-0.002160,-0.003820,0.001072,-0.000145,
85,0.085,0.002184,0.008708,0.001994,0.017196,-0.001299,-0.008949,-0.001303,-0.003115,
86,0.086,0.001381,0.005636,0.002636,0.011247,-0.003473,-0.006146,0.000050,-0.005741,
87,0.087,0.001600,0.002738,0.004614,0.010549,-0.001436,-0.001892,0.001747,-0.004818,
88,0.088,0.008169,0.003054,0.000364,0.011181,-0.000923,-0.002559,0.001590,-0.004084,
89,0.089,0.010826,0.002023,0.004382,0.008116,0.001942,-0.007435,0.001775,0.002365,
90,0.090,0.005941,-0.001681,0.002829,-0.000656,0.003458,-0.006919,0.000772,-0.000140,
91,0.091,0.005804,-0.009224,0.000609,-0.011736,0.000914,-0.008654,-0.003689,0.004609,
92,0.092,0.008040,-0.012172,-0.002431,-0.015370,-0.000270,-0.004671,-0.001635,0.008312,
93,0.093,0.014620,-0.009219,0.000418,-0.016322,0.002589,-0.001185,0.000064,0.004762,
94,0.094,0.016961,-0.003411,-0.003148,-0.009036,0.000051,-0.002419,0.001240,0.004254,
95,0.095,0.020818,-0.011108,-0.009219,0.004960,-0.005164,-0.007202,-0.001949,0.001387,
96,0.096,0.016785,-0.001605,-0.001443,-0.001133,-0.005807,-0.011464,0.000255,0.000902,
97,0.097,0.014490,-0.000400,-0.000450,0.004430,-0.000902,-0.011981,-0.002593,-0.000269,
98,0.098,0.014762,-0.005947,0.000361,-0.007391,-0.003935,-0.010476,0.003137,-0.001434,
99,0.099,0.014047,-0.008948,0.001175,-0.002832,-0.001066,-0.017423,0.000606,-0.002429,
100,0.100,0.015384,-0.000479,-0.005768,-0.006862,-0.000559,-0.031126,-0.001574,-0.000732,
101,0.101,0.017412,-0.001484,0.002654,0.004478,-0.000904,-0.021809,-0.003564,-0.000388,
102,0.102,0.011742,0.001558,-0.000574,0.002992,0.002968,-0.006569,0.000671,0.001463,
103,0.103,0.012352,0.007957,0.000411,-0.012134,0.001420,-0.000491,0.000178,-0.000906,
104,0.104,0.015839,0.003706,-0.000458,-0.018107,0.001725,0.008787,-0.003329,-0.005955,
105,0.105,0.012790,0.010584,-0.001326,-0.012445,0.000512,0.010477,-0.006296,-0.007949,
106,0.106,0.013326,0.007840,0.000838,-0.007296,-0.005242,0.008920,-0.002358,-0.007415,
107,0.107,0.012882,0.017241,0.001479,0.000346,-0.002723,0.007508,-0.001812,-0.006872,
108,0.108,0.014153,0.018335,-0.001587,0.001703,-0.006449,0.013701,-0.001440,-0.003303,
109,0.109,0.016278,0.015031,0.000080,0.002868,-0.004427,0.012593,0.002451,-0.004463,
110,0.110,0.017404,0.001304,-0.001456,0.008409,-0.002754,0.013505,0.000944,-0.000568,
111,0.111,0.019896,-0.007979,0.003586,0.007348,-0.007990,0.006986,0.002135,-0.003085,
112,0.112,0.017041,-0.023109,0.001530,0.008135,-0.005949,0.009467,0.000124,0.001142,
113,0.113,0.017593,-0.008867,0.002013,0.008912,-0.008976,0.011642,-0.004894,-0.001731,
114,0.114,0.020185,-0.014384,-0.000870,0.006654,-0.007278,0.000976,0.000040,-0.000202,
115,0.115,0.018750,-0.022743,-0.002385,0.008606,-0.004750,-0.015936,0.001750,0.002835,
116,0.116,0.014829,-0.027206,0.002670,0.002816,-0.006954,-0.013742,-0.003440,0.004855,
117,0.117,0.014655,-0.017490,0.000636,0.008010,-0.005780,-0.003606,0.001486,0.002311,
118,0.118,0.009808,-0.008654,0.004835,0.000213,-0.000066,0.005693,-0.001519,0.003318,
119,0.119,0.006702,0.001653,-0.002763,0.009633,0.002421,0.014167,0.001371,-0.000405,
120,0.120,0.007675,0.000270,0.000282,0.010766,0.003038,0.006563,0.006097,0.002623,
121,0.121,0.007642,-0.000946,-0.004263,0.007538,0.002311,0.005173,-0.000799,0.004614,
122,0.122,0.006624,0.002232,-0.001718,0.010561,0.005288,0.006274,0.003772,0.010284,
123,0.123,0.001095,0.001191,-0.002375,0.007820,0.003534,0.002946,0.002935,0.011036,
124,0.124,-0.002543,0.002013,0.001182,-0.005022,0.005994,-0.012915,0.003615,0.014659,
125,0.125,-0.002615,0.011426,-0.001854,-0.017961,0.000871,-0.046699,-0.001255,0.019446,
126,0.126,-0.004019,0.007677,-0.000152,-0.006085,-0.004061,-0.032426,0.002978,0.018845,
127,0.127,-0.002887,0.006634,0.002382,-0.013625,-0.001050,-0.019328,0.001300,0.015888,
128,0.128,-0.001758,0.007616,0.002038,-0.017588,-0.002781,-0.015532,0.002826,0.008069,
129,0.129,-0.008861,0.004898,-0.000830,-0.006206,-0.001301,0.002486,-0.000193,-0.008988,
130,0.130,-0.007180,0.007405,-0.000480,-0.010702,-0.000163,0.018812,0.002678,-0.016208,
131,0.131,-0.009531,0.018819,-0.002164,-0.028656,0.006198,0.033621,0.006876,-0.022733,
132,0.132,-0.009697,0.013675,-0.007200,-0.035763,0.006965,0.047265,0.006340,-0.024696,
133,0.133,-0.011550,0.002991,-0.002278,-0.010998,0.007736,0.044835,0.002787,-0.026509,
134,0.134,-0.014569,0.001617,0.007177,0.005413,0.005468,0.020095,0.000603,-0.018049,
135,0.135,-0.014554,0.005300,0.008509,0.002553,0.007417,0.016847,0.000962,-0.010467,
136,0.136,-0.006988,0.004257,-0.000276,0.010650,0.004303,0.013937,-0.002558,-0.003581,
137,0.137,-0.009067,0.001195,0.002938,0.003367,0.004741,0.011205,-0.002189,0.000087,
138,0.138,-0.014345,-0.005232,-0.000093,0.009931,-0.000039,0.008821,-0.001818,0.001058,
139,0.139,-0.011538,-0.009488,0.004476,0.007893,0.004155,0.006607,0.000738,-0.002020,
140,0.140,-0.021536,-0.016443,-0.006683,0.006015,0.003625,-0.007623,-0.000932,0.002540,
141,0.141,-0.013355,-0.010043,0.003984,0.021202,0.004114,-0.005760,-0.005280,-0.000012,
142,0.142,-0.011481,-0.012612,0.008055,0.027247,-0.000982,-0.010787,-0.001205,0.002187,
143,0.143,-0.017209,-0.008935,0.006875,0.021624,-0.001678,-0.000078,-0.000679,0.007088,
144,0.144,-0.017712,-0.002537,-0.003440,0.009750,-0.004736,-0.006961,-0.003685,-0.001218,
145,0.145,-0.014206,-0.000003,0.000611,0.002118,0.001676,-0.018259,-0.000787,0.004344,
146,0.146,-0.018325,0.005233,0.001786,0.011757,0.000807,-0.016723,0.001742,0.001272,
147,0.147,-0.013719,0.007271,-0.001411,0.018022,0.001464,-0.029243,0.000058,0.003951,
148,0.148,-0.015578,0.003033,0.003860,0.000977,-0.002099,-0.034317,0.001074,0.003085,
149,0.149,-0.015955,0.008266,-0.000692,-0.016249,0.002116,-0.029744,0.000409,-0.002184,
150,0.150,-0.016193,0.003366,-0.004907,-0.031774,-0.004318,-0.011624,0.000235,0.001351,
151,0.151,-0.013111,0.001676,0.002028,-0.021603,0.001596,0.010752,-0.002459,-0.000360,
152,0.152,-0.010415,0.005705,0.001182,-0.012284,0.003793,0.019611,-0.002781,-0.003259,
153,0.153,-0.011493,0.008221,0.000340,-0.003819,0.004468,0.006026,-0.006469,-0.004792,
154,0.154,-0.013439,0.007036,0.001030,-0.014475,0.001424,0.018514,-0.007618,0.001294,
155,0.155,-0.011538,0.003134,0.001716,-0.010423,0.001935,0.025232,-0.005567,-0.006496,
156,0.156,-0.009871,0.001615,0.002231,0.003438,0.001437,0.023291,-0.004535,-0.001270,
157,0.157,-0.006235,0.003815,-0.000630,0.012729,-0.002778,0.025202,-0.000655,0.001427,
158,0.158,-0.003339,-0.000070,-0.000110,0.007647,-0.002255,0.013401,-0.000166,0.003956,
159,0.159,-0.003202,-0.005805,-0.003143,0.012213,-0.005788,0.002782,-0.003218,0.003278,
160,0.160,-0.009161,-0.007985,0.000759,0.013560,-0.008808,-0.009701,0.000640,0.005307,
161,0.161,-0.008567,-0.010002,-0.000754,0.012386,-0.004040,-0.014760,0.003128,0.011063,
162,0.162,-0.005167,-0.011701,-0.005820,0.011385,-0.002322,-0.013230,-0.003818,0.002613,
163,0.163,0.000849,-0.010019,-0.006491,0.012430,0.001778,-0.017298,-0.002815,0.003634,
164,0.164,0.001245,-0.002220,-0.003432,0.004003,0.003346,-0.008513,-0.001997,0.000590,
165,0.165,-0.001420,-0.001186,-0.003929,-0.003776,0.004577,-0.009536,-0.004538,0.005168,
166,0.166,0.000085,0.001869,-0.002404,-0.004786,0.000731,-0.016837,0.000674,0.002638,
167,0.167,-0.004686,0.008311,-0.006623,-0.007475,0.001289,-0.030900,0.002660,0.003321,
168,0.168,-0.005766,0.019501,-0.001382,-0.015249,0.000153,-0.024813,-0.003099,0.001282,
169,0.169,-0.004859,0.014983,-0.004937,-0.028947,-0.003679,-0.004306,-0.003777,0.000761,
170,0.170,-0.005843,0.010972,-0.001899,-0.027065,-0.000075,0.014903,-0.000239,0.005980,
171,0.171,-0.006173,0.004765,-0.005961,-0.008432,0.000312,0.022268,0.001428,0.006625,
172,0.172,-0.001134,-0.002967,-0.001227,0.003943,0.001542,0.028931,0.000893,-0.002886,
173,0.173,-0.001026,-0.008160,0.001825,0.001773,-0.002633,0.022867,0.004399,-0.001570,
174,0.174,-0.003983,-0.016569,-0.001049,0.007890,-0.002082,0.013553,0.002173,-0.005321,
175,0.175,-0.005426,-0.010950,0.000486,0.006037,-0.003564,0.008453,0.003320,-0.002119,
176,0.176,-0.004520,-0.007860,0.002688,0.004340,0.001550,0.006882,0.004299,-0.003124,
177,0.177,-0.003631,-0.012384,0.001514,0.002826,-0.000451,0.002804,0.002585,-0.002241,
178,0.178,-0.005954,-0.002882,-0.002033,-0.001226,-0.000929,0.001612,0.006935,0.002035,
179,0.179,-0.009789,0.003392,0.002202,-0.002411,-0.002589,0.002625,0.002845,0.005804,
180,0.180,-0.004190,0.000195,-0.000669,0.000824,0.002177,-0.008858,0.003317,0.010759,
181,0.181,-0.002318,0.001233,0.000852,-0.000179,-0.002014,-0.007287,0.000251,0.017732,
182,0.182,-0.003994,0.002110,-0.002186,0.000669,0.002089,-0.014182,-0.000945,0.018614,
183,0.183,-0.004140,0.002977,-0.001855,-0.001870,0.002630,-0.010408,-0.004494,0.014426,
184,0.184,-0.006978,-0.002247,0.003902,0.000347,0.003839,-0.007167,0.002408,0.004483,
185,0.185,-0.006085,-0.002914,0.003067,0.003924,0.002682,-0.006162,0.001359,-0.005102,
186,0.186,-0.004009,0.000145,0.002394,0.000890,0.000840,-0.005348,-0.001369,-0.011287,
187,0.187,-0.003272,0.006578,0.007297,0.008522,-0.000165,-0.002854,-0.003921,-0.012216,
188,0.188,-0.007063,0.000670,0.005609,0.009542,-0.005232,0.002337,0.001284,-0.021594,
189,0.189,-0.001400,0.004390,0.001550,0.015977,-0.004548,-0.008369,-0.000782,-0.015237,
190,0.190,0.004262,0.003708,-0.000987,0.011746,-0.002850,-0.031416,0.002209,-0.018348,
191,0.191,0.004352,0.011985,0.002048,0.008016,-0.002332,-0.021634,-0.001891,-0.010965,
192,0.192,0.001791,0.005393,0.003231,0.003462,-0.002833,-0.013175,-0.001437,-0.003920,
193,0.193,0.000454,-0.007120,0.009666,0.001455,-0.000293,0.001713,-0.002997,-0.001103,
194,0.194,0.004703,-0.005420,0.005097,-0.001579,0.002753,0.015417,0.003861,0.001549,
195,0.195,0.005768,-0.006928,-0.006084,-0.010383,0.002410,0.022674,0.000750,0.002337,
196,0.196,0.011572,0.005590,-0.010666,-0.026794,0.001390,0.020441,-0.002009,-0.002460,
197,0.197,0.013516,0.003899,-0.001032,-0.020186,0.003079,0.018381,-0.002907,0.001874,
198,0.198,0.007758,-0.006739,0.000134,-0.018132,0.001384,0.005317,0.005462,-0.002073,
199,0.199,0.010827,0.002921,0.005712,-0.005085,0.002729,-0.013313,0.002182,0.001588,
200,0.200,0.006179,0.021875,0.008741,0.006782,0.001029,-0.010963,-0.000923,0.005927,
201,0.201,0.014555,0.013767,0.002292,0.008319,0.003213,-0.031247,0.003561,-0.001576,
202,0.202,0.010488,0.001418,-0.003647,0.004263,0.001345,-0.033915,0.004313,-0.004506,
203,0.203,0.006992,0.003619,-0.001470,0.007987,0.000664,-0.011542,0.002037,-0.001694,
204,0.204,0.013998,-0.002467,-0.000807,0.013584,-0.003066,0.009296,-0.001575,0.006196,
205,0.205,0.012938,-0.004332,-0.003862,0.016638,-0.006635,0.028467,0.002585,0.003259,
206,0.206,0.015298,-0.002644,-0.002179,0.013949,-0.003600,0.026152,0.004201,0.004211,
207,0.207,0.022077,-0.010266,-0.003711,0.008055,-0.004793,0.023993,0.006655,0.003471,
208,0.208,0.021132,-0.014327,-0.001525,0.008752,-0.003787,0.017933,0.007758,0.004257,
209,0.209,0.020233,-0.015524,-0.001193,-0.001881,-0.004818,0.023523,0.004818,0.003688,
210,0.210,0.025450,-0.003025,0.001338,-0.006413,-0.001789,0.018428,0.002913,0.000738,
211,0.211,0.030344,-0.004738,0.000998,-0.016008,-0.006879,0.022965,-0.002346,0.006071,
212,0.212,0.024651,-0.009327,-0.004076,-0.014792,-0.007564,0.018877,0.001352,0.006829,
213,0.213,0.019537,-0.007997,-0.003404,0.002321,-0.004529,0.004985,-0.003545,0.002662,
214,0.214,0.024601,-0.001758,0.000827,-0.000005,0.000718,0.006818,-0.004034,0.005588,
215,0.215,0.025306,-0.000758,-0.000856,-0.011127,-0.002831,0.005128,-0.006873,0.007151,
216,0.216,0.023852,0.002269,0.004901,-0.000952,0.001402,-0.002452,-0.006323,0.014133,
217,0.217,0.022621,-0.006206,0.005575,-0.002809,-0.001470,-0.023204,-0.009293,0.015177,
218,0.218,0.022614,0.001562,0.002014,-0.007887,0.004291,-0.050221,-0.010398,0.017899,
219,0.219,0.019115,-0.001486,0.000330,-0.009410,0.004982,-0.046606,-0.006782,0.020440,
220,0.220,0.011793,-0.000651,-0.001354,-0.010762,0.004312,-0.023518,-0.006370,0.021096,
221,0.221,0.011280,0.000189,-0.006075,-0.009565,0.000089,0.003643,-0.003422,0.019021,
222,0.222,0.017039,0.000844,-0.001837,-0.008515,0.004160,0.021839,-0.008401,0.009491,
223,0.223,0.013035,0.007248,-0.005887,-0.001208,0.005694,0.018754,-0.004768,-0.003090,
224,0.224,0.011104,0.004690,-0.001125,0.003376,0.001477,0.016071,-0.010404,-0.014991,
225,0.225,0.009541,0.000940,-0.004162,0.004238,0.004362,0.008127,-0.008103,-0.031958,
226,0.226,0.009520,0.007345,-0.000087,0.002051,0.004879,0.010619,-0.005974,-0.034195,
227,0.227,0.009699,0.013240,-0.000583,0.008477,0.001857,0.008508,-0.001664,-0.032198,
228,0.228,0.007547,0.006279,-0.001754,0.002531,0.003062,0.002463,-0.001078,-0.034093,
229,0.229,0.003568,0.001703,0.002142,0.006209,-0.002657,-0.010534,0.002548,-0.018914,
230,0.230,0.004838,-0.000852,-0.003599,0.005487,-0.003477,-0.002040,0.002281,-0.012869,
231,0.231,0.001569,-0.000221,0.003351,0.008481,0.001793,-0.009595,0.002694,-0.007341,
232,0.232,0.003884,-0.006700,-0.001209,0.011297,0.005367,-0.002624,0.001758,0.001059,
233,0.233,-0.002224,-0.000822,-0.000371,0.013786,-0.000361,0.001110,0.004190,-0.000518,
234,0.234,-0.000377,-0.001543,0.003348,0.015925,0.003380,0.008882,0.005257,-0.001961,
235,0.235,-0.000398,0.001964,0.001316,0.009446,0.005437,0.009896,0.007178,-0.003256,
236,0.236,-0.005472,-0.004989,-0.001734,0.010275,0.003781,0.010749,0.006570,-0.004393,
237,0.237,-0.002432,0.001453,-0.001230,0.007706,-0.000244,0.003008,0.010339,-0.003512,
238,0.238,-0.006492,0.002322,0.001294,0.008370,0.002320,-0.004206,0.012910,-0.006359,
239,0.239,-0.003969,0.004557,0.000952,0.006319,-0.002737,-0.016314,0.014129,-0.005646,
240,0.240,-0.009601,-0.001818,0.002130,-0.003191,-0.000688,-0.028122,0.016247,-0.005097,
241,0.241,-0.013047,-0.000936,-0.002100,-0.010140,-0.002349,-0.023558,0.012101,-0.003194,
242,0.242,-0.011606,-0.000245,0.000780,-0.008967,-0.000620,-0.011002,0.013881,-0.002801,
243,0.243,-0.012898,0.000407,0.004331,-0.005796,0.000933,0.000902,0.012443,-0.004592,
244,0.244,-0.009144,0.009851,0.005513,-0.013120,0.004010,0.008571,0.012185,0.001062,
245,0.245,-0.013698,0.008464,0.000772,-0.014024,0.000157,0.009959,0.013454,0.001644,
246,0.246,-0.019463,-0.005441,0.004983,-0.018315,0.000698,0.011143,0.008452,-0.001998,
247,0.247,-0.023056,-0.007360,-0.001466,-0.023642,0.001064,0.003330,0.002093,-0.000404,
248,0.248,-0.021781,0.001039,0.002754,-0.028616,0.003125,0.008559,0.006384,-0.003370,
249,0.249,-0.017666,-0.006602,0.003419,-0.019217,0.002143,0.000099,0.007120,-0.000928,
250,0.250,-0.022886,0.000336,0.005447,0.001529,0.000478,-0.000937,0.007851,-0.005247,
251,0.251,-0.021722,-0.000811,0.005949,0.010273,-0.001863,-0.001984,0.003667,-0.000080,
252,0.252,-0.021955,-0.001807,-0.000488,0.007521,0.000699,-0.002881,0.000831,-0.002189,
253,0.253,-0.023239,0.001244,-0.003049,0.005093,0.003091,-0.012401,-0.003866,0.000779,
254,0.254,-0.021192,-0.003323,-0.002390,0.002839,-0.001965,-0.008701,-0.002141,-0.002162,
255,0.255,-0.022389,-0.000792,-0.001732,0.004813,-0.002628,-0.003130,-0.001613,0.000314,
256,0.256,-0.022455,-0.004514,-0.001239,0.010315,-0.004309,0.002134,-0.003117,-0.000939,
257,0.257,-0.016659,0.000400,-0.004129,0.001774,0.000949,0.006695,-0.004279,-0.000669,
258,0.258,-0.018670,0.000912,-0.004642,-0.005921,0.000291,0.016122,-0.010687,0.005020,
259,0.259,-0.014981,0.002614,-0.003464,-0.012935,-0.001384,0.014870,-0.009826,0.005807,
260,0.260,-0.013208,0.002111,-0.005494,-0.004216,-0.000859,0.011568,-0.010673,0.009484,
261,0.261,-0.012663,0.003311,-0.002959,-0.003260,0.001691,0.008407,-0.017614,0.011468,
262,0.262,-0.013174,0.002987,-0.005328,-0.012788,-0.004390,0.012843,-0.016775,0.014477,
263,0.263,-0.012894,0.004008,-0.005677,-0.016540,-0.003531,-0.000159,-0.014253,0.012747,
264,0.264,-0.009115,0.005696,-0.001455,-0.006227,-0.002835,-0.017069,-0.016476,0.006964,
265,0.265,-0.012818,0.004013,0.004291,0.008988,-0.004838,-0.028398,-0.020063,0.010654,
266,0.266,-0.014196,0.003360,0.006479,0.010998,-0.006515,-0.022477,-0.013156,0.014179,
267,0.267,-0.016465,-0.000495,-0.001305,0.005390,-0.008190,-0.017060,-0.012338,0.013647,
268,0.268,-0.013201,-0.002160,-0.002322,0.000288,-0.003435,-0.012151,-0.014913,0.022431,
