 Frame,  Time,EMG Signal 1~5,
   990, 0.990,         4.540,
   991, 0.991,         5.006,
   992, 0.992,         5.490,
   993, 0.993,         5.991,
   994, 0.994,         6.505,
   995, 0.995,         7.029,
   996, 0.996,         7.560,
   997, 0.997,         8.095,
   998, 0.998,         8.631,
   999, 0.999,         9.164,
  1000, 1.000,         9.692,
  1001, 1.001,        10.212,
  1002, 1.002,        10.720,
  1003, 1.003,        11.214,
  1004, 1.004,        11.690,
  1005, 1.005,        12.148,
  1006, 1.006,        12.583,
  1007, 1.007,        12.993,
  1008, 1.008,        13.377,
  1009, 1.009,        13.732,
  1010, 1.010,        14.057,
  1011, 1.011,        14.349,
  1012, 1.012,        14.608,
  1013, 1.013,        14.833,
  1014, 1.014,        15.021,
  1015, 1.015,        15.174,
  1016, 1.016,        15.289,
  1017, 1.017,        15.368,
  1018, 1.018,        15.410,
  1019, 1.019,        15.415,
  1020, 1.020,        15.384,
  1021, 1.021,        15.318,
  1022, 1.022,        15.217,
  1023, 1.023,        15.083,
  1024, 1.024,        14.918,
  1025, 1.025,        14.723,
  1026, 1.026,        14.500,
  1027, 1.027,        14.251,
  1028, 1.028,        13.978,
  1029, 1.029,        13.684,
  1030, 1.030,        13.371,
  1031, 1.031,        13.042,
  1032, 1.032,        12.699,
  1033, 1.033,        12.346,
  1034, 1.034,        11.984,
  1035, 1.035,        11.617,
  1036, 1.036,        11.248,
  1037, 1.037,        10.880,
  1038, 1.038,        10.514,
  1039, 1.039,        10.153,
  1040, 1.040,         9.800,
  1041, 1.041,         9.458,
  1042, 1.042,         9.128,
  1043, 1.043,         8.811,
  1044, 1.044,         8.511,
  1045, 1.045,         8.229,
  1046, 1.046,         7.965,
  1047, 1.047,         7.721,
  1048, 1.048,         7.498,
  1049, 1.049,         7.296,
  1050, 1.050,         7.116,
  1051, 1.051,         6.958,
  1052, 1.052,         6.822,
  1053, 1.053,         6.707,
  1054, 1.054,         6.614,
  1055, 1.055,         6.541,
  1056, 1.056,         6.488,
  1057, 1.057,         6.453,
  1058, 1.058,         6.435,
  1059, 1.059,         6.433,
  1060, 1.060,         6.446,
  1061, 1.061,         6.471,
  1062, 1.062,         6.508,
  1063, 1.063,         6.554,
  1064, 1.064,         6.608,
  1065, 1.065,         6.668,
  1066, 1.066,         6.732,
  1067, 1.067,         6.799,
  1068, 1.068,         6.866,
  1069, 1.069,         6.933,
  1070, 1.070,         6.997,
  1071, 1.071,         7.057,
  1072, 1.072,         7.112,
  1073, 1.073,         7.160,
  1074, 1.074,         7.200,
  1075, 1.075,         7.231,
  1076, 1.076,         7.252,
  1077, 1.077,         7.262,
  1078, 1.078,         7.261,
  1079, 1.079,         7.248,
  1080, 1.080,         7.222,
  1081, 1.081,         7.183,
  1082, 1.082,         7.132,
  1083, 1.083,         7.067,
  1084, 1.084,         6.990,
  1085, 1.085,         6.900,
  1086, 1.086,         6.797,
  1087, 1.087,         6.683,
  1088, 1.088,         6.557,
  1089, 1.089,         6.421,
  1090, 1.090,         6.274,
  1091, 1.091,         6.118,
  1092, 1.092,         5.954,
  1093, 1.093,         5.781,
  1094, 1.094,         5.603,
  1095, 1.095,         5.418,
  1096, 1.096,         5.229,
  1097, 1.097,         5.036,
  1098, 1.098,         4.840,
  1099, 1.099,         4.643,
  1100, 1.100,         4.445,
  1101, 1.101,         4.247,
  1102, 1.102,         4.051,
  1103, 1.103,         3.857,
  1104, 1.104,         3.666,
  1105, 1.105,         3.480,
  1106, 1.106,         3.300,
  1107, 1.107,         3.125,
  1108, 1.108,         2.957,
  1109, 1.109,         2.798,
  1110, 1.110,         2.647,
  1111, 1.111,         2.506,
  1112, 1.112,         2.375,
  1113, 1.113,         2.255,
  1114, 1.114,         2.146,
  1115, 1.115,         2.050,
  1116, 1.116,         1.967,
  1117, 1.117,         1.896,
  1118, 1.118,         1.840,
  1119, 1.119,         1.798,
  1120, 1.120,         1.770,
  1121, 1.121,         1.758,
  1122, 1.122,         1.760,
  1123, 1.123,         1.778,
  1124, 1.124,         1.811,
  1125, 1.125,         1.860,
  1126, 1.126,         1.924,
  1127, 1.127,         2.004,
  1128, 1.128,         2.099,
  1129, 1.129,         2.209,
  1130, 1.130,         2.334,
  1131, 1.131,         2.474,
  1132, 1.132,         2.628,
  1133, 1.133,         2.795,
  1134, 1.134,         2.976,
  1135, 1.135,         3.169,
  1136, 1.136,         3.374,
  1137, 1.137,         3.591,
  1138, 1.138,         3.818,
  1139, 1.139,         4.054,
  1140, 1.140,         4.299,
  1141, 1.141,         4.552,
  1142, 1.142,         4.811,
  1143, 1.143,         5.076,
  1144, 1.144,         5.346,
  1145, 1.145,         5.620,
  1146, 1.146,         5.896,
  1147, 1.147,         6.173,
  1148, 1.148,         6.451,
  1149, 1.149,         6.728,
  1150, 1.150,         7.004,
  1151, 1.151,         7.277,
  1152, 1.152,         7.546,
  1153, 1.153,         7.811,
  1154, 1.154,         8.071,
  1155, 1.155,         8.324,
  1156, 1.156,         8.571,
  1157, 1.157,         8.810,
  1158, 1.158,         9.041,
  1159, 1.159,         9.263,
  1160, 1.160,         9.477,
  1161, 1.161,         9.681,
  1162, 1.162,         9.877,
  1163, 1.163,        10.062,
  1164, 1.164,        10.238,
  1165, 1.165,        10.405,
  1166, 1.166,        10.562,
  1167, 1.167,        10.710,
  1168, 1.168,        10.849,
  1169, 1.169,        10.979,
  1170, 1.170,        11.100,
  1171, 1.171,        11.213,
  1172, 1.172,        11.318,
  1173, 1.173,        11.415,
  1174, 1.174,        11.504,
  1175, 1.175,        11.587,
  1176, 1.176,        11.663,
  1177, 1.177,        11.732,
  1178, 1.178,        11.796,
  1179, 1.179,        11.853,
  1180, 1.180,        11.905,
  1181, 1.181,        11.951,
  1182, 1.182,        11.992,
  1183, 1.183,        12.028,
  1184, 1.184,        12.058,
  1185, 1.185,        12.084,
  1186, 1.186,        12.105,
  1187, 1.187,        12.122,
  1188, 1.188,        12.133,
  1189, 1.189,        12.139,
  1190, 1.190,        12.141,
  1191, 1.191,        12.138,
  1192, 1.192,        12.129,
  1193, 1.193,        12.116,
  1194, 1.194,        12.097,
  1195, 1.195,        12.073,
  1196, 1.196,        12.043,
  1197, 1.197,        12.008,
  1198, 1.198,        11.967,
  1199, 1.199,        11.920,
  1200, 1.200,        11.867,
  1201, 1.201,        11.808,
  1202, 1.202,        11.743,
  1203, 1.203,        11.673,
  1204, 1.204,        11.596,
  1205, 1.205,        11.513,
  1206, 1.206,        11.424,
  1207, 1.207,        11.330,
  1208, 1.208,        11.230,
  1209, 1.209,        11.126,
  1210, 1.210,        11.016,
  1211, 1.211,        10.901,
  1212, 1.212,        10.783,
  1213, 1.213,        10.661,
  1214, 1.214,        10.535,
  1215, 1.215,        10.407,
  1216, 1.216,        10.277,
  1217, 1.217,        10.145,
  1218, 1.218,        10.012,
  1219, 1.219,         9.879,
  1220, 1.220,         9.745,
  1221, 1.221,         9.613,
  1222, 1.222,         9.482,
  1223, 1.223,         9.353,
  1224, 1.224,         9.226,
  1225, 1.225,         9.103,
  1226, 1.226,         8.984,
  1227, 1.227,         8.869,
  1228, 1.228,         8.759,
  1229, 1.229,         8.654,
  1230, 1.230,         8.556,
  1231, 1.231,         8.464,
  1232, 1.232,         8.380,
  1233, 1.233,         8.302,
  1234, 1.234,         8.233,
  1235, 1.235,         8.171,
  1236, 1.236,         8.118,
  1237, 1.237,         8.073,
  1238, 1.238,         8.037,
  1239, 1.239,         8.010,
  1240, 1.240,         7.991,
  1241, 1.241,         7.981,
  1242, 1.242,         7.979,
  1243, 1.243,         7.986,
  1244, 1.244,         8.000,
  1245, 1.245,         8.021,
  1246, 1.246,         8.050,
  1247, 1.247,         8.085,
  1248, 1.248,         8.126,
  1249, 1.249,         8.172,
  1250, 1.250,         8.224,
  1251, 1.251,         8.279,
  1252, 1.252,         8.337,
  1253, 1.253,         8.399,
  1254, 1.254,         8.462,
  1255, 1.255,         8.527,
  1256, 1.256,         8.593,
  1257, 1.257,         8.660,
  1258, 1.258,         8.726,
  1259, 1.259,         8.791,
  1260, 1.260,         8.856,
  1261, 1.261,         8.919,
  1262, 1.262,         8.981,
  1263, 1.263,         9.040,
  1264, 1.264,         9.098,
  1265, 1.265,         9.153,
  1266, 1.266,         9.207,
  1267, 1.267,         9.259,
  1268, 1.268,         9.308,
  1269, 1.269,         9.357,
  1270, 1.270,         9.404,
  1271, 1.271,         9.449,
  1272, 1.272,         9.495,
  1273, 1.273,         9.539,
  1274, 1.274,         9.584,
  1275, 1.275,         9.629,
  1276, 1.276,         9.674,
  1277, 1.277,         9.720,
  1278, 1.278,         9.768,
  1279, 1.279,         9.817,
  1280, 1.280,         9.868,
  1281, 1.281,         9.921,
  1282, 1.282,         9.976,
  1283, 1.283,        10.033,
  1284, 1.284,        10.092,
  1285, 1.285,        10.154,
  1286, 1.286,        10.218,
  1287, 1.287,        10.284,
  1288, 1.288,        10.352,
  1289, 1.289,        10.422,
  1290, 1.290,        10.494,
  1291, 1.291,        10.567,
  1292, 1.292,        10.642,
  1293, 1.293,        10.718,
  1294, 1.294,        10.794,
  1295, 1.295,        10.872,
  1296, 1.296,        10.949,
  1297, 1.297,        11.027,
  1298, 1.298,        11.105,
  1299, 1.299,        11.183,
  1300, 1.300,        11.260,
  1301, 1.301,        11.336,
  1302, 1.302,        11.412,
  1303, 1.303,        11.486,
  1304, 1.304,        11.559,
  1305, 1.305,        11.631,
  1306, 1.306,        11.702,
  1307, 1.307,        11.771,
  1308, 1.308,        11.838,
  1309, 1.309,        11.904,
  1310, 1.310,        11.967,
  1311, 1.311,        12.029,
  1312, 1.312,        12.088,
  1313, 1.313,        12.145,
  1314, 1.314,        12.199,
  1315, 1.315,        12.251,
  1316, 1.316,        12.300,
  1317, 1.317,        12.346,
  1318, 1.318,        12.389,
  1319, 1.319,        12.429,
  1320, 1.320,        12.465,
  1321, 1.321,        12.498,
  1322, 1.322,        12.527,
  1323, 1.323,        12.552,
  1324, 1.324,        12.572,
  1325, 1.325,        12.589,
  1326, 1.326,        12.600,
  1327, 1.327,        12.606,
  1328, 1.328,        12.607,
  1329, 1.329,        12.603,
  1330, 1.330,        12.592,
  1331, 1.331,        12.576,
  1332, 1.332,        12.553,
  1333, 1.333,        12.523,
  1334, 1.334,        12.486,
  1335, 1.335,        12.442,
  1336, 1.336,        12.390,
  1337, 1.337,        12.331,
  1338, 1.338,        12.263,
  1339, 1.339,        12.186,
  1340, 1.340,        12.101,
  1341, 1.341,        12.007,
  1342, 1.342,        11.904,
  1343, 1.343,        11.792,
  1344, 1.344,        11.671,
  1345, 1.345,        11.542,
  1346, 1.346,        11.403,
  1347, 1.347,        11.256,
  1348, 1.348,        11.100,
  1349, 1.349,        10.937,
  1350, 1.350,        10.766,
  1351, 1.351,        10.588,
  1352, 1.352,        10.404,
  1353, 1.353,        10.215,
  1354, 1.354,        10.021,
  1355, 1.355,         9.824,
  1356, 1.356,         9.625,
  1357, 1.357,         9.424,
  1358, 1.358,         9.224,
  1359, 1.359,         9.025,
  1360, 1.360,         8.830,
  1361, 1.361,         8.639,
  1362, 1.362,         8.454,
  1363, 1.363,         8.278,
  1364, 1.364,         8.111,
  1365, 1.365,         7.956,
  1366, 1.366,         7.814,
  1367, 1.367,         7.687,
  1368, 1.368,         7.577,
  1369, 1.369,         7.485,
  1370, 1.370,         7.413,
  1371, 1.371,         7.362,
  1372, 1.372,         7.334,
  1373, 1.373,         7.330,
  1374, 1.374,         7.351,
  1375, 1.375,         7.397,
  1376, 1.376,         7.471,
  1377, 1.377,         7.571,
  1378, 1.378,         7.699,
  1379, 1.379,         7.855,
  1380, 1.380,         8.038,
  1381, 1.381,         8.248,
  1382, 1.382,         8.485,
  1383, 1.383,         8.748,
  1384, 1.384,         9.036,
  1385, 1.385,         9.347,
  1386, 1.386,         9.679,
  1387, 1.387,        10.032,
  1388, 1.388,        10.404,
  1389, 1.389,        10.791,
  1390, 1.390,        11.192,
  1391, 1.391,        11.604,
  1392, 1.392,        12.025,
  1393, 1.393,        12.452,
  1394, 1.394,        12.881,
  1395, 1.395,        13.311,
  1396, 1.396,        13.737,
  1397, 1.397,        14.157,
  1398, 1.398,        14.568,
  1399, 1.399,        14.966,
  1400, 1.400,        15.349,
  1401, 1.401,        15.714,
  1402, 1.402,        16.058,
  1403, 1.403,        16.378,
  1404, 1.404,        16.672,
  1405, 1.405,        16.938,
  1406, 1.406,        17.174,
  1407, 1.407,        17.377,
  1408, 1.408,        17.546,
  1409, 1.409,        17.680,
  1410, 1.410,        17.778,
  1411, 1.411,        17.839,
  1412, 1.412,        17.862,
  1413, 1.413,        17.848,
  1414, 1.414,        17.797,
  1415, 1.415,        17.708,
  1416, 1.416,        17.584,
  1417, 1.417,        17.425,
  1418, 1.418,        17.232,
  1419, 1.419,        17.007,
  1420, 1.420,        16.753,
  1421, 1.421,        16.470,
  1422, 1.422,        16.162,
  1423, 1.423,        15.831,
  1424, 1.424,        15.481,
  1425, 1.425,        15.112,
  1426, 1.426,        14.730,
  1427, 1.427,        14.336,
  1428, 1.428,        13.934,
  1429, 1.429,        13.527,
  1430, 1.430,        13.118,
  1431, 1.431,        12.709,
  1432, 1.432,        12.304,
  1433, 1.433,        11.905,
  1434, 1.434,        11.515,
  1435, 1.435,        11.136,
  1436, 1.436,        10.771,
  1437, 1.437,        10.421,
  1438, 1.438,        10.088,
  1439, 1.439,         9.774,
  1440, 1.440,         9.480,
  1441, 1.441,         9.207,
  1442, 1.442,         8.956,
  1443, 1.443,         8.727,
  1444, 1.444,         8.520,
  1445, 1.445,         8.335,
  1446, 1.446,         8.173,
  1447, 1.447,         8.032,
  1448, 1.448,         7.912,
  1449, 1.449,         7.811,
  1450, 1.450,         7.730,
  1451, 1.451,         7.666,
  1452, 1.452,         7.618,
  1453, 1.453,         7.584,
  1454, 1.454,         7.564,
  1455, 1.455,         7.555,
  1456, 1.456,         7.555,
  1457, 1.457,         7.563,
  1458, 1.458,         7.578,
  1459, 1.459,         7.596,
  1460, 1.460,         7.618,
  1461, 1.461,         7.640,
  1462, 1.462,         7.662,
  1463, 1.463,         7.681,
  1464, 1.464,         7.698,
  1465, 1.465,         7.710,
  1466, 1.466,         7.716,
  1467, 1.467,         7.716,
  1468, 1.468,         7.708,
  1469, 1.469,         7.693,
  1470, 1.470,         7.669,
  1471, 1.471,         7.637,
  1472, 1.472,         7.596,
  1473, 1.473,         7.546,
  1474, 1.474,         7.488,
  1475, 1.475,         7.421,
  1476, 1.476,         7.347,
  1477, 1.477,         7.266,
  1478, 1.478,         7.178,
  1479, 1.479,         7.085,
  1480, 1.480,         6.988,
  1481, 1.481,         6.887,
  1482, 1.482,         6.785,
  1483, 1.483,         6.681,
  1484, 1.484,         6.577,
  1485, 1.485,         6.475,
  1486, 1.486,         6.375,
  1487, 1.487,         6.279,
  1488, 1.488,         6.189,
  1489, 1.489,         6.104,
  1490, 1.490,         6.027,
  1491, 1.491,         5.959,
  1492, 1.492,         5.900,
  1493, 1.493,         5.851,
  1494, 1.494,         5.814,
  1495, 1.495,         5.789,
  1496, 1.496,         5.776,
  1497, 1.497,         5.777,
  1498, 1.498,         5.791,
